nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.6614645370792411, 0.5467185208569607)","(0.6716807070589857, 0.5524752569365345)","(0.6739256684874613, 0.5556143149907229)","(0.6757515025583473, 0.5589147772822359)","(0.6661104457083853, 0.5481218419152829)","(0.6644553542137159, 0.5476581923889403)","(0.6624304661939764, 0.5468283813872271)","(0.6781429908214486, 0.5832805793324285)","(0.6584699001067738, 0.5608475461150673)","(0.6583014591868399, 0.5568927750165102)","(0.6516163974375172, 0.551955520828844)","(0.6806045777592085, 0.6239768616803055)","(0.5938634213867734, 0.5833292700749746)","(0.6368048213300741, 0.6938781842485189)","(0.5890261572557742, 0.5427580152775036)","(0.5859827590989078, 0.7592689481092794)","(0.6658244188571046, 0.4776725889224839)"
"(0.6618626559530952, 0.5475385173773166)","(0.6720710839980703, 0.5530347108563077)","(0.674316245081265, 0.5561695393426724)","(0.6761759673798848, 0.5594493855129601)","(0.6665448624215218, 0.5483824919153772)","(0.66491191954046, 0.5477048278132808)","(0.662929902265679, 0.5466001460324368)","(0.6789035116320182, 0.5832867049948609)","(0.6590189132101344, 0.5604873000880789)","(0.658606290539385, 0.5580916147687787)","(0.6517802075350493, 0.5526529094833884)","(0.6809271465648319, 0.6240015764892254)","(0.5962910602142775, 0.5852332019305742)","(0.636114560501838, 0.6937919325761877)","(0.5922052567099648, 0.544752540357742)","(0.5858634435213542, 0.75945397857186)","(0.671328086814126, 0.4892603729293629)"
"(0.662434137228765, 0.5484026150825708)","(0.6727048254513255, 0.553615625643787)","(0.6749394540186544, 0.5567602969549764)","(0.6768286988173902, 0.5600370481297698)","(0.6672804326444253, 0.5486908382747013)","(0.665703355988146, 0.5478525664700784)","(0.6638005807961076, 0.5465479686265793)","(0.6798200036262314, 0.5831908483605297)","(0.6598364106425052, 0.5600535832084987)","(0.658969694778915, 0.5592693726777487)","(0.6521020056484477, 0.5534912909105397)","(0.681316402408628, 0.6241045944340593)","(0.5980569403488332, 0.5869096015994656)","(0.6350921420228522, 0.6937697832678874)","(0.5968045707627067, 0.5463155876228594)","(0.585740216545293, 0.7597942971960943)","(0.6783573666374736, 0.4967746629720534)"
"(0.6627814336256561, 0.5493930821374314)","(0.6730937504823962, 0.5541750481634441)","(0.6753019024997895, 0.5573177239000114)","(0.6772177866844601, 0.5605583685539275)","(0.667837877651474, 0.5490916558912595)","(0.6663487692535076, 0.5481859191314336)","(0.6645437736055526, 0.5468092277333465)","(0.6804889785104158, 0.582735563491609)","(0.6603783413524686, 0.5597924180242022)","(0.6591354151427898, 0.560426904743925)","(0.6523774895634697, 0.5545870503345581)","(0.6819103988178419, 0.6241181506699351)","(0.600433210809749, 0.5880378269371187)","(0.6339462034074312, 0.6936929410709938)","(0.6048191373164851, 0.5428572260972236)","(0.5856496536092615, 0.7602595950895827)","(0.687204485311932, 0.5004219002240199)"
"(0.6628662745157892, 0.5504226888810015)","(0.6732581375917925, 0.5546716889301392)","(0.6754443899734885, 0.5577951223700208)","(0.6773935474438004, 0.5609499973294908)","(0.6681811334369914, 0.5495868316897158)","(0.6667916802537484, 0.5487086674272331)","(0.6650920478336197, 0.5473761083362831)","(0.6808780562349703, 0.5819394317540267)","(0.6606964028520754, 0.5596880244486272)","(0.659054879125183, 0.5614704343822464)","(0.6525497651878229, 0.5558701639686721)","(0.682708192399611, 0.6239882740941094)","(0.602891612997701, 0.5885961353084159)","(0.6328203486395896, 0.6934798541880447)","(0.6123086293260547, 0.5405137087359584)","(0.58559265086701, 0.7607244974249743)","(0.6979179664369523, 0.4982402322592445)"
"(0.6627445651656834, 0.5513411888153693)","(0.6732940766916979, 0.5550395803295939)","(0.6754553038757178, 0.5581373281967957)","(0.677413899442812, 0.561190914162946)","(0.6683727858505619, 0.5500420190237632)","(0.6670969630176941, 0.5492319787021017)","(0.6655033239117883, 0.5479996394722068)","(0.681085681581832, 0.5809666039226785)","(0.6609283227186951, 0.5596053020937471)","(0.6588796395244034, 0.562317947268765)","(0.6525139019483746, 0.5570546973557473)","(0.6835692938946913, 0.6238416855707605)","(0.6054613950091378, 0.5889487351293066)","(0.6316311956841365, 0.6933707455932969)","(0.6114212594110107, 0.5444462842596728)","(0.5855502397308273, 0.7612058602290848)","(0.6893276893175581, 0.5098639812086023)"
"(0.6623791528470603, 0.5519498356016657)","(0.6730590037532634, 0.5550802118016858)","(0.6752322249479241, 0.5581408718249193)","(0.6772298615573462, 0.5610874889891755)","(0.6681450378922609, 0.5501441566538433)","(0.6669119488109256, 0.5493379374206216)","(0.6653325371531076, 0.5481270604478186)","(0.6810593834290152, 0.5797689420915718)","(0.6605480278566459, 0.5585193115792364)","(0.658619046905937, 0.5628608766691402)","(0.652238397331506, 0.5577658075830609)","(0.684566763731151, 0.6235163168751567)","(0.6080396892307534, 0.5882804220095116)","(0.6307369510888511, 0.6931517390938087)","(0.612835411842054, 0.5442771653195373)","(0.5855372810697235, 0.7615912580267827)","(0.688421635360986, 0.5135155038816956)"
"(0.6618685670943819, 0.552338548473546)","(0.6726505684130133, 0.5549994932188033)","(0.6748600493777897, 0.5580147056034963)","(0.6769107959487236, 0.5608364400608012)","(0.6676880982650202, 0.550037356940184)","(0.6664699891230457, 0.5491936843156271)","(0.6648815682717985, 0.5479986009064266)","(0.6808665101622661, 0.5786351696316747)","(0.6599727538360041, 0.5573991553766756)","(0.6583122704134691, 0.5630537636908074)","(0.651865312269519, 0.5580004146604839)","(0.6855161569335257, 0.6231143798305729)","(0.6094719518870475, 0.587411700706661)","(0.630564141940405, 0.6925331522256915)","(0.6185762187539849, 0.5388494345135911)","(0.585632005493681, 0.7615220311916252)","(0.7021960314615083, 0.5086100112586044)"
"(0.6613582118407844, 0.5523974775990139)","(0.6721770235430681, 0.5547928246029064)","(0.6744433089847623, 0.5577620206735086)","(0.6765397859342185, 0.560476614600852)","(0.667098595406905, 0.5497676355021828)","(0.6658671720600364, 0.5488472974105882)","(0.6642513236243701, 0.5476359611068862)","(0.6804768437550077, 0.5777028386409478)","(0.6593201653662832, 0.556718421565904)","(0.6580490161488954, 0.5627110554621781)","(0.6514931529551966, 0.5576675104928195)","(0.6861338291690637, 0.6226497657927057)","(0.6088432559878133, 0.5865297681523938)","(0.6309796652315949, 0.6916651963354006)","(0.6143448659867965, 0.5400488837893482)","(0.58577359486849, 0.761082772330528)","(0.6891613547062833, 0.5063499563084904)"
"(0.6609517915265558, 0.5521717450835499)","(0.6716783873406894, 0.5544629502685487)","(0.6740024064804305, 0.5573881023969418)","(0.676131997908747, 0.5600353594704397)","(0.6664888605926991, 0.5494495956769924)","(0.6652327363307674, 0.5484990242755786)","(0.6635756809394691, 0.5472631515600754)","(0.6800150914347826, 0.5771140158871126)","(0.6587206500393542, 0.5566242658174967)","(0.6579149522425702, 0.562117263014779)","(0.6512390690527887, 0.5571266689222744)","(0.6864306904497139, 0.6222480340993223)","(0.6076211833453691, 0.5855169840903839)","(0.6314904197946308, 0.6906547471359907)","(0.6115837244442861, 0.5324857828222522)","(0.5859568779007273, 0.7603983327503265)","(0.6854266706324417, 0.4895666845333892)"
"(0.6609057092166462, 0.5513673515030844)","(0.6714703604613721, 0.5539208672819171)","(0.6737763420407324, 0.5568039781285901)","(0.6758708889945695, 0.559432405275066)","(0.6663577078661455, 0.5490240257381015)","(0.66512652932903, 0.5480727914607898)","(0.6634951925777903, 0.5468331387826625)","(0.6795564211887649, 0.5768091867575846)","(0.6588375989373763, 0.5572407894479101)","(0.657984693706176, 0.5608940587177155)","(0.651366957834552, 0.5560867775292397)","(0.6862031766028964, 0.6219187269121907)","(0.6042734417882012, 0.5847078664597388)","(0.6320259011153033, 0.6895983348359609)","(0.5946159457271206, 0.5350436962845732)","(0.5860889391465633, 0.7596584177795285)","(0.6471796026735608, 0.48489640823333247)"
"(0.6611480894900161, 0.5501254692777898)","(0.6715154551959552, 0.55325786064277)","(0.6737382562010452, 0.5561088726514992)","(0.6757448885268558, 0.5587763363942689)","(0.6666620176433142, 0.5485493625516392)","(0.6655182607801936, 0.5476493571465955)","(0.6639994798284603, 0.5464754621465735)","(0.6791944039729385, 0.5768656830687635)","(0.6597108928473694, 0.5584872303864907)","(0.658175477614771, 0.5593354572782996)","(0.6517875484931177, 0.5547615323033378)","(0.6855310679593578, 0.621671133941705)","(0.5993837990683011, 0.5842187349057154)","(0.6329969462259124, 0.6885566883709617)","(0.5753798418111746, 0.534507626281197)","(0.5863155489201325, 0.7589139208927038)","(0.6105923392833821, 0.47566550567155774)"
"(0.6616865047763847, 0.5487150360932174)","(0.671982507327777, 0.552580995020612)","(0.6740878045142128, 0.5554164995402457)","(0.6759721397797837, 0.5581601578872533)","(0.6674434089716235, 0.5481178322872093)","(0.6663937971586407, 0.5473333868113442)","(0.6649990355496098, 0.5463258821369619)","(0.6789852747550392, 0.5771092031941282)","(0.6609485869085331, 0.5602384523634044)","(0.6584912795564803, 0.5576322460785902)","(0.6524088295189665, 0.5534305066773397)","(0.6846914658179664, 0.6215506119605836)","(0.5938894276296633, 0.5841418050385867)","(0.633921595025453, 0.68764383226008)","(0.559509499228641, 0.5295144430685166)","(0.58655777538851, 0.7583162345530564)","(0.5807540013101008, 0.46032146369660754)"
"(0.6621759874281642, 0.5473741531927836)","(0.6724917400967005, 0.5519313214820037)","(0.6744575111460311, 0.5547452277236897)","(0.6762096198288725, 0.5575448942906941)","(0.6683380984481968, 0.5478134089972323)","(0.6674017935366078, 0.5472241373328908)","(0.6661512634970939, 0.5464816135126406)","(0.6787541014053342, 0.5772989749352705)","(0.6622578710109217, 0.562350980607503)","(0.6586985707560911, 0.5559916062788541)","(0.6530476312537308, 0.5523656516364138)","(0.6838841370213575, 0.6213501172188014)","(0.5891071452405359, 0.5851613191457907)","(0.6348300226084849, 0.6867709915676887)","(0.5486393857113421, 0.5207285911608976)","(0.5867617983362348, 0.7579081692062073)","(0.560332584353317, 0.4407606884177202)"
"(0.6626915198106047, 0.546213141132347)","(0.6731384102003294, 0.551399674726812)","(0.6749537949795503, 0.5541860248659052)","(0.6765703343567051, 0.5570180007627805)","(0.6694002307100466, 0.547697138119412)","(0.6685890006574453, 0.5473615120063029)","(0.6674933701684161, 0.5469463652386266)","(0.6786225961916388, 0.5775221727944766)","(0.6637060974305619, 0.5644277271690914)","(0.6588484661562474, 0.5545961110741954)","(0.6537117821909066, 0.5516266821425568)","(0.6831068989835989, 0.6211313364944827)","(0.5859188790365824, 0.5860617067708294)","(0.6357226588509313, 0.6861422412045366)","(0.5435110298625806, 0.5099052161603552)","(0.5869499708944835, 0.75743007298672)","(0.5503205167246877, 0.417833915957205)"
"(0.663346877048067, 0.5453196837629761)","(0.6739621986320261, 0.5510200838664763)","(0.6756462963311003, 0.5537922626886624)","(0.677150600162143, 0.5566662417980909)","(0.6705583131118824, 0.5476789399460491)","(0.6698546686094694, 0.547582688309375)","(0.6688788479024728, 0.547483682771386)","(0.6786619165004844, 0.5778591710648626)","(0.6650781817647419, 0.5660008123982493)","(0.6591337056426749, 0.5535778300467639)","(0.6543865189963579, 0.5510889334834272)","(0.6824683822118334, 0.6209662027292332)","(0.5851869610917608, 0.5848398436477424)","(0.6364280414748038, 0.685963167871908)","(0.5440611326611138, 0.49792916312084434)","(0.5871011798198419, 0.7570009997118897)","(0.5508545042473687, 0.394902682804562)"
"(0.6639906468091326, 0.5447141674015084)","(0.6747975402222939, 0.550762192213731)","(0.676396970843381, 0.5535192322897756)","(0.6778409567190509, 0.5564171261998613)","(0.6715481411882784, 0.5476190729852612)","(0.670875243234747, 0.5476853398732107)","(0.6699381358140013, 0.5478273471752259)","(0.6788354179798042, 0.5780751853833956)","(0.6660485588587262, 0.5666435976406368)","(0.65944235127567, 0.5529401831693594)","(0.6549115886777167, 0.5506502230128498)","(0.6821942619788356, 0.6206463325273753)","(0.5863642546680436, 0.5819620873544612)","(0.6371400875922975, 0.6858189788175922)","(0.5506163457612625, 0.48396408189704754)","(0.5872884369118798, 0.7564409850360647)","(0.5623323237284648, 0.3713425140836586)"
"(0.6645545299514481, 0.5444832797094947)","(0.6755542902401848, 0.5507764716248424)","(0.6771280018043977, 0.5535391330163252)","(0.6785574831884795, 0.5564555470204309)","(0.6723111434416351, 0.5476516296257795)","(0.6716240919553331, 0.5478120075239179)","(0.670680240178721, 0.5481534016715909)","(0.679031099333909, 0.5784069983275633)","(0.6666711039476476, 0.56702134506408)","(0.6597458435383169, 0.5526508890387629)","(0.6553121241100477, 0.5503551044386317)","(0.6821565546078019, 0.6203717321226938)","(0.5877208929239743, 0.5787851700693868)","(0.6378604639104488, 0.6857683530776387)","(0.5627272419440452, 0.47014189322233857)","(0.5874620703828375, 0.7556313469415517)","(0.5852112890957131, 0.3478067503386729)"
"(0.6648750598336169, 0.5444810389083038)","(0.6760245743609267, 0.550951395279323)","(0.6776448596607569, 0.553738536117795)","(0.6791100636784584, 0.5566887123323555)","(0.6726415346274579, 0.5477711067888854)","(0.6719176931814728, 0.5479755134849293)","(0.6709426376091587, 0.5484304490622953)","(0.6791578634079812, 0.5787706286201401)","(0.6668786255074006, 0.5672878624398126)","(0.659955620904626, 0.5526043886627084)","(0.6554628534194764, 0.5502204917249713)","(0.6822100027457833, 0.620062814031171)","(0.588697510582585, 0.5756833154560537)","(0.6383580320920713, 0.6857230878654352)","(0.5631591909693128, 0.4662175267448524)","(0.5876417474035351, 0.7545919227989142)","(0.5826929544374393, 0.33434834180178413)"
"(0.6650649666230454, 0.5445077762459275)","(0.6763614839885077, 0.5511005743122335)","(0.6780774962929872, 0.5539257680619525)","(0.6796299645672882, 0.5569242822540402)","(0.6727532333149513, 0.5478699567156805)","(0.671986450265339, 0.5481058627297561)","(0.6709705321660979, 0.5485819208594203)","(0.6793547424125241, 0.5791122982829892)","(0.6668501223995428, 0.5672435315894648)","(0.6601190515609346, 0.5526936908701929)","(0.6554833786748797, 0.5501936964499656)","(0.6823896589256959, 0.6197796916906108)","(0.5892576380765256, 0.5730362248309576)","(0.6386140145899823, 0.6855504712858415)","(0.5625658428474474, 0.4570483113085483)","(0.5879476753981809, 0.7533652951945253)","(0.5876087753367047, 0.3188650587916659)"
"(0.6652804371360314, 0.544543261155661)","(0.6767392466951931, 0.5512766483780399)","(0.678534940267222, 0.5541455722077477)","(0.6801725106361599, 0.5571906480477975)","(0.6729513372018914, 0.5480003768191761)","(0.6721590107137521, 0.5482389146075671)","(0.6711295466600891, 0.5486975045470937)","(0.6795953263491754, 0.57941795354123)","(0.6668501699165323, 0.5671453355075607)","(0.6602698114368479, 0.5527865105853503)","(0.6555345139025543, 0.5502105936025973)","(0.6825473287722462, 0.6195445281642314)","(0.5882880837767287, 0.5716267807500358)","(0.6384238873050498, 0.6852854620882418)","(0.5481098056673182, 0.4646865085010494)","(0.5882963649320726, 0.7521784033252936)","(0.5571866315422648, 0.32505276271235484)"
"(0.6654822208108895, 0.5446235422209993)","(0.67706899515121, 0.5514874697287333)","(0.6789472899236895, 0.5543993105699422)","(0.6806687950254335, 0.5574822825985367)","(0.6730782914828601, 0.5481683447922315)","(0.6722521702726418, 0.5484215111443502)","(0.6712088365376983, 0.5488808314839178)","(0.6797985487328835, 0.579659859478336)","(0.6666953035723648, 0.5670767376472913)","(0.6603929100336743, 0.5528960137656252)","(0.6555819783733177, 0.550272742073576)","(0.6825925486904773, 0.6195475812002786)","(0.5859051970613043, 0.5725530292882242)","(0.6381402343581064, 0.6849418521483198)","(0.5375102305467879, 0.4665961505233001)","(0.5888127642911644, 0.7510733496059088)","(0.5406050601483514, 0.3241774051478422)"
"(0.6658820418211144, 0.5446316012135763)","(0.6776302051155176, 0.5516832304167592)","(0.679558221554702, 0.5546268834656503)","(0.6813366554833806, 0.5577299357294214)","(0.6734639482620449, 0.5483263543435756)","(0.672581874824072, 0.5486112517632539)","(0.6715163182823267, 0.5491081260856783)","(0.6800645859369323, 0.5799292206486356)","(0.6666196063681931, 0.5671704692162568)","(0.6606383273651564, 0.5528542602256752)","(0.6557893607166277, 0.5502512079852456)","(0.6825341186323381, 0.6192738752820844)","(0.5826440945371893, 0.574920469369645)","(0.6377321009313601, 0.684503662836303)","(0.5259453884232583, 0.47427410929353186)","(0.5893494709110495, 0.7502764463424698)","(0.5203691370142657, 0.33553914916821087)"
"(0.6662752656114144, 0.5445593587168458)","(0.6781814506837553, 0.5518114790494081)","(0.6801612199325398, 0.5547842616801507)","(0.6820058309948542, 0.5579021188206896)","(0.6738574531250636, 0.5484386351836601)","(0.6729141358451145, 0.548761561061398)","(0.6718178567908597, 0.5492868121965238)","(0.6804325595880181, 0.5801053659899263)","(0.6665446784668605, 0.5672286701647008)","(0.6608660883836827, 0.5527568456732044)","(0.655946987353284, 0.5501557638595167)","(0.6824542076993392, 0.6187470653951876)","(0.5784883229604703, 0.578517851573883)","(0.6374761459432852, 0.6839657762111777)","(0.5134875580564257, 0.4880969473670979)","(0.5898062046313355, 0.7497028804325574)","(0.49662160373234354, 0.3594820293791096)"
"(0.6666635249878157, 0.544431589561188)","(0.6787174107867258, 0.551894978904503)","(0.6807353065841973, 0.5549055116993576)","(0.6826397419531599, 0.5580453844892963)","(0.6742809723307217, 0.5485020610558137)","(0.6732793397558889, 0.5488698806240297)","(0.6721472658199601, 0.5494297751179954)","(0.6808600051975486, 0.5802300439014314)","(0.6665347147654834, 0.5672489746467229)","(0.6610812205812606, 0.5526694783241888)","(0.6560600500006789, 0.5499956820394621)","(0.6823637033953827, 0.6180708990508317)","(0.5753461255893854, 0.5809480374231774)","(0.6374591994674625, 0.6835894841692123)","(0.5012699159292084, 0.5047456542928747)","(0.590164122742652, 0.7492583980371362)","(0.4729250466629074, 0.385009711161083)"
"(0.6670119365056371, 0.5443146399684731)","(0.6792211169963132, 0.5519659342743589)","(0.6812729689624774, 0.5550244160187562)","(0.6832352316740802, 0.5581980318456274)","(0.6746605391546855, 0.5485272895206117)","(0.6735863859281133, 0.5489291199993154)","(0.6723924101371601, 0.5495119172654241)","(0.681308874717127, 0.5803368996073328)","(0.6664999373309277, 0.5672158994874766)","(0.6612362004382364, 0.5526946206470759)","(0.6560371783507746, 0.5498615847878813)","(0.6822651189801869, 0.6173645000913496)","(0.5732731745515405, 0.5810939794653792)","(0.6377992391030564, 0.6833668183057751)","(0.4903303746021166, 0.5237330074632651)","(0.5903719341282534, 0.7489519330449331)","(0.45024283101786644, 0.4118316339585062)"
"(0.6672222653191142, 0.5442347194487132)","(0.6795862836715517, 0.5520360664332119)","(0.6816742567471428, 0.5551398681316076)","(0.683685355392093, 0.5583454720623855)","(0.6748798900828787, 0.5485322449035034)","(0.6737254128589512, 0.5489530750921569)","(0.6724457018303163, 0.5495438827223444)","(0.6817029954948084, 0.5803853727720847)","(0.66636194604816, 0.5671480755150191)","(0.6612932568107743, 0.5528296593463794)","(0.6558481167246426, 0.5497997611552697)","(0.6822136237626879, 0.6166480607364019)","(0.5717023759733003, 0.5806845527984613)","(0.6386614008383331, 0.6832734351947327)","(0.48156346932991506, 0.5435187925686659)","(0.5903994293757542, 0.7487270952938336)","(0.42914466278536423, 0.4391195965813599)"
"(0.6672430437205847, 0.5441966354152272)","(0.6797439789438595, 0.5521186213671201)","(0.6818651816783822, 0.5552702971271714)","(0.683916654203323, 0.5585168704286334)","(0.6748704642126903, 0.5485323045081482)","(0.6736235690839377, 0.548959319269186)","(0.672231115800241, 0.5495481628638059)","(0.6819822357528986, 0.5804545127706384)","(0.6660790286419845, 0.5670321411464054)","(0.6612429671632118, 0.5530596928440897)","(0.655503560196271, 0.5498135417769295)","(0.6822583603136482, 0.6160347024043971)","(0.5707745149141159, 0.5801853408346656)","(0.6398860211972603, 0.6833568821142341)","(0.47512127122123304, 0.5638878803292089)","(0.5903404703784947, 0.748602663720406)","(0.40830086737801785, 0.46780766953121633)"
"(0.6670503220358109, 0.5442178521678731)","(0.6796617852502229, 0.5522242031453106)","(0.6818324219096805, 0.5554188828924053)","(0.6839366045309405, 0.5587032976406172)","(0.6746072883094678, 0.5485451288156588)","(0.6732769344514359, 0.5489629140267017)","(0.6717642986135341, 0.5495331606942746)","(0.6822070904545032, 0.5804845403124415)","(0.6656404376585736, 0.566840132494352)","(0.6610932904523583, 0.5533940036257954)","(0.6550178875178461, 0.5499254383129407)","(0.682490319499882, 0.6154270037348745)","(0.5709772835244677, 0.5794898350755664)","(0.6413610503945886, 0.6833530015600882)","(0.47054457205992584, 0.582211561692068)","(0.5904377533561435, 0.7483513588671933)","(0.3883687170930128, 0.49757283710655464)"
"(0.6667961953403247, 0.5442973037699731)","(0.679553245469964, 0.5523380980347155)","(0.681785767589695, 0.5555699299543344)","(0.6839523357111272, 0.5588838485848944)","(0.6742920532371073, 0.548563447865574)","(0.6728817221723806, 0.5489552547603789)","(0.6712470724310367, 0.5494883648165467)","(0.6824787134057173, 0.5804710161713744)","(0.6652060273366112, 0.5665837406834257)","(0.660936621797114, 0.5537933986503772)","(0.6545133411467506, 0.5501210565889366)","(0.6829225489031756, 0.6150197360343324)","(0.5722387273272724, 0.5794812376960465)","(0.6428856078561382, 0.683251656018772)","(0.46838611162903804, 0.5978736132730706)","(0.5908413290421737, 0.7480201447482447)","(0.37472424564106005, 0.526728863274302)"
"(0.6665810525834157, 0.5444226667875466)","(0.6794694609297476, 0.5524406180237291)","(0.681753362253275, 0.5556964165680903)","(0.6839667883786302, 0.5590273125188345)","(0.674015925063955, 0.5486016523587965)","(0.6725357629202477, 0.5489757868237718)","(0.6707946627567991, 0.5494825223109117)","(0.6827150220637569, 0.5804518705759305)","(0.6648586382676964, 0.5664413294869993)","(0.660829640768626, 0.5541751877967029)","(0.6541236134675847, 0.5503706738943277)","(0.683389470849561, 0.6148721514604043)","(0.5741644611447575, 0.5806519972694516)","(0.6440675865798021, 0.6831172729705611)","(0.47011038334497585, 0.6130463429542146)","(0.5914353794984897, 0.7477149011649746)","(0.36841342909074964, 0.5524476247650771)"
"(0.6664541698558084, 0.5445496489951672)","(0.6794847213860729, 0.552532103233961)","(0.681810651625788, 0.5557939333793457)","(0.6840458326128549, 0.5591241784029085)","(0.6738545789029508, 0.5486601702261094)","(0.6723205493046702, 0.5490223069291027)","(0.6705017769253352, 0.5495139768907251)","(0.6829082536530676, 0.5804577857464356)","(0.6646704943307922, 0.5664238242002646)","(0.6607795762015404, 0.5544485323356871)","(0.6539242795575206, 0.5505865791460862)","(0.6837277301263713, 0.6151051667186777)","(0.5760497042349181, 0.5835268835087769)","(0.6448277471226704, 0.683080464532049)","(0.47392372519542103, 0.624358421716936)","(0.5921550846044291, 0.747486910758876)","(0.37065836342620484, 0.5739626159201148)"
"(0.6663101321055909, 0.5446674297183833)","(0.6794741992905993, 0.5526113678247513)","(0.681833044632333, 0.555861559920101)","(0.6840816745947028, 0.5591734518538)","(0.6737070775532237, 0.5487408094750708)","(0.6721384611440997, 0.5490993876835139)","(0.6702711073668701, 0.5495873538208464)","(0.6830597490697488, 0.5804451098253134)","(0.664517060582178, 0.5664665133525175)","(0.6607249915460899, 0.5545931104179874)","(0.6538297032420743, 0.5507618682089953)","(0.6839559715944585, 0.6150091101517501)","(0.5780154524983239, 0.5864996204287313)","(0.645298323570155, 0.6828458703759126)","(0.476980880354391, 0.6384702210937638)","(0.5929194944443971, 0.7472533073736531)","(0.37357860268690724, 0.6023471866732169)"
"(0.6660307385982626, 0.5447130868762813)","(0.6793109075728567, 0.5526253914499628)","(0.6817171987675856, 0.5558693907755528)","(0.6839952530005053, 0.5591711857657901)","(0.6734648603937301, 0.54876553498226)","(0.6719017791581334, 0.5491215436608654)","(0.6700284457429042, 0.5496025884345984)","(0.6831279460922558, 0.5803447294902147)","(0.6643842386476936, 0.5664398932790435)","(0.6605543544242446, 0.5546161128090823)","(0.6536602106961351, 0.5508213253010137)","(0.684072640253393, 0.614834517587872)","(0.579795240800143, 0.5893384594739468)","(0.6453789161357582, 0.6826101226128635)","(0.4792710020269836, 0.6503794164090737)","(0.5936501588854769, 0.7469564405354603)","(0.3789319498138836, 0.6282744038077237)"
"(0.6655941349920984, 0.5446165727846561)","(0.6789620889650372, 0.5525481288249687)","(0.6814075365211039, 0.5557931176710251)","(0.6837126504291202, 0.5590970621798156)","(0.6731130427969656, 0.5486917795834854)","(0.6715841415600914, 0.5490505718962585)","(0.6697408556938185, 0.5495301037679474)","(0.6829820931096747, 0.5801541363442707)","(0.6642339218468669, 0.5663107498820301)","(0.6601994546143339, 0.554482930467958)","(0.6533594281523392, 0.5507086937799888)","(0.6840202199829223, 0.6144250460437974)","(0.581251715724564, 0.5915212238029457)","(0.6451083084086452, 0.6822866261144356)","(0.481158665843778, 0.6570136114989698)","(0.5941704758953116, 0.7466151023800295)","(0.3878545542280165, 0.6427226816857625)"
"(0.6649547940367599, 0.5444020388565431)","(0.6784134905932959, 0.5523664416410996)","(0.6808896078652171, 0.555604669041846)","(0.6832180551159924, 0.5589125223093112)","(0.6726192698612095, 0.5485267846178631)","(0.6711513950274555, 0.5488940530167883)","(0.6693684101660504, 0.5493759804672307)","(0.6825913565975817, 0.5798431350078906)","(0.664031899336614, 0.5660836748032038)","(0.6595647172494382, 0.5542293335452236)","(0.6528227169474814, 0.5504942655841243)","(0.6837532243806457, 0.6136828395592318)","(0.5820973900370399, 0.5929552262479622)","(0.6446179312703784, 0.6816736023464973)","(0.4826488290633365, 0.6599902280005)","(0.5941855412818904, 0.7463322855653756)","(0.397615451495965, 0.6502924618465376)"
"(0.6641783400293289, 0.5440710794119857)","(0.6777400063190164, 0.5520789103630273)","(0.680242466065157, 0.5553084288165854)","(0.6825863068754037, 0.5586299828160349)","(0.6720212561823008, 0.5482592905040121)","(0.6706273496012046, 0.5486402640809558)","(0.6689196412379939, 0.5491288037566884)","(0.6820119379005802, 0.5794724255175037)","(0.6637539609328864, 0.5657869017485428)","(0.6587518849572949, 0.5538620547259061)","(0.6521352483676044, 0.5501803190280241)","(0.6832882307626165, 0.6127861496451864)","(0.5821870519564715, 0.5937098899643473)","(0.6440641916159441, 0.6810845058836874)","(0.48358681506210377, 0.6594259802833874)","(0.5937329305635479, 0.7461134125858492)","(0.40696284140184574, 0.6516871039684016)"
"(0.6633623152068181, 0.543628494917375)","(0.6770256011636122, 0.5516659452087129)","(0.6795408824384922, 0.5548711687256973)","(0.681893627821428, 0.5581957543646552)","(0.6713873541160633, 0.5479032420889771)","(0.6700601951503545, 0.5483107227823407)","(0.6684244291765722, 0.548815719870144)","(0.681339448287494, 0.5789728352239928)","(0.663435687135151, 0.5654455145477982)","(0.6578714227898708, 0.5533867850726035)","(0.6513945017105508, 0.5498001308707936)","(0.682727502498317, 0.6118031455364552)","(0.5817795199947771, 0.5938081186968143)","(0.6433357126785061, 0.6803213448235498)","(0.4839531431942841, 0.657270796093353)","(0.5929694353561592, 0.7456544594609114)","(0.4118675489525704, 0.6504644764053251)"
"(0.6626217327751494, 0.5431607454528908)","(0.6763724066438668, 0.5512052151984558)","(0.678896750881401, 0.5543604019360676)","(0.6812586381440966, 0.5576667862060755)","(0.670814369386172, 0.547566352329611)","(0.6695512046902901, 0.5480254539798757)","(0.6679833627247325, 0.548572666161545)","(0.6807362780426502, 0.5783693369451949)","(0.6631462697660465, 0.5651963671326371)","(0.657058194105999, 0.5528409014215014)","(0.6507073446309386, 0.5494384386322727)","(0.6821854488277228, 0.6108639400044256)","(0.58141344632858, 0.5934628307958317)","(0.6422137747277761, 0.6791567660711877)","(0.48458540557703594, 0.6547168352942936)","(0.5920551298381578, 0.7445671658415911)","(0.4141542166818837, 0.6485332245037564)"
