nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.6658898698977949, 0.5413163109814938)","(0.6793824664918429, 0.5496268693383768)","(0.6818254503892589, 0.5526706390169684)","(0.6842389052564463, 0.5559249134052617)","(0.6741205003711741, 0.5470045707720432)","(0.67275981177817, 0.5480405381231608)","(0.6712169088683776, 0.549072465418659)","(0.6843454546028098, 0.5789998786432772)","(0.6648920225652517, 0.5657078576532567)","(0.6606125881621903, 0.551367561578196)","(0.6533539638374805, 0.5485757654641348)","(0.6883687917447049, 0.6136985354490226)","(0.572154091093647, 0.5912130261078872)","(0.6412684483961639, 0.6783179769982839)","(0.47664384012455807, 0.5670951286673835)","(0.5857044583434003, 0.7456613927732274)","(0.41244889090667053, 0.47585383655030233)"
"(0.6662213671735409, 0.5416586970115886)","(0.6794971854258821, 0.5500957907496644)","(0.6818472631883525, 0.5531585511071988)","(0.6841767462261366, 0.5564500168486921)","(0.674589689239201, 0.547448734164517)","(0.6733438293417031, 0.5484794558900787)","(0.671931468523467, 0.5495375836645818)","(0.683885345092188, 0.5798560644918956)","(0.6655484722766579, 0.5664037013109482)","(0.6608196573379727, 0.5514867805934465)","(0.6539026422378359, 0.5486946093452572)","(0.6863131556477595, 0.6138093504872368)","(0.5705376115990142, 0.5910975503754795)","(0.63976148139069, 0.6784919189128579)","(0.48472776717239424, 0.5349629938185643)","(0.5855960941814888, 0.7453697772570718)","(0.4296948706909224, 0.4260466895598085)"
"(0.6665059346141251, 0.5420118184078557)","(0.6795360436250573, 0.550575789732812)","(0.681813168636848, 0.553640226106267)","(0.6840756300723929, 0.5569417748973654)","(0.6749086086844522, 0.5479160413875459)","(0.6737525693742282, 0.548945448754274)","(0.6724374827805113, 0.5500314080076074)","(0.6834879349439587, 0.5804977097433498)","(0.6659958523748096, 0.5670113845582899)","(0.6610636882015056, 0.551575551777732)","(0.6544700451108418, 0.5488249181589614)","(0.6846774155165503, 0.6137664494536708)","(0.5716137453948436, 0.5895000209897283)","(0.638556214479301, 0.6784111643448868)","(0.49698453530287234, 0.5068540081972297)","(0.5854447395095749, 0.7451503290718824)","(0.451453108053942, 0.38631493263033523)"
"(0.6666264286685948, 0.5423898866404476)","(0.6794598583297032, 0.5510219370290683)","(0.6817016362588182, 0.55406599153172)","(0.6839246410867844, 0.5573434519878924)","(0.67499466209145, 0.5483687306061781)","(0.673898916978104, 0.5494011794770526)","(0.6726390008048315, 0.5505160310051669)","(0.6832118203867859, 0.5808234150870987)","(0.666173270393364, 0.5674710609974017)","(0.661286636943863, 0.551661491116167)","(0.6549571434378916, 0.5490084223813956)","(0.6837137693013915, 0.6135946531673702)","(0.5752576068564741, 0.5867715486279746)","(0.6378054008895159, 0.6780786925540396)","(0.5123207216913062, 0.48652742403648497)","(0.5852983646737402, 0.7453168112359141)","(0.47578273119626446, 0.3626207051438337)"
"(0.6668352537499733, 0.5427047872876799)","(0.6794820600178428, 0.5513579045142338)","(0.6817021454686623, 0.5543658797279672)","(0.6838841650869478, 0.5575985377762991)","(0.6750664135792886, 0.5487317487354335)","(0.6739805553342928, 0.5497669269154967)","(0.6727181468810248, 0.5509004412275385)","(0.683124194473099, 0.5808316794308761)","(0.6662713995068793, 0.5677037564190963)","(0.6616184830943479, 0.551708441375298)","(0.6554817714335494, 0.5491468892508743)","(0.6836106485420188, 0.6134438121513344)","(0.5805460610589793, 0.5824820090840759)","(0.6376910804312838, 0.6778459082116628)","(0.5269600862945444, 0.47184384737537277)","(0.5852196959904592, 0.7458694518862921)","(0.4967568386129021, 0.34340606772260585)"
"(0.6670044774497876, 0.5429456156172686)","(0.6794508195423594, 0.5515616513910283)","(0.6816659914307953, 0.5545210228377578)","(0.6838094833847541, 0.5576863541747596)","(0.6749350385510298, 0.548956693052413)","(0.6737916262555526, 0.5499805953952828)","(0.6724465629715478, 0.5511063352609303)","(0.6831028715713889, 0.5804861228227072)","(0.6661431201688074, 0.5675493632996844)","(0.6620241313269659, 0.5517381900673992)","(0.6560001987399491, 0.5492447424323976)","(0.6843347607792689, 0.6134200739415945)","(0.5864745246502637, 0.577435348000561)","(0.6380479863751476, 0.6781066471324393)","(0.5397092980660493, 0.46201026335462925)","(0.5851800773805128, 0.7470383594086136)","(0.5148833235660644, 0.33050953869497374)"
"(0.6672480006318007, 0.543157143053754)","(0.6794372023124532, 0.5517220420715149)","(0.6816373108983889, 0.5546709403291461)","(0.6837462097892687, 0.5578142436512157)","(0.6748730593072243, 0.5490881229614056)","(0.6736965064124364, 0.5500828882197412)","(0.672305750680138, 0.5511765723184007)","(0.6831362126590503, 0.5803807993313106)","(0.6661162805723991, 0.5673806360273662)","(0.6624718041686759, 0.5517865586114108)","(0.6566539003854601, 0.5493391322922885)","(0.6848248560111854, 0.6138501026969425)","(0.5928865509989113, 0.5713771491339725)","(0.638195482167332, 0.6787667876079103)","(0.5511431213998028, 0.45377419107443895)","(0.5850929460881208, 0.7486420057036676)","(0.5330843071003906, 0.3192168302608266)"
"(0.6675058446286178, 0.5432928130899011)","(0.6794546853690173, 0.5518114879414764)","(0.6816273283013667, 0.554777325033309)","(0.6837146333603329, 0.557934830655586)","(0.6749267333593139, 0.5491377807163704)","(0.6737564989736877, 0.5501082873010981)","(0.6723657428245737, 0.5511748275278899)","(0.6831919227168848, 0.5805007784794551)","(0.666356526332581, 0.5674629543488966)","(0.6628855109770551, 0.5518419821779224)","(0.6572916543844989, 0.5494054614247154)","(0.6850268460098139, 0.614704788009049)","(0.598701162910685, 0.5668939697992563)","(0.638278885321185, 0.6797876970751316)","(0.5622757135571312, 0.44793022123528065)","(0.5850334760748158, 0.7504190330183049)","(0.5528755402648378, 0.31281325943542315)"
"(0.6677425653784439, 0.5433613264755225)","(0.6794794093478824, 0.5518326072981875)","(0.6816175117359309, 0.5548262890680142)","(0.6836717464985007, 0.5580196644598522)","(0.6750260959694172, 0.5491298202312366)","(0.6738784234006936, 0.5500870234482783)","(0.6725064880086562, 0.5511367721157486)","(0.6832005451053464, 0.5807978320510805)","(0.6667576072377217, 0.5677677147038346)","(0.6631747807934025, 0.5519352373265454)","(0.6578402730412709, 0.5494568332647677)","(0.6850040962090318, 0.6159840774980749)","(0.6030700729165612, 0.5650869967776313)","(0.6379006588375665, 0.6810988116931262)","(0.572119044535089, 0.4439994080778056)","(0.5850133669404173, 0.75211019629921)","(0.572884038194911, 0.30971079786896494)"
"(0.667986690998079, 0.5435016720722895)","(0.679521099392908, 0.5519465273354727)","(0.6816227386047804, 0.5549876785778511)","(0.68364155014634, 0.5582313404216644)","(0.6751597928000511, 0.5491659134140116)","(0.6740450792379327, 0.5500964123608083)","(0.6727067093193406, 0.5511177972758022)","(0.6832111726551915, 0.5812741970960367)","(0.6672791510750933, 0.5682224126962527)","(0.6634787881013133, 0.5521131057839306)","(0.6584009414230485, 0.5495685151406947)","(0.6847705217230307, 0.6175769193744896)","(0.605770880108948, 0.5655402800975714)","(0.6372118126818086, 0.6826215765692987)","(0.5805624494185827, 0.44297577631779295)","(0.5849917428198962, 0.7538004520334024)","(0.5930350916091114, 0.3109733827047422)"
"(0.6682425071865264, 0.5437100900636698)","(0.6796207384907575, 0.5520837480649537)","(0.6816761432549907, 0.5551670816116967)","(0.6836524646043236, 0.558464341230327)","(0.6754129745743506, 0.549245805590304)","(0.6743644095245234, 0.5501611624564335)","(0.6731011461822596, 0.5511751429184345)","(0.6832114423349479, 0.581888409900222)","(0.6679689075563352, 0.5689493790095237)","(0.6637391955146715, 0.5523167676303227)","(0.6589313664914302, 0.5497345668730492)","(0.6842561594811924, 0.6191832357909031)","(0.6065530824216665, 0.5686387280762069)","(0.6363384857044367, 0.6842889309207335)","(0.5867251024379609, 0.4448661703468768)","(0.5849421420297435, 0.755359582689816)","(0.6110563182330644, 0.3180965796495102)"
"(0.6684491612138741, 0.5440289265625972)","(0.6796980351557, 0.5522332026130403)","(0.6817011859589259, 0.5553514660099459)","(0.6836230499205349, 0.5586943422164129)","(0.6756302842171334, 0.5493607828111371)","(0.6746262310546054, 0.5502582902397043)","(0.673407346357556, 0.5512611665925792)","(0.683175301496245, 0.5824652705992864)","(0.6684649187923881, 0.5696401894787265)","(0.6638925992525555, 0.5525528328679948)","(0.6593349991422726, 0.5499883413592708)","(0.6836445613618789, 0.6206397899103067)","(0.605309328416012, 0.573989556941676)","(0.6353615686332165, 0.6859524354234456)","(0.5916179285182832, 0.4491065000737474)","(0.5849103956789415, 0.7566416169102114)","(0.6271003818178524, 0.3300803434320826)"
"(0.6686188425773243, 0.5444734336890831)","(0.679723727397431, 0.5523529055513158)","(0.6816829661111468, 0.5554882585307669)","(0.6835483022225224, 0.5588571683510213)","(0.6756945665066073, 0.5494604224647409)","(0.6746809307511885, 0.5503422747125171)","(0.6734380926285606, 0.5513175150731238)","(0.6831160347500618, 0.5828163272295255)","(0.6685363893464464, 0.5699550806781364)","(0.6640133142193451, 0.552869341868066)","(0.659653559709208, 0.5503184234067844)","(0.6832857766907269, 0.6216478535345398)","(0.6047228445539954, 0.5785752883602145)","(0.6345596958151521, 0.687046457559636)","(0.5953342128189029, 0.458269617079578)","(0.5849055032352203, 0.7575661801235953)","(0.6413055919544972, 0.34627301209456507)"
"(0.6685838986943666, 0.5449225788627761)","(0.6795589550113915, 0.5524095538612858)","(0.6815164154504022, 0.5555487619691252)","(0.6833607546099432, 0.558927633128801)","(0.6754608280730984, 0.5495071619540673)","(0.674403198393354, 0.5503535448532294)","(0.6730984224306134, 0.551268277607321)","(0.6830267688055431, 0.5829353821583296)","(0.668140574490831, 0.5698428737533687)","(0.663988573567852, 0.5531631505294847)","(0.6596672566898512, 0.5506276432728723)","(0.6832701820871506, 0.6220822059191203)","(0.6035882750035457, 0.5827412356585624)","(0.6341845404295946, 0.6873033933150476)","(0.5969563853212738, 0.47161232987484003)","(0.5849489188972343, 0.7581831919841293)","(0.6526002989504457, 0.36590202538283634)"
"(0.6684165448297724, 0.5454040109972309)","(0.6792693360424278, 0.5524195246485297)","(0.6812560898718594, 0.5555436883495137)","(0.6831051853153269, 0.5589072633456529)","(0.6750139296749548, 0.5494982876699854)","(0.6738856704362914, 0.5502905298224152)","(0.6724910459596252, 0.5511089880149693)","(0.6829258698127778, 0.5828162294167751)","(0.6674501412398346, 0.5692787359366618)","(0.6639013479361737, 0.5535518941067883)","(0.6594400496193871, 0.5509508949615473)","(0.6835796494028243, 0.6224365467791804)","(0.6021497735888265, 0.5857108856414593)","(0.6341025802916871, 0.687339003408429)","(0.595849890947899, 0.4892393898019156)","(0.584995701179639, 0.7585965639505647)","(0.6606392999351177, 0.38791759440671114)"
"(0.6681123776035723, 0.5458480382299102)","(0.6788245349219365, 0.552332710413945)","(0.6808730269367615, 0.5554241147630432)","(0.6827621382155356, 0.558746366095155)","(0.6743519849432669, 0.5494099098207801)","(0.6731314553525356, 0.5501457530579656)","(0.6716162765220621, 0.5508330310141302)","(0.6828243173919373, 0.5825128635882232)","(0.6664783972682389, 0.5681275979622272)","(0.6637421111404771, 0.5539490488859335)","(0.6590420995558905, 0.5511949933492232)","(0.6841994222505403, 0.622869258855052)","(0.6010049338385233, 0.5871190735788069)","(0.6340300304628488, 0.6874433830901474)","(0.5948315050218501, 0.5071696106926278)","(0.5850082451091236, 0.7590072503734596)","(0.6681256085842654, 0.410279550613502)"
"(0.6678308451370218, 0.5463310760773713)","(0.6783964033727059, 0.5523193457743516)","(0.6805087072310207, 0.5553854256521028)","(0.6824493576318804, 0.5586649398981565)","(0.6737179697810367, 0.549331753265053)","(0.6724083190197726, 0.5499855463321404)","(0.6707785135104676, 0.5505064072864606)","(0.6828189934050302, 0.5821917608623473)","(0.6655745554915133, 0.5667839807508165)","(0.6635905087411, 0.5544370935235557)","(0.6586216410279011, 0.5514071290587501)","(0.6849861333975995, 0.6234734769745598)","(0.6002285501340066, 0.5869331840590732)","(0.6340099382789555, 0.6875221454180218)","(0.5942600636215489, 0.5243731503720062)","(0.5849990575185757, 0.7592394963288935)","(0.6743193043695478, 0.4324444518500562)"
"(0.6676638843296305, 0.5469262998698765)","(0.6781032906545641, 0.5525112881527092)","(0.6802741339156693, 0.55557715976155)","(0.6822727207259436, 0.5588375705105453)","(0.6732781912897031, 0.5493628406302369)","(0.6719171971707925, 0.5499084853070055)","(0.6702236123296224, 0.5502443892972464)","(0.6830294989483632, 0.5819951672376187)","(0.6651230404427015, 0.5654547520172915)","(0.6635087026860622, 0.555213692166034)","(0.6582670222907092, 0.5518021476574445)","(0.6857945513336268, 0.6243720453380162)","(0.6003273799147096, 0.5871580623802339)","(0.6339067618052178, 0.6880958390124765)","(0.5967451379849373, 0.5373019219695283)","(0.5849645122503635, 0.7594659268717125)","(0.680025700922614, 0.4523282859708889)"
"(0.6675969276117015, 0.5477124741583171)","(0.6779476308322467, 0.5529152199382839)","(0.6801627578435259, 0.555983635373328)","(0.6822117485088639, 0.5592227310011727)","(0.6730356427617299, 0.5495542180843854)","(0.6716588534119539, 0.5499755827697019)","(0.6699528456567898, 0.5501281670479241)","(0.6834039276852211, 0.5818450966359308)","(0.6650903454193716, 0.5642741019631334)","(0.663450757245641, 0.556389221083591)","(0.6579755646087643, 0.5525859763850155)","(0.6864506810695155, 0.6254246696169851)","(0.6018942952989711, 0.5875401328771555)","(0.633431033932525, 0.6889647981781519)","(0.6018458524228267, 0.5463684920942322)","(0.5849224804164659, 0.7597387416379451)","(0.6851178417394782, 0.46870121088895034)"
"(0.6676373547051628, 0.5485938901389963)","(0.6779424892716768, 0.5535295155498543)","(0.6801845529974216, 0.556612685982721)","(0.6822715491959558, 0.5598452684484729)","(0.6730346365686355, 0.5499047809269612)","(0.671692201585482, 0.5501995170033073)","(0.670041613089734, 0.5501986676718539)","(0.6838868202029422, 0.5819156085138845)","(0.6655596946225036, 0.5634875901929159)","(0.6634374363716957, 0.55778305861222)","(0.6578192162069143, 0.5536428445424801)","(0.6868893923737245, 0.6266206672419492)","(0.6042869677354696, 0.5877744647172793)","(0.6328631838162753, 0.6902286974422318)","(0.6072262468593673, 0.5498926806283175)","(0.5848640418830742, 0.7602769058623252)","(0.6887304082617074, 0.48366442670077536)"
"(0.667808451157907, 0.5495385766585124)","(0.6781368716891287, 0.5542896515005964)","(0.6803645126191622, 0.5573973898843186)","(0.6824532870924015, 0.5606482326289725)","(0.6733625347797701, 0.5504032438729483)","(0.6721096375049703, 0.550588453566279)","(0.6705873295977414, 0.5504878656569628)","(0.6844081292341375, 0.5822370326046633)","(0.6664995221824926, 0.5633133296922104)","(0.6634707810717599, 0.5592234356975789)","(0.65782569324498, 0.5548634388785829)","(0.6870025136531943, 0.6277465813365585)","(0.6069912286627277, 0.5882473414316612)","(0.632274061233015, 0.6917601640407871)","(0.6130614555799057, 0.5502539435466698)","(0.584795514325719, 0.7609617896291221)","(0.6908697020479586, 0.4958703201133899)"
"(0.6681825179598007, 0.5505069394211681)","(0.6785241523822718, 0.5551046415086682)","(0.6807101496727609, 0.5582393274440643)","(0.6827723549240411, 0.561508027545779)","(0.673901005085811, 0.5509656180034996)","(0.67272553271625, 0.5510396622555529)","(0.6713153318369598, 0.5508459007545519)","(0.6850068742856572, 0.5825860755982667)","(0.6675721236042225, 0.5632604996919088)","(0.6637006772981671, 0.5606115322846644)","(0.6581305173727197, 0.556125089977728)","(0.6870709931378056, 0.6286287289677258)","(0.6100615717314353, 0.5885650641990443)","(0.6317163714162133, 0.6933511107951627)","(0.6196404769148318, 0.5479674778340314)","(0.5847219200956806, 0.7616774430086023)","(0.6928905698802936, 0.5042335075654083)"
"(0.6686524598748549, 0.5513560395418637)","(0.6789772118721822, 0.5558633077672601)","(0.6811132672783392, 0.5590155747109093)","(0.6831363691038755, 0.5622872668546409)","(0.6744647690188371, 0.5514896234154435)","(0.6733342239628874, 0.5514484623095384)","(0.6719967746512332, 0.5511549508377123)","(0.6855377095006856, 0.5829327741425089)","(0.6684626065767743, 0.5632232292826649)","(0.6640271513890011, 0.5618245700300446)","(0.6585883921954474, 0.5572036186576179)","(0.6872147104956903, 0.6291837689481985)","(0.6123749074680279, 0.5886250507859374)","(0.6315041683214819, 0.694496387368317)","(0.6240714625878782, 0.5474357574413996)","(0.5847019355891758, 0.7622628913614873)","(0.6945746071410916, 0.5086994912379837)"
"(0.6687552921977646, 0.5518536855290832)","(0.6790810551120977, 0.5563843908843472)","(0.6811784316887681, 0.5595412655865963)","(0.6831829552050251, 0.5628071086945802)","(0.6746795969409558, 0.5518291894094661)","(0.673594372672636, 0.5516641901367484)","(0.6723266107774851, 0.5512722352723709)","(0.6857660468363832, 0.5832216272820971)","(0.6689233677092702, 0.5632186434763584)","(0.663959110950258, 0.5625939476184367)","(0.6586187809775217, 0.5578348340688064)","(0.6872759818475022, 0.6292495139828942)","(0.6131886471679452, 0.588696058118817)","(0.631596779489852, 0.6949324471689342)","(0.6235109995573008, 0.548791031042736)","(0.5847504850312003, 0.7624566784271845)","(0.6951793799033547, 0.5090729830426225)"
"(0.6684960624276911, 0.5519294594273435)","(0.6788000029561696, 0.5564971367518119)","(0.6808457098085022, 0.5596275090615523)","(0.6828197228325011, 0.5628643723634585)","(0.6745267150563252, 0.5518398740630617)","(0.6734802053247034, 0.5515760743256783)","(0.6722645252456769, 0.5511140394044101)","(0.6855465904538185, 0.5833132657415674)","(0.6689002920975511, 0.563139035846249)","(0.663576557919697, 0.5627541347539242)","(0.6583213903409354, 0.5578543966188865)","(0.6871924319745236, 0.6292375176102979)","(0.6127123011575726, 0.5881399278874176)","(0.632074848338442, 0.6945251655745355)","(0.6214248233741826, 0.546738384695321)","(0.5848325882758306, 0.7622446854075646)","(0.6954769921469537, 0.5041514921994208)"
"(0.6678206028638201, 0.551388965203213)","(0.6780830241027704, 0.5559846838037463)","(0.6800661267656283, 0.5590469816347948)","(0.6819882156687753, 0.5622254461397391)","(0.6739410099449705, 0.5514266579856973)","(0.6729237170486198, 0.5511420570609187)","(0.6717223240223256, 0.5506689265057769)","(0.6847871179347287, 0.5831355481714648)","(0.6683586262044943, 0.5629120036994395)","(0.6628927388391309, 0.5619809565010616)","(0.6576939983801422, 0.5570913050280318)","(0.6868865235702156, 0.6290056303942411)","(0.6107167971161986, 0.5871128198150167)","(0.6326725420418332, 0.6935233558530312)","(0.6199956798886933, 0.5404255579123697)","(0.5849829100784456, 0.7616441245679271)","(0.6961989730666027, 0.49279623813840445)"
"(0.6669663806339536, 0.5502783536633146)","(0.6771807032865259, 0.5549892719253249)","(0.6790942728936269, 0.55796674150965)","(0.6809392356094517, 0.5610533313595621)","(0.6731555018669534, 0.5506299283954659)","(0.6721518016083827, 0.5503944041845693)","(0.6709550205088455, 0.5499861741955198)","(0.683714880115226, 0.5827143520186288)","(0.6676400735939592, 0.5627211562959198)","(0.6620544213237198, 0.5604160751774051)","(0.6569169140084377, 0.555670717101554)","(0.6862466982750363, 0.6285318840633752)","(0.606828908403438, 0.5861206522910479)","(0.6335703637494365, 0.6918961797560861)","(0.617758755917317, 0.5322195903543558)","(0.585277962934722, 0.7604394132718634)","(0.6957615433317257, 0.47651197318430644)"
"(0.6660602176106074, 0.5489217572278922)","(0.6762552655938081, 0.5537955665088212)","(0.6780815457964291, 0.5566824506490671)","(0.6798284470618203, 0.5596669951241067)","(0.6723727129556096, 0.5496955315272025)","(0.6713975988901593, 0.5495618797126639)","(0.6702291871006408, 0.5492749191942204)","(0.6825298051456208, 0.5822023963316905)","(0.6669490077556723, 0.5627016329265153)","(0.6611204497464067, 0.5585922797520967)","(0.6561124085824265, 0.5540948576860507)","(0.6851527428293576, 0.6282335589259946)","(0.6026928208091055, 0.5851919262003522)","(0.6342355319947921, 0.6903207399350517)","(0.6167707872557486, 0.5204212393238283)","(0.5855671253515581, 0.7590268483528742)","(0.6939111617339534, 0.4552445349854477)"
"(0.6650713905865788, 0.5474356105833355)","(0.6752041472699551, 0.5525121384567326)","(0.6769383049511424, 0.5552959899246566)","(0.6785783288362157, 0.5581676263909252)","(0.6714662288452377, 0.548731070993109)","(0.6705147539263298, 0.5487356698596406)","(0.6693740034158984, 0.5486058955425994)","(0.6812486870861291, 0.5814819780540923)","(0.6660994313535726, 0.562711962592075)","(0.6602197185262948, 0.556628846205199)","(0.6553288656514855, 0.5525061953595758)","(0.684011866301647, 0.6275046972128074)","(0.5989553835286419, 0.5836593586526008)","(0.6348156773404934, 0.6883979645364505)","(0.6165739196441682, 0.5057918474529739)","(0.5858442772240641, 0.757491440067204)","(0.6885758395239483, 0.43044482973905807)"
"(0.6642811027440172, 0.5459517889367407)","(0.6743196322645633, 0.5513370338575557)","(0.6759734056490576, 0.5540335743855219)","(0.6775184980917102, 0.55681556046426)","(0.6707239691472012, 0.5478644533590848)","(0.6698018552817957, 0.5480367595499224)","(0.6686852421516041, 0.548099703722068)","(0.6800360464271702, 0.5808097973014381)","(0.6653625295434535, 0.5629817553055604)","(0.6596163822498646, 0.5546539966320948)","(0.6548324766414719, 0.5509805076327925)","(0.6829210212736433, 0.6265709179264696)","(0.595699499676001, 0.5820048854345499)","(0.6352564431292763, 0.6864960033854697)","(0.6173756010048885, 0.49047790568469674)","(0.5861145196816873, 0.756061525055858)","(0.6795857766847248, 0.4050068250902892)"
"(0.6639607226376225, 0.5446710089147797)","(0.6740117036935069, 0.5503962509559874)","(0.6756084093125009, 0.5530304700344604)","(0.6770911377904592, 0.5557570531095948)","(0.6705367031630951, 0.5472060464201007)","(0.6696627351231801, 0.5475565889776459)","(0.6685908552094231, 0.5478201143113617)","(0.679293178872908, 0.5802234523779874)","(0.6651991659944722, 0.5634999893484149)","(0.6594957880206889, 0.552930814263983)","(0.6548005018756675, 0.5497223784873547)","(0.6819892767426032, 0.6255109867293809)","(0.593126277962488, 0.5815722532483538)","(0.6355016512192782, 0.6849250501686057)","(0.6147814494468684, 0.47683362374494787)","(0.5862242910133943, 0.7548793666846285)","(0.6675651638935788, 0.37968546110433377)"
"(0.6642855667012013, 0.5437399900598693)","(0.6745100918905456, 0.5497562604628532)","(0.6760990957280153, 0.5523490413919208)","(0.6775814888082754, 0.5550434890882686)","(0.6710807080869088, 0.5467835602226803)","(0.6702523970659533, 0.5472846617509725)","(0.6692367211366326, 0.5477057257732323)","(0.6793314014281441, 0.5797543156119228)","(0.6657483476303132, 0.5640109595441052)","(0.6599731895473469, 0.5516786373856474)","(0.6553226129992039, 0.5488248955119751)","(0.6813830604086404, 0.6244886147948148)","(0.5917212993670745, 0.5793061939986448)","(0.635387169453371, 0.684016425987503)","(0.6069827246499242, 0.4655874197160735)","(0.5861510338483169, 0.7541650026550397)","(0.6534151823926375, 0.35656788132407524)"
"(0.6650505548034806, 0.5431545233670938)","(0.6755794570162594, 0.5494642730081565)","(0.6772052740161528, 0.5520476204254144)","(0.6787456225404109, 0.55474971530043)","(0.6721196337179719, 0.5465989333766336)","(0.6713217895625647, 0.5471894060259389)","(0.6703547431038824, 0.5477023799936267)","(0.6799637537736174, 0.5794765932576652)","(0.6666903941781386, 0.5644937314631513)","(0.6607651349269996, 0.5509634889089156)","(0.6561296129282275, 0.548270595379366)","(0.6811041334570164, 0.6236334602871709)","(0.5908716097300438, 0.5766270913722089)","(0.6350048605378704, 0.6838199517110026)","(0.5965742903711648, 0.4589660044733471)","(0.5859554672574676, 0.7539026653850012)","(0.6364251055639677, 0.337688306689541)"
"(0.6659219715145099, 0.5428846592391855)","(0.6768738449592426, 0.5494384826757981)","(0.6785728600753229, 0.5520431342380597)","(0.6802208254109466, 0.5547991971591704)","(0.6733362141189057, 0.5465825076425559)","(0.6725643752338184, 0.5472033071073352)","(0.671641031623166, 0.547752043306134)","(0.6809448938825484, 0.5793440958836709)","(0.6677648707147537, 0.564868009451665)","(0.6615700286863025, 0.5507085499785731)","(0.6569265631529015, 0.547995355579404)","(0.681203769637156, 0.6228072323721341)","(0.590789013392443, 0.5742462202385601)","(0.634444073641496, 0.6840324924264491)","(0.5839097872202781, 0.45618858683359476)","(0.5856961862190633, 0.7538939217031713)","(0.6180326278670976, 0.324318600423409)"
"(0.6669112953828501, 0.5428581643493593)","(0.6782784871843881, 0.5496261007302303)","(0.6800653614920072, 0.5522817480258464)","(0.6818284816119513, 0.5551312362953233)","(0.6746070440554688, 0.546710713621065)","(0.6738397037232686, 0.5473157206337502)","(0.6729406164242686, 0.5478635669310343)","(0.6820597035901544, 0.5793173767469992)","(0.66894387295752, 0.5651144306142859)","(0.6624754401909458, 0.5506943254481952)","(0.6577867932252965, 0.5478936021144585)","(0.6816518423440587, 0.6223341026506237)","(0.5910493706489789, 0.5719346706961709)","(0.6341010383514827, 0.6845637843325436)","(0.5722527540091324, 0.45278105111944744)","(0.5853419203858288, 0.754346991335597)","(0.5978483217301638, 0.3165837252612443)"
"(0.6678513301002409, 0.5429390738338313)","(0.6795895151047177, 0.5498665416990972)","(0.6814683107507271, 0.5525893473125016)","(0.6833334995872228, 0.5555475286114755)","(0.6757430698210279, 0.5469060597164104)","(0.6749651661286001, 0.547491394834364)","(0.6740580830540706, 0.5480350422692477)","(0.6830248671533915, 0.5794045026207872)","(0.6698963612943276, 0.5653025203651494)","(0.6633247984594968, 0.5507501702764385)","(0.6585269575908204, 0.5478937600876079)","(0.6822157004774325, 0.6220287156827535)","(0.590628949634402, 0.5707556603949677)","(0.6338242259058933, 0.6850517228211015)","(0.5615988701651435, 0.4520239936999796)","(0.5851327512925613, 0.7544564367174285)","(0.5772685914328617, 0.31237139756029364)"
"(0.6686380793164675, 0.543034713307184)","(0.68068650746957, 0.5500998217742772)","(0.6826560215238662, 0.5528982941643076)","(0.6846044337277104, 0.5559515966957833)","(0.6766382700357696, 0.5470793080496632)","(0.6758254206541827, 0.5476497888287198)","(0.6748900494097566, 0.5481979603811867)","(0.6838071090636013, 0.5795654266864283)","(0.6705185420863293, 0.5654384304871383)","(0.6639225774711677, 0.5508668845072227)","(0.6590068670975315, 0.5479636764748681)","(0.6826698366022903, 0.621644433839617)","(0.589021648838249, 0.570908923527023)","(0.6336969444246017, 0.6852390627205247)","(0.5515475103627285, 0.45428783076626533)","(0.585169223499744, 0.7539998483268826)","(0.5559183178525995, 0.3123706286048006)"
"(0.6692065143640795, 0.5431563231772766)","(0.681479771793029, 0.5503614107211998)","(0.6835057746558215, 0.5532282761760536)","(0.6855021830483209, 0.5563631189730907)","(0.6772736147011369, 0.5472735363842458)","(0.6764285111482897, 0.5478204562391724)","(0.6754663592174073, 0.548359320297109)","(0.68435987364718, 0.5797343290213396)","(0.6708231432176706, 0.5655480314801635)","(0.6642440767277107, 0.5510439732413759)","(0.6592310426674259, 0.5480793126813194)","(0.6829075524301255, 0.6211907845554944)","(0.5864664591275741, 0.5732269949846347)","(0.6332535878483802, 0.6851049176740771)","(0.5432105189436811, 0.4584119656147111)","(0.58531185949877, 0.7531496251657586)","(0.5349877735117944, 0.3174020108920995)"
"(0.669596727077779, 0.5431726495702794)","(0.6818553571934481, 0.550568447663235)","(0.6839024513473615, 0.5534869160129764)","(0.6859063928499659, 0.5566730764640251)","(0.6775354592950209, 0.5474383083534697)","(0.6766509002461036, 0.5479619262657534)","(0.6756510981868766, 0.5484861812113615)","(0.6845619665992858, 0.5797047310775822)","(0.6706530682412631, 0.5655045449594808)","(0.6645388298935004, 0.5510541121442847)","(0.659426431694788, 0.5480732507916887)","(0.6831572385101066, 0.6199385168113366)","(0.5836343712462146, 0.5755091377627334)","(0.632918797450745, 0.6841137837141003)","(0.5360297851073448, 0.4653347861238859)","(0.5856092344352983, 0.7518754798771357)","(0.5133067402111634, 0.3274700413078146)"
