nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.6679632663726807, 0.541738748550415, 0.9996158480644226)","(0.6813610196113586, 0.5493897199630737, 0.9997019171714783)","(0.6836326718330383, 0.5523916482925415, 0.999695897102356)","(0.6857142448425293, 0.555558443069458, 0.9997186064720154)","(0.6754907965660095, 0.5460547804832458, 0.9992895126342773)","(0.6737641096115112, 0.5466237664222717, 0.9991037249565125)","(0.6717668771743774, 0.547301173210144, 0.999520480632782)","(0.6852055788040161, 0.5779815912246704, 0.9993702173233032)","(0.6686093211174011, 0.5639672875404358, 0.9993141889572144)","(0.6631218791007996, 0.5505268573760986, 0.9991491436958313)","(0.6556392908096313, 0.548237144947052, 0.9975330829620361)","(0.6843222975730896, 0.6076869368553162, 0.9999796748161316)","(0.5891923904418945, 0.5995261073112488, 0.9979689717292786)","(0.6661456227302551, 0.6093961000442505, 0.8550025224685669)","(0.5248163938522339, 0.6197107434272766, 0.08897223323583603)","(0.6023012399673462, 0.5560300350189209, 0.7232154011726379)","(0.5292750597000122, 0.6074076890945435, 0.1340993195772171)"
"(0.6671459078788757, 0.5437145233154297, 0.9996218085289001)","(0.6792312264442444, 0.5506437420845032, 0.9997141361236572)","(0.6812452673912048, 0.5533880591392517, 0.9997071027755737)","(0.683023989200592, 0.5563046932220459, 0.999732494354248)","(0.6733691692352295, 0.5475152134895325, 0.9993124008178711)","(0.6713533401489258, 0.5480417013168335, 0.9991278648376465)","(0.6690137982368469, 0.5486046671867371, 0.9995428323745728)","(0.6817715167999268, 0.5785313248634338, 0.9993924498558044)","(0.6643416285514832, 0.5651524662971497, 0.9993407130241394)","(0.6615793108940125, 0.5517045855522156, 0.9990867376327515)","(0.6544525623321533, 0.5494294762611389, 0.9974139928817749)","(0.6815105080604553, 0.6096567511558533, 0.9999658465385437)","(0.5911069512367249, 0.5967767238616943, 0.9976043701171875)","(0.6688377261161804, 0.5589708089828491, 0.8514216542243958)","(0.5385705232620239, 0.5734343528747559, 0.08238063752651215)","(0.6216992735862732, 0.5219703912734985, 0.6647668480873108)","(0.5686916708946228, 0.5912758111953735, 0.12161823362112045)"
"(0.6636782288551331, 0.5458456873893738, 0.999602735042572)","(0.6774832606315613, 0.5530908703804016, 0.9996924996376038)","(0.6804702281951904, 0.5563117265701294, 0.9996905326843262)","(0.6829248666763306, 0.5594342947006226, 0.9997121691703796)","(0.6682413220405579, 0.5483784675598145, 0.9992654323577881)","(0.6654070615768433, 0.548571765422821, 0.9990888237953186)","(0.6624681949615479, 0.5488619208335876, 0.9995168447494507)","(0.6820724010467529, 0.5788577198982239, 0.999320387840271)","(0.6603865027427673, 0.5654053688049316, 0.9993278980255127)","(0.6606728434562683, 0.5550253987312317, 0.9990144371986389)","(0.6521610617637634, 0.5515453815460205, 0.9971711039543152)","(0.6815916299819946, 0.6118893027305603, 0.9999651312828064)","(0.5908313393592834, 0.5969361662864685, 0.9974762201309204)","(0.6840665936470032, 0.5595795512199402, 0.8570592403411865)","(0.5335789322853088, 0.5879998207092285, 0.07561880350112915)","(0.6294686794281006, 0.4758215546607971, 0.6584903597831726)","(0.5302926301956177, 0.6196258068084717, 0.11056987196207047)"
"(0.6610875129699707, 0.5470118522644043, 0.9995294213294983)","(0.6746350526809692, 0.553607165813446, 0.9996087551116943)","(0.6785045862197876, 0.5572722554206848, 0.9996259808540344)","(0.6818575859069824, 0.5607707500457764, 0.9996349811553955)","(0.6645298600196838, 0.5483762621879578, 0.999090850353241)","(0.6619848608970642, 0.548531711101532, 0.9989124536514282)","(0.6593874096870422, 0.5487515926361084, 0.9993966817855835)","(0.6821014881134033, 0.5792102813720703, 0.9990561008453369)","(0.6591683030128479, 0.5655747652053833, 0.9992232918739319)","(0.6598598957061768, 0.5579782724380493, 0.998664379119873)","(0.6511053442955017, 0.553572952747345, 0.9961349368095398)","(0.6823479533195496, 0.6131619215011597, 0.9999620318412781)","(0.5918362140655518, 0.5971456170082092, 0.9972920417785645)","(0.6792756915092468, 0.5457038879394531, 0.8620142340660095)","(0.5311888456344604, 0.5907331109046936, 0.06913919746875763)","(0.6454731822013855, 0.4317100942134857, 0.6641033291816711)","(0.4934844374656677, 0.6196965575218201, 0.10046190768480301)"
"(0.6607257723808289, 0.5513501167297363, 0.9994463920593262)","(0.6749234199523926, 0.5564302206039429, 0.9995109438896179)","(0.6787800192832947, 0.5600817203521729, 0.9995504021644592)","(0.6820724010467529, 0.5634157657623291, 0.9995380640029907)","(0.6645336151123047, 0.550276517868042, 0.9989126920700073)","(0.6617345809936523, 0.5500174760818481, 0.9987345933914185)","(0.6588264107704163, 0.550051212310791, 0.9992684721946716)","(0.6822243332862854, 0.5794703960418701, 0.9987316131591797)","(0.6586421728134155, 0.5663033723831177, 0.9991416335105896)","(0.6599388122558594, 0.5635789632797241, 0.9982736110687256)","(0.6508318185806274, 0.5584577918052673, 0.995137095451355)","(0.6828975081443787, 0.6131441593170166, 0.9999587535858154)","(0.5942107439041138, 0.612382709980011, 0.997211754322052)","(0.6756888628005981, 0.519419252872467, 0.8644466400146484)","(0.5236262083053589, 0.6262722015380859, 0.0629471018910408)","(0.6569505929946899, 0.4029925465583801, 0.6707198023796082)","(0.4603497385978699, 0.6264815330505371, 0.09112152457237244)"
"(0.6541005373001099, 0.5549406409263611, 0.9993257522583008)","(0.6698921918869019, 0.5573281049728394, 0.9993759989738464)","(0.6742537021636963, 0.5604898929595947, 0.9994540214538574)","(0.6779854893684387, 0.5634621977806091, 0.9993955492973328)","(0.6583787798881531, 0.5528804063796997, 0.9986886978149414)","(0.655436635017395, 0.5529135465621948, 0.9985166192054749)","(0.65256667137146, 0.5531339049339294, 0.9990758895874023)","(0.6802700161933899, 0.5784528851509094, 0.9984391331672668)","(0.653489351272583, 0.5664876699447632, 0.999058723449707)","(0.6569156646728516, 0.5663418173789978, 0.9978787899017334)","(0.6465961337089539, 0.5625933408737183, 0.9942425489425659)","(0.6831661462783813, 0.6100079417228699, 0.9999600648880005)","(0.5860608816146851, 0.6112299561500549, 0.9972955584526062)","(0.6746088266372681, 0.49569210410118103, 0.8641192317008972)","(0.50694739818573, 0.6568758487701416, 0.05724896118044853)","(0.6711883544921875, 0.3757064640522003, 0.6884431838989258)","(0.4304903447628021, 0.646053671836853, 0.08300286531448364)"
"(0.6494463682174683, 0.5558280944824219, 0.9992643594741821)","(0.6643502116203308, 0.5571379661560059, 0.9992997050285339)","(0.6685104966163635, 0.5603932738304138, 0.9994034767150879)","(0.671970784664154, 0.5630190968513489, 0.999311625957489)","(0.654376745223999, 0.553604781627655, 0.9985611438751221)","(0.6518381237983704, 0.5539429187774658, 0.9984027743339539)","(0.6493412852287292, 0.5543933510780334, 0.9989709258079529)","(0.6758261322975159, 0.5746040344238281, 0.998309850692749)","(0.6505087018013, 0.5664362907409668, 0.9990252256393433)","(0.6530678272247314, 0.5668320655822754, 0.9976485967636108)","(0.6426427364349365, 0.564155101776123, 0.993675172328949)","(0.6833598613739014, 0.6080834865570068, 0.9999615550041199)","(0.5783495903015137, 0.6132001876831055, 0.9973466396331787)","(0.6784524917602539, 0.4920666217803955, 0.8668934106826782)","(0.4887489676475525, 0.6700752377510071, 0.05220669507980347)","(0.6838579177856445, 0.3652062714099884, 0.7095964550971985)","(0.4037629961967468, 0.6523491740226746, 0.0761520192027092)"
"(0.6482913494110107, 0.5558307766914368, 0.9992853999137878)","(0.6624583601951599, 0.5569475293159485, 0.9993178844451904)","(0.6660649180412292, 0.5594446659088135, 0.9994252324104309)","(0.6692689657211304, 0.5615577697753906, 0.9993236660957336)","(0.6535846590995789, 0.5536522269248962, 0.9985979795455933)","(0.6512775421142578, 0.5542333126068115, 0.9984550476074219)","(0.6490186452865601, 0.5549692511558533, 0.9989920258522034)","(0.6738383173942566, 0.5723491311073303, 0.9983723759651184)","(0.649627685546875, 0.566485583782196, 0.999077558517456)","(0.6509304642677307, 0.566598117351532, 0.9976855516433716)","(0.641015887260437, 0.5650898218154907, 0.9937772750854492)","(0.6836351156234741, 0.6077296733856201, 0.9999631643295288)","(0.5748293399810791, 0.6166885495185852, 0.9974021911621094)","(0.6845486164093018, 0.4837403893470764, 0.8727935552597046)","(0.481905072927475, 0.6713370084762573, 0.048013653606176376)","(0.697772204875946, 0.3541995584964752, 0.7317494750022888)","(0.40310320258140564, 0.6582907438278198, 0.0707731693983078)"
"(0.6480527520179749, 0.5554854273796082, 0.9992842674255371)","(0.662177324295044, 0.5558325052261353, 0.9993250370025635)","(0.6656395196914673, 0.5575138926506042, 0.9994385838508606)","(0.668683648109436, 0.55873703956604, 0.999320387840271)","(0.6533169150352478, 0.5536063313484192, 0.9986132383346558)","(0.6509932279586792, 0.5541170239448547, 0.998486340045929)","(0.6487247347831726, 0.5548185110092163, 0.9990043640136719)","(0.6736283898353577, 0.5699991583824158, 0.9984267354011536)","(0.6492406725883484, 0.566399335861206, 0.9991259574890137)","(0.6500852108001709, 0.5662328600883484, 0.997697114944458)","(0.6402280926704407, 0.5653130412101746, 0.9938936829566956)","(0.6848850846290588, 0.6082351803779602, 0.9999650716781616)","(0.5744103789329529, 0.6147398948669434, 0.9975106120109558)","(0.6936774849891663, 0.4800533056259155, 0.877092182636261)","(0.4834076166152954, 0.6634095907211304, 0.043949201703071594)","(0.7136820554733276, 0.3454626500606537, 0.7522374391555786)","(0.4128658175468445, 0.6528129577636719, 0.06562530994415283)"
"(0.6493899822235107, 0.5551942586898804, 0.9992968440055847)","(0.6634933352470398, 0.5542681813240051, 0.9993429183959961)","(0.6669236421585083, 0.5556472539901733, 0.999458909034729)","(0.6699519753456116, 0.5566987991333008, 0.9993301630020142)","(0.6547231078147888, 0.5530032515525818, 0.9986473917961121)","(0.6523977518081665, 0.5536783337593079, 0.9985358715057373)","(0.6501039862632751, 0.5546025037765503, 0.999031126499176)","(0.6741954684257507, 0.5692741274833679, 0.9984875321388245)","(0.6501012444496155, 0.5662471652030945, 0.9991761445999146)","(0.6507546305656433, 0.5658455491065979, 0.9977428317070007)","(0.6409916281700134, 0.5649213790893555, 0.994037389755249)","(0.686147928237915, 0.6093788743019104, 0.9999663233757019)","(0.5755379796028137, 0.6141803860664368, 0.9975274205207825)","(0.7017515897750854, 0.47666987776756287, 0.8812286853790283)","(0.4827881455421448, 0.6629142761230469, 0.0404147170484066)","(0.7276830077171326, 0.34238049387931824, 0.7679998278617859)","(0.4111808240413666, 0.6546098589897156, 0.0604710578918457)"
"(0.6501325368881226, 0.5550509691238403, 0.9993427991867065)","(0.6638954877853394, 0.5534594058990479, 0.9993858337402344)","(0.6673348546028137, 0.5549722909927368, 0.9994959831237793)","(0.670387327671051, 0.5562399625778198, 0.9993695616722107)","(0.6553277969360352, 0.5521262884140015, 0.998735785484314)","(0.6530806422233582, 0.5528980493545532, 0.9986349940299988)","(0.6508382558822632, 0.5539476275444031, 0.9990956783294678)","(0.6752889156341553, 0.569671630859375, 0.9985955357551575)","(0.6502330303192139, 0.5662227272987366, 0.9992413520812988)","(0.6512417793273926, 0.5656879544258118, 0.9978868961334229)","(0.6415568590164185, 0.564558207988739, 0.9944257736206055)","(0.689798891544342, 0.6094654202461243, 0.9999680519104004)","(0.5727079510688782, 0.6133503317832947, 0.9975884556770325)","(0.7077587842941284, 0.47651582956314087, 0.8866543173789978)","(0.4724230170249939, 0.6732315421104431, 0.03822918236255646)","(0.7383155226707458, 0.3407408893108368, 0.7792813777923584)","(0.3875155448913574, 0.6820359230041504, 0.05740795284509659)"
"(0.6505111455917358, 0.5548731088638306, 0.9993712306022644)","(0.6651614904403687, 0.553597629070282, 0.9994100332260132)","(0.6689052581787109, 0.5552403926849365, 0.9995182752609253)","(0.6722120642662048, 0.5566724538803101, 0.9993839263916016)","(0.6556219458580017, 0.5521852374076843, 0.9987900853157043)","(0.6532475352287292, 0.5529756546020508, 0.9987000823020935)","(0.6512925028800964, 0.5539764761924744, 0.999137818813324)","(0.6778764724731445, 0.5708892941474915, 0.9986611008644104)","(0.6504810452461243, 0.5666497945785522, 0.9992921352386475)","(0.6516158580780029, 0.5658473968505859, 0.9979630708694458)","(0.6419031023979187, 0.5644798278808594, 0.9946845769882202)","(0.6924915909767151, 0.609899640083313, 0.9999690651893616)","(0.5713812112808228, 0.6128249168395996, 0.9975845813751221)","(0.7141861319541931, 0.478046715259552, 0.8902271389961243)","(0.46300241351127625, 0.6753441095352173, 0.03760243579745293)","(0.7475928664207458, 0.3486259877681732, 0.7835462093353271)","(0.38513535261154175, 0.6842391490936279, 0.05583440139889717)"
"(0.6536602973937988, 0.5554527640342712, 0.9993507266044617)","(0.6689677834510803, 0.5549853444099426, 0.9994016885757446)","(0.6728589534759521, 0.5570234656333923, 0.9995123147964478)","(0.6761453747749329, 0.5589526295661926, 0.999358057975769)","(0.6586244702339172, 0.5530049800872803, 0.9987848997116089)","(0.6558020114898682, 0.5537282824516296, 0.9986947178840637)","(0.6531981229782104, 0.5546658039093018, 0.9991375207901001)","(0.681467592716217, 0.5736798048019409, 0.9986547827720642)","(0.6518917083740234, 0.5670019388198853, 0.9992972612380981)","(0.6545363068580627, 0.5669680237770081, 0.9978119730949402)","(0.643628716468811, 0.5649425387382507, 0.9945847988128662)","(0.6944019198417664, 0.6100592017173767, 0.9999691247940063)","(0.5723580121994019, 0.6124247312545776, 0.9974460005760193)","(0.7179955840110779, 0.48161548376083374, 0.8916016221046448)","(0.4645410180091858, 0.6813646554946899, 0.03492221236228943)","(0.7585923075675964, 0.35856425762176514, 0.7941040992736816)","(0.3718096613883972, 0.6963029503822327, 0.052343692630529404)"
"(0.656623363494873, 0.5565472841262817, 0.9993584156036377)","(0.6722537875175476, 0.5565765500068665, 0.9994155764579773)","(0.6764336228370667, 0.5588129162788391, 0.9995238780975342)","(0.6800470948219299, 0.5609063506126404, 0.9993613958358765)","(0.661455512046814, 0.554280698299408, 0.9988270401954651)","(0.6584478616714478, 0.5549634099006653, 0.9987397789955139)","(0.6554869413375854, 0.5558342337608337, 0.999170184135437)","(0.6854578852653503, 0.5755265355110168, 0.9986841678619385)","(0.6541971564292908, 0.5675573348999023, 0.9993298053741455)","(0.6573143601417542, 0.5683344602584839, 0.9978004693984985)","(0.6459205150604248, 0.5656753778457642, 0.9947556257247925)","(0.6961038112640381, 0.6109011173248291, 0.9999686479568481)","(0.5729784369468689, 0.6123668551445007, 0.9973873496055603)","(0.7238341569900513, 0.48576027154922485, 0.8943378329277039)","(0.4658564627170563, 0.6764447689056396, 0.03307438641786575)","(0.767357349395752, 0.36929839849472046, 0.8044754862785339)","(0.37389275431632996, 0.6866152286529541, 0.04973100870847702)"
"(0.6617357730865479, 0.557097852230072, 0.9993597269058228)","(0.6769407987594604, 0.5574253797531128, 0.9994226098060608)","(0.6809103488922119, 0.5596122741699219, 0.9995286464691162)","(0.6843729019165039, 0.5616417527198792, 0.9993613958358765)","(0.666600227355957, 0.5551871061325073, 0.9988661408424377)","(0.6636314392089844, 0.5559053421020508, 0.9987809062004089)","(0.6605329513549805, 0.5567989945411682, 0.9992007613182068)","(0.6891379952430725, 0.5760666728019714, 0.9986882209777832)","(0.6584184765815735, 0.5681135058403015, 0.9993595480918884)","(0.6615549921989441, 0.5686913728713989, 0.9977362751960754)","(0.6507281064987183, 0.5660634636878967, 0.9948387742042542)","(0.697852611541748, 0.6110122203826904, 0.9999672770500183)","(0.5782996416091919, 0.6116942167282104, 0.9974339008331299)","(0.7304276823997498, 0.48909664154052734, 0.8970377445220947)","(0.46837398409843445, 0.674793004989624, 0.03195011988282204)","(0.7740434408187866, 0.3763437569141388, 0.8091278076171875)","(0.38239574432373047, 0.6822465658187866, 0.0477028451859951)"
"(0.6618483066558838, 0.5569829940795898, 0.9993247389793396)","(0.6769673824310303, 0.5573961734771729, 0.9993818402290344)","(0.68099445104599, 0.5594624876976013, 0.999496340751648)","(0.6846118569374084, 0.5613549947738647, 0.9993063807487488)","(0.6666968464851379, 0.5551228523254395, 0.9988452196121216)","(0.6637121438980103, 0.5558668375015259, 0.9987661838531494)","(0.6605358123779297, 0.556786060333252, 0.9991931319236755)","(0.6901578307151794, 0.5759040117263794, 0.9985708594322205)","(0.6585078239440918, 0.5681946873664856, 0.9993659257888794)","(0.661742091178894, 0.5685325264930725, 0.9974743723869324)","(0.6510096192359924, 0.5659664273262024, 0.9946761727333069)","(0.6996530294418335, 0.6113497614860535, 0.9999635219573975)","(0.583142101764679, 0.6114524006843567, 0.9975094795227051)","(0.734251081943512, 0.49093544483184814, 0.8985422849655151)","(0.47273358702659607, 0.6728382110595703, 0.03220348805189133)","(0.7811327576637268, 0.3916858434677124, 0.8066492080688477)","(0.38317835330963135, 0.7013592720031738, 0.04744235798716545)"
"(0.662376344203949, 0.5579960942268372, 0.9993031620979309)","(0.6779243350028992, 0.5584695935249329, 0.9993664026260376)","(0.6819997429847717, 0.560680091381073, 0.9994839429855347)","(0.6856510639190674, 0.5627104640007019, 0.9992850422859192)","(0.6676496863365173, 0.5559799671173096, 0.9988507628440857)","(0.6646153926849365, 0.5566690564155579, 0.9987746477127075)","(0.6613335013389587, 0.5575338006019592, 0.9991993308067322)","(0.6913066506385803, 0.5767839550971985, 0.9985182285308838)","(0.6593374609947205, 0.5690567493438721, 0.9993772506713867)","(0.6622017621994019, 0.5699535012245178, 0.9972959756851196)","(0.6512336134910583, 0.5669098496437073, 0.9945959448814392)","(0.6993375420570374, 0.6145632266998291, 0.9999608993530273)","(0.5842719078063965, 0.6107060313224792, 0.9976188540458679)","(0.736018717288971, 0.5023689270019531, 0.8990466594696045)","(0.47469398379325867, 0.6717768311500549, 0.031830210238695145)","(0.7862054109573364, 0.4203256070613861, 0.8049989342689514)","(0.38469117879867554, 0.7012538313865662, 0.046795643866062164)"
"(0.6623026728630066, 0.5616776347160339, 0.999347448348999)","(0.677685558795929, 0.5626428127288818, 0.9994130730628967)","(0.6817036867141724, 0.5649751424789429, 0.9995226263999939)","(0.6852954030036926, 0.5669633150100708, 0.9993362426757812)","(0.6674871444702148, 0.5596309900283813, 0.9989356398582458)","(0.6644837856292725, 0.5601070523262024, 0.9988673329353333)","(0.6612377762794495, 0.5606831312179565, 0.9992560744285583)","(0.6910532116889954, 0.579170823097229, 0.9986303448677063)","(0.6594579219818115, 0.5712383389472961, 0.9994273781776428)","(0.6620983481407166, 0.5734566450119019, 0.9974679350852966)","(0.6511574983596802, 0.5697383880615234, 0.9949872493743896)","(0.6998932361602783, 0.6177221536636353, 0.9999628067016602)","(0.5843097567558289, 0.6104848384857178, 0.9978147149085999)","(0.7381919622421265, 0.5161986947059631, 0.8998163938522339)","(0.4758742153644562, 0.6722337603569031, 0.03233293443918228)","(0.7910195589065552, 0.4409744143486023, 0.8113664388656616)","(0.3983985483646393, 0.698240339756012, 0.04999672994017601)"
"(0.6617268919944763, 0.5617178678512573, 0.9993820786476135)","(0.6769981384277344, 0.5627846121788025, 0.9994527101516724)","(0.6810811758041382, 0.5653256177902222, 0.9995540976524353)","(0.6848546862602234, 0.5676507949829102, 0.999379575252533)","(0.6672501564025879, 0.5595417022705078, 0.999009907245636)","(0.6643921732902527, 0.559954822063446, 0.9989450573921204)","(0.661205530166626, 0.5604885220527649, 0.9993059635162354)","(0.6906797289848328, 0.5800235271453857, 0.9987202882766724)","(0.6596193909645081, 0.5711650848388672, 0.9994693398475647)","(0.6612709760665894, 0.5732046961784363, 0.9975846409797668)","(0.6510425806045532, 0.5695071816444397, 0.9953102469444275)","(0.699884831905365, 0.620933473110199, 0.9999608993530273)","(0.5851942896842957, 0.6063873767852783, 0.9979909062385559)","(0.7411109805107117, 0.5301945209503174, 0.8952921628952026)","(0.47818082571029663, 0.6427545547485352, 0.0325295627117157)","(0.7927747368812561, 0.46028926968574524, 0.8132104873657227)","(0.40982577204704285, 0.6578460931777954, 0.053122226148843765)"
"(0.6615992188453674, 0.5614734292030334, 0.9994185566902161)","(0.6769568920135498, 0.5627152323722839, 0.9994909763336182)","(0.6810129880905151, 0.5652670860290527, 0.999584436416626)","(0.6848387122154236, 0.5675668120384216, 0.9994233250617981)","(0.6676926016807556, 0.55945885181427, 0.9990829825401306)","(0.6652118563652039, 0.5599247217178345, 0.9990196228027344)","(0.6625285744667053, 0.560389518737793, 0.9993542432785034)","(0.6922584176063538, 0.5799705982208252, 0.9988078474998474)","(0.6629692316055298, 0.5708888173103333, 0.9995077252388)","(0.6610677242279053, 0.5731158256530762, 0.9977039694786072)","(0.6509720087051392, 0.5694612264633179, 0.9956140518188477)","(0.7002227306365967, 0.6228399872779846, 0.999952495098114)","(0.5881946682929993, 0.602850615978241, 0.9980899095535278)","(0.7466686367988586, 0.5381531119346619, 0.8843144774436951)","(0.4790194630622864, 0.638237714767456, 0.03168738633394241)","(0.7952468991279602, 0.478935182094574, 0.7961205840110779)","(0.41573914885520935, 0.6608296036720276, 0.05098358541727066)"
"(0.6615027785301208, 0.5607213377952576, 0.9994592070579529)","(0.6769372224807739, 0.5618767738342285, 0.9995298385620117)","(0.6809419989585876, 0.5646132230758667, 0.9996157884597778)","(0.6847826242446899, 0.5672793984413147, 0.9994678497314453)","(0.6681737899780273, 0.5585142374038696, 0.9991567730903625)","(0.6659514307975769, 0.558867335319519, 0.9990970492362976)","(0.6635571718215942, 0.5592158436775208, 0.9994041323661804)","(0.6924189925193787, 0.5803221464157104, 0.9988985061645508)","(0.6644272804260254, 0.5705362558364868, 0.9995468854904175)","(0.6602046489715576, 0.5721850991249084, 0.9978547096252441)","(0.6509420275688171, 0.5684859156608582, 0.995943546295166)","(0.7000462412834167, 0.6271566152572632, 0.999943196773529)","(0.5908558368682861, 0.6029368042945862, 0.9981921911239624)","(0.7412811517715454, 0.5609907507896423, 0.8797754645347595)","(0.47932174801826477, 0.631619393825531, 0.03202201426029205)","(0.7918156385421753, 0.5047218203544617, 0.7718633413314819)","(0.41596630215644836, 0.6630352735519409, 0.04948770999908447)"
"(0.6603638529777527, 0.5597172379493713, 0.9995045065879822)","(0.6757148504257202, 0.5611382126808167, 0.9995704889297485)","(0.679339587688446, 0.5639118552207947, 0.9996487498283386)","(0.6829463839530945, 0.5667978525161743, 0.9995142221450806)","(0.6680084466934204, 0.5578017234802246, 0.9992320537567139)","(0.6658870577812195, 0.5581036806106567, 0.9991772174835205)","(0.663422703742981, 0.5583873987197876, 0.9994565844535828)","(0.6909387707710266, 0.5808704495429993, 0.998992383480072)","(0.6643040180206299, 0.5705015063285828, 0.9995872974395752)","(0.657559871673584, 0.5706557631492615, 0.9980271458625793)","(0.6500481963157654, 0.5670112371444702, 0.9962925314903259)","(0.696574330329895, 0.6317683458328247, 0.9999365210533142)","(0.5917988419532776, 0.6029879450798035, 0.9983168244361877)","(0.7385838031768799, 0.5708494782447815, 0.8792325854301453)","(0.47923752665519714, 0.627204179763794, 0.03539707884192467)","(0.7924625277519226, 0.5186629891395569, 0.755957841873169)","(0.41570261120796204, 0.664486289024353, 0.05083443596959114)"
"(0.6592186689376831, 0.5589727759361267, 0.9995427131652832)","(0.6740148067474365, 0.5604868531227112, 0.9996062517166138)","(0.677647054195404, 0.5631988644599915, 0.999677300453186)","(0.6813489198684692, 0.5660870671272278, 0.9995550513267517)","(0.6666603088378906, 0.5572962164878845, 0.9992979764938354)","(0.6647034883499146, 0.5576105117797852, 0.9992465972900391)","(0.6624933481216431, 0.5579044818878174, 0.9995023608207703)","(0.6899093389511108, 0.5808190703392029, 0.999072253704071)","(0.6639422178268433, 0.5703112483024597, 0.9996225833892822)","(0.656434178352356, 0.5695919394493103, 0.9981732368469238)","(0.6493507027626038, 0.5662503838539124, 0.9965980648994446)","(0.6952096819877625, 0.6334981918334961, 0.9999272227287292)","(0.5927357077598572, 0.6030992865562439, 0.9984176158905029)","(0.73824143409729, 0.5729195475578308, 0.8757616877555847)","(0.4802296757698059, 0.6183025240898132, 0.0380217507481575)","(0.7933522462844849, 0.5258386731147766, 0.7399398684501648)","(0.4155709743499756, 0.6590853333473206, 0.05151871219277382)"
"(0.6591138243675232, 0.5578785538673401, 0.9995791912078857)","(0.6738168001174927, 0.559611439704895, 0.9996398687362671)","(0.6774021983146667, 0.5624626278877258, 0.9997042417526245)","(0.6810362935066223, 0.5655065178871155, 0.9995933771133423)","(0.6664878129959106, 0.5561354160308838, 0.9993595480918884)","(0.6645326614379883, 0.5563477277755737, 0.9993113279342651)","(0.6623561978340149, 0.5565308332443237, 0.999545156955719)","(0.6893889307975769, 0.5808314681053162, 0.9991496801376343)","(0.6639007925987244, 0.5694178342819214, 0.9996551871299744)","(0.6562854647636414, 0.5685954093933105, 0.9983117580413818)","(0.649235188961029, 0.5651069283485413, 0.9968801140785217)","(0.6946398019790649, 0.6337448954582214, 0.9999168515205383)","(0.5932811498641968, 0.6031430959701538, 0.9984953999519348)","(0.7376005053520203, 0.5781800150871277, 0.8715580105781555)","(0.4812285900115967, 0.6187284588813782, 0.04025379568338394)","(0.7923177480697632, 0.5318490862846375, 0.724071741104126)","(0.42398908734321594, 0.6256892085075378, 0.05269109830260277)"
"(0.6587927937507629, 0.5577319860458374, 0.9996052384376526)","(0.6730663180351257, 0.559412956237793, 0.999664843082428)","(0.676717221736908, 0.5622950196266174, 0.9997240304946899)","(0.680417001247406, 0.5654026865959167, 0.9996223449707031)","(0.6654719710350037, 0.5557997226715088, 0.9994075298309326)","(0.6633859276771545, 0.5559403300285339, 0.9993609189987183)","(0.6611375212669373, 0.5560455918312073, 0.999577522277832)","(0.688895046710968, 0.5808445811271667, 0.9992054104804993)","(0.6624664664268494, 0.568469762802124, 0.99968022108078)","(0.6561495661735535, 0.568371593952179, 0.9984093904495239)","(0.648935079574585, 0.5648955702781677, 0.9970978498458862)","(0.6946585178375244, 0.6332778930664062, 0.9999080896377563)","(0.5934940576553345, 0.6024019718170166, 0.9985641241073608)","(0.7369430065155029, 0.5816777944564819, 0.8670948147773743)","(0.4815071225166321, 0.6221592426300049, 0.0414169616997242)","(0.7919397950172424, 0.5332313776016235, 0.7070781588554382)","(0.42208239436149597, 0.6397061944007874, 0.05262679234147072)"
"(0.658621072769165, 0.5574168562889099, 0.999626874923706)","(0.6727782487869263, 0.5591038465499878, 0.9996864795684814)","(0.6764161586761475, 0.5619618892669678, 0.9997411370277405)","(0.680092453956604, 0.565051794052124, 0.9996474385261536)","(0.665162980556488, 0.5555589199066162, 0.9994493722915649)","(0.6630651354789734, 0.555717408657074, 0.99940425157547)","(0.6608163714408875, 0.5558334589004517, 0.9996060729026794)","(0.6886130571365356, 0.5808480381965637, 0.9992542266845703)","(0.6619574427604675, 0.5683388710021973, 0.9997026920318604)","(0.6559978723526001, 0.5678533315658569, 0.9984880685806274)","(0.6487630605697632, 0.5646185278892517, 0.9972829222679138)","(0.6947563290596008, 0.6330503821372986, 0.9998993873596191)","(0.5932165384292603, 0.602233350276947, 0.998624861240387)","(0.7366421818733215, 0.5809957385063171, 0.8603505492210388)","(0.4814380407333374, 0.6241559982299805, 0.0425020195543766)","(0.7934582233428955, 0.5312496423721313, 0.6859455704689026)","(0.42156991362571716, 0.6503844261169434, 0.0527503676712513)"
