nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.6629072427749634, 0.5495584011077881, 0.9994044899940491)","(0.6760103106498718, 0.5571561455726624, 0.9994483590126038)","(0.6786925196647644, 0.5607945322990417, 0.9994669556617737)","(0.6810202598571777, 0.5645288825035095, 0.9994512796401978)","(0.6676050424575806, 0.5515061616897583, 0.9986950159072876)","(0.6646826863288879, 0.5512482523918152, 0.998430609703064)","(0.6615795493125916, 0.5509874224662781, 0.9992046356201172)","(0.6798690557479858, 0.5818766951560974, 0.9987062811851501)","(0.6585239171981812, 0.5669064521789551, 0.9988628625869751)","(0.6588013768196106, 0.5583229064941406, 0.9984748959541321)","(0.6503294706344604, 0.5534768104553223, 0.9956812262535095)","(0.6788432598114014, 0.6147662401199341, 0.9999686479568481)","(0.5808097124099731, 0.5954415798187256, 0.9972180128097534)","(0.6800035834312439, 0.5601741671562195, 0.8558963537216187)","(0.5209432244300842, 0.620308518409729, 0.06728712469339371)","(0.625681459903717, 0.4891044795513153, 0.634020209312439)","(0.48500457406044006, 0.6255661845207214, 0.10607840865850449)"
"(0.6561338901519775, 0.5497849583625793, 0.9993326663970947)","(0.6700814366340637, 0.5567484498023987, 0.999326229095459)","(0.674063503742218, 0.5603796243667603, 0.9993774890899658)","(0.677794337272644, 0.564095139503479, 0.9993171095848083)","(0.6600297689437866, 0.5512497425079346, 0.998446524143219)","(0.6572700142860413, 0.5510696768760681, 0.9982098340988159)","(0.6543745994567871, 0.5509002208709717, 0.9990476965904236)","(0.6790704727172852, 0.5812532305717468, 0.9983328580856323)","(0.6535078883171082, 0.5667914152145386, 0.9987486004829407)","(0.6558560729026794, 0.5594455003738403, 0.998195469379425)","(0.6463515758514404, 0.5552335381507874, 0.9949544072151184)","(0.6799489259719849, 0.6145117878913879, 0.9999686479568481)","(0.5785344243049622, 0.5996758341789246, 0.997296154499054)","(0.6843143105506897, 0.5453797578811646, 0.8557665348052979)","(0.5024269819259644, 0.63369220495224, 0.061436187475919724)","(0.6389403343200684, 0.45262789726257324, 0.6353898048400879)","(0.43194273114204407, 0.6328529715538025, 0.09629632532596588)"
"(0.6508211493492126, 0.5496142506599426, 0.9993029832839966)","(0.6653900742530823, 0.5533040165901184, 0.9992769360542297)","(0.6700832843780518, 0.5572659373283386, 0.999352216720581)","(0.6748243570327759, 0.5613428950309753, 0.9992561936378479)","(0.6549200415611267, 0.5474107265472412, 0.9983472228050232)","(0.6523596048355103, 0.5472096800804138, 0.9981502890586853)","(0.6497215628623962, 0.5473448038101196, 0.9989811778068542)","(0.6781623363494873, 0.5773702263832092, 0.9981903433799744)","(0.6501233577728271, 0.5651015043258667, 0.9987378716468811)","(0.6525104641914368, 0.5594038963317871, 0.9980396628379822)","(0.6426748037338257, 0.5551437735557556, 0.994533360004425)","(0.6806210279464722, 0.6134983897209167, 0.9999691843986511)","(0.5762049555778503, 0.6008926033973694, 0.9974115490913391)","(0.6858158707618713, 0.5395281910896301, 0.8552908897399902)","(0.487154483795166, 0.6449483633041382, 0.05625727027654648)","(0.6480196714401245, 0.42790117859840393, 0.6465408802032471)","(0.4110580086708069, 0.6336726546287537, 0.08802957832813263)"
"(0.6457401514053345, 0.550973653793335, 0.9991745948791504)","(0.6610934734344482, 0.5532717704772949, 0.9991050958633423)","(0.665886402130127, 0.557195782661438, 0.9992402195930481)","(0.6706109642982483, 0.561154842376709, 0.9990565180778503)","(0.6508302688598633, 0.5478695631027222, 0.9980316162109375)","(0.6484069228172302, 0.547852098941803, 0.9978945851325989)","(0.6459335088729858, 0.5482363104820251, 0.9987587332725525)","(0.6758922338485718, 0.5758726596832275, 0.9977622628211975)","(0.64674311876297, 0.5650689005851746, 0.998586893081665)","(0.64867103099823, 0.5616329908370972, 0.9974576830863953)","(0.6386770009994507, 0.5585797429084778, 0.9931678771972656)","(0.68101966381073, 0.6116368770599365, 0.9999685287475586)","(0.5744158029556274, 0.6070618629455566, 0.9974686503410339)","(0.6784138083457947, 0.517920970916748, 0.8536249399185181)","(0.48413923382759094, 0.6529665589332581, 0.051154978573322296)","(0.6560638546943665, 0.4016612470149994, 0.6652290225028992)","(0.3980606496334076, 0.6277048587799072, 0.08051623404026031)"
"(0.6399272680282593, 0.5511789917945862, 0.9991533160209656)","(0.6545811295509338, 0.5523832440376282, 0.9990789294242859)","(0.6589898467063904, 0.55544114112854, 0.9992342591285706)","(0.6629869341850281, 0.5580553412437439, 0.9990264177322388)","(0.6446317434310913, 0.5478760600090027, 0.9980023503303528)","(0.642192542552948, 0.5478748083114624, 0.9978881478309631)","(0.6397483348846436, 0.548263430595398, 0.9987110495567322)","(0.6699987053871155, 0.5711694955825806, 0.9977630376815796)","(0.6418013572692871, 0.5645495057106018, 0.9986234903335571)","(0.6443772912025452, 0.561782717704773, 0.9973368048667908)","(0.6337734460830688, 0.5592749118804932, 0.9929804801940918)","(0.6810795664787292, 0.6067344546318054, 0.9999697804450989)","(0.5695390105247498, 0.6081833839416504, 0.9975476264953613)","(0.6779798269271851, 0.4951978921890259, 0.8566539287567139)","(0.48192790150642395, 0.6579554080963135, 0.04649188369512558)","(0.6659348011016846, 0.37546437978744507, 0.6887065768241882)","(0.39884862303733826, 0.6275631189346313, 0.07384667545557022)"
"(0.6382614374160767, 0.5509281754493713, 0.9991878271102905)","(0.653172492980957, 0.551226794719696, 0.9991138577461243)","(0.6571640968322754, 0.5534607768058777, 0.9992679357528687)","(0.6608467102050781, 0.5556002855300903, 0.9990601539611816)","(0.6436446905136108, 0.5477471947669983, 0.998091995716095)","(0.6413065195083618, 0.5478142499923706, 0.9979900121688843)","(0.6389834880828857, 0.5482349991798401, 0.9987598061561584)","(0.6677811741828918, 0.5686996579170227, 0.9978644847869873)","(0.6380364894866943, 0.5645323395729065, 0.9987086653709412)","(0.6424165368080139, 0.5615894198417664, 0.9973961710929871)","(0.6319169402122498, 0.55935138463974, 0.9931989312171936)","(0.6811375021934509, 0.6046690344810486, 0.9999707937240601)","(0.5652742385864258, 0.6085408329963684, 0.9976300597190857)","(0.6763783693313599, 0.49070852994918823, 0.8610286712646484)","(0.4774600863456726, 0.6583831310272217, 0.04241841658949852)","(0.6746053695678711, 0.36553266644477844, 0.7104324102401733)","(0.3930261731147766, 0.6282839775085449, 0.06808005273342133)"
"(0.6400894522666931, 0.5503918528556824, 0.9992344379425049)","(0.6548572182655334, 0.5493638515472412, 0.9991657137870789)","(0.6585627794265747, 0.5511840581893921, 0.9993128776550293)","(0.6618701219558716, 0.552848219871521, 0.9991115927696228)","(0.6458015441894531, 0.5467036366462708, 0.9982100129127502)","(0.6435081958770752, 0.5469228625297546, 0.9981203675270081)","(0.6412237286567688, 0.5474535822868347, 0.9988337159156799)","(0.6680260896682739, 0.565872073173523, 0.9979912638664246)","(0.64071124792099, 0.5631306171417236, 0.9988065958023071)","(0.6431155204772949, 0.5614463686943054, 0.9975088834762573)","(0.6328281760215759, 0.5590247511863708, 0.9935405850410461)","(0.6811516880989075, 0.6022817492485046, 0.999971866607666)","(0.565375804901123, 0.6082491874694824, 0.9977590441703796)","(0.6781713962554932, 0.47972026467323303, 0.8660717606544495)","(0.47948381304740906, 0.6601513624191284, 0.039008498191833496)","(0.6835676431655884, 0.35373345017433167, 0.7324706315994263)","(0.3959462642669678, 0.6288389563560486, 0.06342562288045883)"
"(0.6407527327537537, 0.5502381324768066, 0.9992876648902893)","(0.6559513211250305, 0.5493240356445312, 0.9992225766181946)","(0.6595851182937622, 0.5512253642082214, 0.999362051486969)","(0.662864625453949, 0.5530998706817627, 0.9991685748100281)","(0.647054135799408, 0.5466207265853882, 0.9983354210853577)","(0.6448043584823608, 0.5468518733978271, 0.998258113861084)","(0.6425763368606567, 0.5473559498786926, 0.9989137053489685)","(0.6685065031051636, 0.5667251944541931, 0.9981353282928467)","(0.6421943306922913, 0.562784731388092, 0.9989049434661865)","(0.6431859135627747, 0.5614631772041321, 0.997666597366333)","(0.6328340768814087, 0.5590957403182983, 0.9939737319946289)","(0.6815954446792603, 0.6026646494865417, 0.9999735355377197)","(0.5651752352714539, 0.6088640093803406, 0.9979053139686584)","(0.6830250024795532, 0.47679442167282104, 0.8718323707580566)","(0.47840818762779236, 0.6590332388877869, 0.03618362173438072)","(0.6961093544960022, 0.34381335973739624, 0.7532106637954712)","(0.39447131752967834, 0.6319069266319275, 0.05989107862114906)"
"(0.6418421864509583, 0.5516853928565979, 0.9993102550506592)","(0.6567872762680054, 0.5504096746444702, 0.9992517828941345)","(0.6605117321014404, 0.5523380637168884, 0.9993902444839478)","(0.6638930439949036, 0.5540392994880676, 0.9991933703422546)","(0.6476531028747559, 0.5484727025032043, 0.9984028935432434)","(0.6453471183776855, 0.5491745471954346, 0.9983398914337158)","(0.6429880261421204, 0.5501627326011658, 0.9989573955535889)","(0.6689997315406799, 0.5672842860221863, 0.9982208013534546)","(0.6422760486602783, 0.5640084147453308, 0.9989822506904602)","(0.6439128518104553, 0.5632022023200989, 0.9977411031723022)","(0.6337881088256836, 0.5618169903755188, 0.9942312836647034)","(0.6819400191307068, 0.6042235493659973, 0.9999741315841675)","(0.565529465675354, 0.6145883798599243, 0.9979820251464844)","(0.691204845905304, 0.4722311198711395, 0.8769029974937439)","(0.4788872003555298, 0.6592057943344116, 0.03356145694851875)","(0.7078154683113098, 0.33784613013267517, 0.7705777287483215)","(0.40159812569618225, 0.6473219990730286, 0.056167807430028915)"
"(0.6420683264732361, 0.5527989268302917, 0.9993268251419067)","(0.6569573283195496, 0.5511416792869568, 0.9992788434028625)","(0.6606656908988953, 0.5530573725700378, 0.999417781829834)","(0.6642856597900391, 0.5546548366546631, 0.9992164969444275)","(0.6481297612190247, 0.5496484637260437, 0.9984613656997681)","(0.645832896232605, 0.5505586266517639, 0.9984128475189209)","(0.6435765027999878, 0.5517257452011108, 0.9989926815032959)","(0.6692526936531067, 0.5677893161773682, 0.9983179569244385)","(0.643151044845581, 0.5647268891334534, 0.9990531802177429)","(0.6441411972045898, 0.5646214485168457, 0.9978231191635132)","(0.6340364217758179, 0.5636011362075806, 0.9944605827331543)","(0.6827822923660278, 0.6080206632614136, 0.9999752044677734)","(0.5675861239433289, 0.6150997877120972, 0.998070478439331)","(0.6958891749382019, 0.4777301847934723, 0.8814797401428223)","(0.4797556400299072, 0.6589881181716919, 0.03118283301591873)","(0.7170109748840332, 0.34219932556152344, 0.787773847579956)","(0.40744468569755554, 0.6477432250976562, 0.05331285670399666)"
"(0.6436355710029602, 0.5530083179473877, 0.9993747472763062)","(0.6584274768829346, 0.5511450171470642, 0.9993333220481873)","(0.6619634628295898, 0.5530650615692139, 0.9994631409645081)","(0.6654511094093323, 0.5547316670417786, 0.9992724061012268)","(0.6494764089584351, 0.5496929883956909, 0.9985776543617249)","(0.6470272541046143, 0.5506072044372559, 0.9985349774360657)","(0.6446449756622314, 0.5517680644989014, 0.9990671277046204)","(0.6712671518325806, 0.5682634115219116, 0.9984520673751831)","(0.6449368000030518, 0.5647053122520447, 0.9991368055343628)","(0.6452268958091736, 0.5651834011077881, 0.9979848861694336)","(0.6346436738967896, 0.5641254782676697, 0.994881808757782)","(0.6867087483406067, 0.6081056594848633, 0.9999762773513794)","(0.5687734484672546, 0.6155609488487244, 0.9981381297111511)","(0.7004224061965942, 0.47777053713798523, 0.8880741596221924)","(0.48027732968330383, 0.6614786386489868, 0.029157795011997223)","(0.726004421710968, 0.34149008989334106, 0.8026822805404663)","(0.4082896411418915, 0.6537425518035889, 0.05008331686258316)"
"(0.6457229256629944, 0.5530691742897034, 0.9994227290153503)","(0.6608700156211853, 0.5511483550071716, 0.9993864297866821)","(0.6644782423973083, 0.5530752539634705, 0.9995064735412598)","(0.6679041385650635, 0.5547894239425659, 0.9993286728858948)","(0.6517346501350403, 0.5496683716773987, 0.9986907243728638)","(0.6492002010345459, 0.5505651831626892, 0.9986518621444702)","(0.6467143297195435, 0.5516972541809082, 0.9991390109062195)","(0.6745403409004211, 0.5684375166893005, 0.9985805749893188)","(0.6476170420646667, 0.5646781921386719, 0.9992126226425171)","(0.646821916103363, 0.5655000805854797, 0.9981440901756287)","(0.6359351873397827, 0.5642237067222595, 0.9952859282493591)","(0.6870126724243164, 0.60863196849823, 0.9999774098396301)","(0.5690328478813171, 0.6149858236312866, 0.9981313943862915)","(0.7048670649528503, 0.4807235598564148, 0.8946965336799622)","(0.47483140230178833, 0.6712514758110046, 0.027721991762518883)","(0.7341330647468567, 0.345352441072464, 0.8137897253036499)","(0.3913170099258423, 0.6855674982070923, 0.04681282117962837)"
"(0.6498127579689026, 0.5534815788269043, 0.9994343519210815)","(0.6649603247642517, 0.5519360303878784, 0.9994044899940491)","(0.6687441468238831, 0.5538884401321411, 0.9995237588882446)","(0.6721548438072205, 0.5556115508079529, 0.999341607093811)","(0.6549431681632996, 0.5506021976470947, 0.9987350702285767)","(0.6520096659660339, 0.5516732335090637, 0.9987000823020935)","(0.6490535140037537, 0.5529789924621582, 0.9991625547409058)","(0.6780287623405457, 0.5691874027252197, 0.9986342787742615)","(0.6490627527236938, 0.56526780128479, 0.9992580413818359)","(0.6506760716438293, 0.5659276843070984, 0.9981772899627686)","(0.6390867233276367, 0.5647528767585754, 0.9954150319099426)","(0.690378725528717, 0.608380913734436, 0.9999778866767883)","(0.5690915584564209, 0.6145201325416565, 0.9979815483093262)","(0.7099438309669495, 0.47761887311935425, 0.8974732160568237)","(0.46588149666786194, 0.6771022081375122, 0.02590133063495159)","(0.7433139681816101, 0.3516102731227875, 0.819500207901001)","(0.3847561776638031, 0.685278058052063, 0.04321344196796417)"
"(0.6515328288078308, 0.5540869235992432, 0.9994147419929504)","(0.6664294004440308, 0.5527874827384949, 0.9994046688079834)","(0.6701859831809998, 0.5550084710121155, 0.9995231032371521)","(0.6735259890556335, 0.5572077631950378, 0.999331533908844)","(0.6565490365028381, 0.5511184930801392, 0.998749852180481)","(0.6535791754722595, 0.5521214008331299, 0.998711884021759)","(0.6505287885665894, 0.5533518195152283, 0.9991706013679504)","(0.679339587688446, 0.5728998184204102, 0.9986298680305481)","(0.6502454280853271, 0.565704882144928, 0.9992810487747192)","(0.6516502499580383, 0.5666096806526184, 0.9980502128601074)","(0.64072585105896, 0.5649636387825012, 0.995294988155365)","(0.6900505423545837, 0.6111583709716797, 0.9999744892120361)","(0.5694831609725952, 0.6142250895500183, 0.9976336359977722)","(0.7117219567298889, 0.48356306552886963, 0.8985620141029358)","(0.4622318744659424, 0.6789913177490234, 0.02450144849717617)","(0.750819742679596, 0.3624957501888275, 0.8199138641357422)","(0.3754560947418213, 0.6985195875167847, 0.04027962684631348)"
"(0.6538100838661194, 0.5542529225349426, 0.9993690252304077)","(0.6688563227653503, 0.5529918670654297, 0.9993796944618225)","(0.6728766560554504, 0.5552480220794678, 0.9994986057281494)","(0.6764182448387146, 0.5574822425842285, 0.9992883801460266)","(0.6584261059761047, 0.5511822700500488, 0.9987468123435974)","(0.6553515791893005, 0.552139937877655, 0.9987003803253174)","(0.6521637439727783, 0.5533245801925659, 0.9991726875305176)","(0.6824963092803955, 0.573061466217041, 0.9985489249229431)","(0.6518025398254395, 0.5656864643096924, 0.9992930293083191)","(0.653968095779419, 0.5668342113494873, 0.9978235363960266)","(0.6429048180580139, 0.564930260181427, 0.9951342940330505)","(0.6905539035797119, 0.6123737692832947, 0.9999677538871765)","(0.5713943243026733, 0.6131572127342224, 0.9974799752235413)","(0.7169414758682251, 0.48653721809387207, 0.8956577777862549)","(0.46512243151664734, 0.6772313117980957, 0.02356429025530815)","(0.7566757202148438, 0.37283089756965637, 0.8148390650749207)","(0.383608877658844, 0.701488196849823, 0.03834724426269531)"
"(0.6559157371520996, 0.5577108860015869, 0.9993148446083069)","(0.6711169481277466, 0.5576025247573853, 0.9993508458137512)","(0.6751054525375366, 0.5599189400672913, 0.9994684457778931)","(0.6785754561424255, 0.5620308518409729, 0.999241292476654)","(0.6607682704925537, 0.5554002523422241, 0.9987465739250183)","(0.6576367616653442, 0.5560721755027771, 0.9986928105354309)","(0.6543867588043213, 0.5570418834686279, 0.9991793632507324)","(0.6840389966964722, 0.5760999321937561, 0.9984750151634216)","(0.652946949005127, 0.5672033429145813, 0.9993095993995667)","(0.6558305621147156, 0.5694788694381714, 0.9976090788841248)","(0.6449279189109802, 0.567064106464386, 0.9950309991836548)","(0.6912865042686462, 0.6127306222915649, 0.9999645352363586)","(0.573517918586731, 0.612814724445343, 0.9975283741950989)","(0.7218098640441895, 0.48670947551727295, 0.8934731483459473)","(0.4655194878578186, 0.6786878108978271, 0.023348098620772362)","(0.7637426853179932, 0.39337092638015747, 0.8116047382354736)","(0.38639459013938904, 0.7033663988113403, 0.037651415914297104)"
"(0.6561447978019714, 0.5577681660652161, 0.9993207454681396)","(0.6712310910224915, 0.5576962232589722, 0.9993782639503479)","(0.6751672625541687, 0.5600473284721375, 0.9994879364967346)","(0.6786350011825562, 0.5622678995132446, 0.9992687106132507)","(0.6612164378166199, 0.555520236492157, 0.9988188147544861)","(0.6582240462303162, 0.5562592148780823, 0.9987651705741882)","(0.6550999283790588, 0.5572280287742615, 0.999228835105896)","(0.6840411424636841, 0.5768950581550598, 0.9985266327857971)","(0.6535007953643799, 0.5675092935562134, 0.999356210231781)","(0.655848503112793, 0.5695793032646179, 0.9975506663322449)","(0.6451888680458069, 0.5670582056045532, 0.9951080679893494)","(0.6916020512580872, 0.6141337752342224, 0.9999611377716064)","(0.5738224983215332, 0.6107901930809021, 0.9976762533187866)","(0.7256685495376587, 0.4945463538169861, 0.8882282972335815)","(0.47089675068855286, 0.6810239553451538, 0.024243975058197975)","(0.7696408033370972, 0.4169602692127228, 0.8063089847564697)","(0.38849496841430664, 0.7012897729873657, 0.03804080933332443)"
"(0.6560915112495422, 0.5581761598587036, 0.9993571639060974)","(0.6712591052055359, 0.5580301284790039, 0.9994234442710876)","(0.6750946640968323, 0.5605227947235107, 0.9995245337486267)","(0.678520143032074, 0.5629618763923645, 0.9993211030960083)","(0.661831259727478, 0.5556502342224121, 0.9989076256752014)","(0.6591006517410278, 0.5563621520996094, 0.9988579154014587)","(0.6562300324440002, 0.5572742819786072, 0.9992874264717102)","(0.6840996146202087, 0.5783719420433044, 0.9986304640769958)","(0.6550658345222473, 0.5680803060531616, 0.9994087815284729)","(0.6556892991065979, 0.5704192519187927, 0.9976466298103333)","(0.6451775431632996, 0.5673974752426147, 0.9953683018684387)","(0.6918846964836121, 0.6173428893089294, 0.9999595880508423)","(0.5746480226516724, 0.6100273132324219, 0.9978353977203369)","(0.7261672019958496, 0.5144363045692444, 0.8841865658760071)","(0.4722822904586792, 0.6763039827346802, 0.025676287710666656)","(0.773833155632019, 0.4394896924495697, 0.798389196395874)","(0.3980633616447449, 0.6978873610496521, 0.03885792940855026)"
"(0.6556519865989685, 0.5603411197662354, 0.9993977546691895)","(0.6708381772041321, 0.560511589050293, 0.999469518661499)","(0.6747052669525146, 0.5629986524581909, 0.9995620250701904)","(0.6783286333084106, 0.5652850270271301, 0.9993738532066345)","(0.6616659164428711, 0.5581128001213074, 0.9989945292472839)","(0.6590182185173035, 0.5588409900665283, 0.998948872089386)","(0.6562064290046692, 0.5596471428871155, 0.9993438720703125)","(0.6839615702629089, 0.5797675251960754, 0.9987407326698303)","(0.6551641225814819, 0.5704820156097412, 0.9994593858718872)","(0.6551488041877747, 0.5721474289894104, 0.9978084564208984)","(0.6450144648551941, 0.569169282913208, 0.9957265257835388)","(0.693424642086029, 0.6186699271202087, 0.9999608993530273)","(0.575134813785553, 0.6100121736526489, 0.9980012774467468)","(0.729509711265564, 0.5267100930213928, 0.8797978162765503)","(0.4720813035964966, 0.666602373123169, 0.02563491463661194)","(0.7774817943572998, 0.45676979422569275, 0.7919016480445862)","(0.40442582964897156, 0.6946362853050232, 0.03910981863737106)"
"(0.6555625200271606, 0.5601015686988831, 0.999410092830658)","(0.6707228422164917, 0.5602911114692688, 0.9994946122169495)","(0.6745543479919434, 0.5628945827484131, 0.9995821714401245)","(0.6781708598136902, 0.5651595592498779, 0.9994027018547058)","(0.6615478992462158, 0.5578359961509705, 0.9990469217300415)","(0.6589137315750122, 0.5585629343986511, 0.9990030527114868)","(0.6561266183853149, 0.5594081878662109, 0.9993754625320435)","(0.6848938465118408, 0.5787580609321594, 0.9987963438034058)","(0.6553270816802979, 0.5704298615455627, 0.999491274356842)","(0.6547838449478149, 0.5716687440872192, 0.9978311061859131)","(0.6449330449104309, 0.5688390135765076, 0.9958861470222473)","(0.6945808529853821, 0.6184987425804138, 0.9999550580978394)","(0.5752211213111877, 0.6076029539108276, 0.9980934262275696)","(0.7388323545455933, 0.530483603477478, 0.8643484711647034)","(0.47178739309310913, 0.6511168479919434, 0.02596442587673664)","(0.7779826521873474, 0.4761236011981964, 0.7613134384155273)","(0.40549060702323914, 0.6930784583091736, 0.038898926228284836)"
"(0.655454158782959, 0.5599363446235657, 0.9993726015090942)","(0.6707981824874878, 0.5598108768463135, 0.9994874596595764)","(0.6747589111328125, 0.5621904730796814, 0.9995724558830261)","(0.6787045001983643, 0.5642170310020447, 0.9993941187858582)","(0.6617529392242432, 0.5576283931732178, 0.9990555644035339)","(0.6592609286308289, 0.5583465695381165, 0.9990040063858032)","(0.6566104292869568, 0.5590953230857849, 0.9993768930435181)","(0.6875515580177307, 0.5772425532341003, 0.9987744092941284)","(0.6564151048660278, 0.5697456002235413, 0.9994979500770569)","(0.6547204256057739, 0.5707140564918518, 0.9976548552513123)","(0.6448724269866943, 0.5681013464927673, 0.9958124160766602)","(0.6950696110725403, 0.6190586686134338, 0.999934732913971)","(0.5789338946342468, 0.6035229563713074, 0.9981086254119873)","(0.7395693063735962, 0.5446587800979614, 0.8402685523033142)","(0.47189709544181824, 0.6424134969711304, 0.025882164016366005)","(0.7790654301643372, 0.49665024876594543, 0.7158728241920471)","(0.4094074070453644, 0.6903285384178162, 0.03757692500948906)"
"(0.6548221707344055, 0.5597830414772034, 0.9994072318077087)","(0.6705260872840881, 0.5597417950630188, 0.9995194673538208)","(0.6744531393051147, 0.5620914101600647, 0.9995975494384766)","(0.678435742855072, 0.5640889406204224, 0.9994325637817383)","(0.6617212295532227, 0.5574926733970642, 0.9991225004196167)","(0.6591966152191162, 0.5580856800079346, 0.9990715980529785)","(0.6565598845481873, 0.5587180256843567, 0.9994186162948608)","(0.6872676014900208, 0.5775375962257385, 0.9988521337509155)","(0.6565143465995789, 0.5695174336433411, 0.9995330572128296)","(0.653232991695404, 0.5701157450675964, 0.9977691173553467)","(0.6442229151725769, 0.5674346685409546, 0.9960823059082031)","(0.6947840452194214, 0.6223446726799011, 0.9999275803565979)","(0.5816377997398376, 0.6027257442474365, 0.9982283711433411)","(0.7352918386459351, 0.5616611838340759, 0.8375593423843384)","(0.48758402466773987, 0.6320172548294067, 0.02837195433676243)","(0.778621256351471, 0.5183201432228088, 0.6966120004653931)","(0.41111990809440613, 0.6878247857093811, 0.03869748115539551)"
"(0.654796302318573, 0.5592365264892578, 0.9994542598724365)","(0.6704626083374023, 0.5595841407775879, 0.9995591640472412)","(0.6743775606155396, 0.562045693397522, 0.9996298551559448)","(0.6783421635627747, 0.5639957785606384, 0.9994804263114929)","(0.6617765426635742, 0.5567731857299805, 0.9991982579231262)","(0.6593601107597351, 0.5570301413536072, 0.9991490244865417)","(0.6568235158920288, 0.5572521686553955, 0.9994670152664185)","(0.6869774460792542, 0.5777550935745239, 0.9989484548568726)","(0.6567973494529724, 0.5683589577674866, 0.9995720982551575)","(0.6528706550598145, 0.569482147693634, 0.997937798500061)","(0.6441826224327087, 0.5660269856452942, 0.996399998664856)","(0.691758930683136, 0.6249133348464966, 0.9999186992645264)","(0.583410918712616, 0.600884199142456, 0.9983210563659668)","(0.733543872833252, 0.5682622194290161, 0.835935652256012)","(0.49398067593574524, 0.6244073510169983, 0.029922595247626305)","(0.7802830934524536, 0.5282508134841919, 0.6766695976257324)","(0.4160069525241852, 0.6823025345802307, 0.03914441913366318)"
"(0.654519259929657, 0.5575084686279297, 0.9995027780532837)","(0.669964611530304, 0.5588448643684387, 0.9996000528335571)","(0.673431932926178, 0.5615269541740417, 0.9996636509895325)","(0.6768765449523926, 0.5638344883918762, 0.9995289444923401)","(0.6617305278778076, 0.5554797053337097, 0.9992735385894775)","(0.6593746542930603, 0.5555374026298523, 0.9992276430130005)","(0.6569711565971375, 0.5555745959281921, 0.999516487121582)","(0.6844202876091003, 0.5794246792793274, 0.9990447759628296)","(0.6568442583084106, 0.5681145191192627, 0.9996118545532227)","(0.6512027382850647, 0.567873477935791, 0.9981178045272827)","(0.643642246723175, 0.5638983249664307, 0.9967250227928162)","(0.6854498386383057, 0.6291465759277344, 0.9999017715454102)","(0.5832576155662537, 0.5999356508255005, 0.9984042048454285)","(0.7330150008201599, 0.577333390712738, 0.8368269205093384)","(0.4914597272872925, 0.6081112623214722, 0.03343893960118294)","(0.7812857627868652, 0.5339875221252441, 0.6648582220077515)","(0.4328804612159729, 0.608298122882843, 0.04269507899880409)"
"(0.6540195345878601, 0.5569849014282227, 0.9995283484458923)","(0.6686826944351196, 0.5586603283882141, 0.9996315240859985)","(0.6719846129417419, 0.5614029169082642, 0.9996875524520874)","(0.6753296852111816, 0.5638105273246765, 0.9995671510696411)","(0.6608467698097229, 0.5549213886260986, 0.9993297457695007)","(0.6585090756416321, 0.5547965168952942, 0.9992793798446655)","(0.6560507416725159, 0.5546068549156189, 0.9995507597923279)","(0.6830484867095947, 0.5797746777534485, 0.9991182088851929)","(0.6553999781608582, 0.5671284794807434, 0.9996388554573059)","(0.6506242752075195, 0.5672295689582825, 0.9982346296310425)","(0.6430700421333313, 0.5630045533180237, 0.9969473481178284)","(0.6856378316879272, 0.6298395395278931, 0.9998635649681091)","(0.5843039155006409, 0.5987744927406311, 0.9983416795730591)","(0.7322614192962646, 0.5801389217376709, 0.819404125213623)","(0.507048487663269, 0.5901632905006409, 0.03368673846125603)","(0.7820459604263306, 0.5405606627464294, 0.6427634358406067)","(0.4877568483352661, 0.5461729764938354, 0.04477885738015175)"
"(0.6538859009742737, 0.5563641786575317, 0.9995464086532593)","(0.6681819558143616, 0.5581389665603638, 0.9996617436408997)","(0.6712437272071838, 0.5608947277069092, 0.9997103214263916)","(0.6743128895759583, 0.5634304285049438, 0.999603807926178)","(0.6607066988945007, 0.5543385148048401, 0.9993826150894165)","(0.6584104895591736, 0.5542024374008179, 0.9993259310722351)","(0.6559621691703796, 0.5539992451667786, 0.9995834231376648)","(0.6812955141067505, 0.5800923109054565, 0.9991894960403442)","(0.6548716425895691, 0.5668854117393494, 0.9996628165245056)","(0.6502554416656494, 0.5665637254714966, 0.9983292818069458)","(0.6428430676460266, 0.5624870657920837, 0.9971266984939575)","(0.6855168342590332, 0.6300461888313293, 0.9998010993003845)","(0.5851924419403076, 0.5983590483665466, 0.9981516003608704)","(0.7316088080406189, 0.5836917161941528, 0.7948845624923706)","(0.528167188167572, 0.5769287347793579, 0.03535095974802971)","(0.7820536494255066, 0.545588493347168, 0.6175358891487122)","(0.5589021444320679, 0.5283588767051697, 0.049236416816711426)"
