nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.4709271192550659, 0.3804861605167389, 0.9999942779541016)","(0.4813103675842285, 0.3710411489009857, 0.99998539686203)","(0.4891868829727173, 0.371294230222702, 0.9999834299087524)","(0.4962379038333893, 0.37165766954421997, 0.999984622001648)","(0.45952147245407104, 0.37097129225730896, 0.9999803304672241)","(0.4525602459907532, 0.3713434934616089, 0.9999760985374451)","(0.4468758702278137, 0.371717244386673, 0.9999750852584839)","(0.5062997341156006, 0.3768601417541504, 0.9999602437019348)","(0.4360380470752716, 0.37778931856155396, 0.999957263469696)","(0.4857677221298218, 0.392306923866272, 0.9999958872795105)","(0.45555615425109863, 0.3914805054664612, 0.9999934434890747)","(0.5630718469619751, 0.4347294867038727, 0.9999978542327881)","(0.377159982919693, 0.4313403069972992, 0.9999644160270691)","(0.5803435444831848, 0.5049083232879639, 0.9933763742446899)","(0.32741138339042664, 0.49923276901245117, 0.9879045486450195)","(0.5929408073425293, 0.5625053644180298, 0.9976800680160522)","(0.2959272563457489, 0.5581794381141663, 0.983116865158081)"
"(0.470930814743042, 0.380512535572052, 0.9999944567680359)","(0.48131296038627625, 0.37109479308128357, 0.9999858140945435)","(0.4891921579837799, 0.37137165665626526, 0.9999839067459106)","(0.4962427318096161, 0.37175580859184265, 0.9999850988388062)","(0.45952942967414856, 0.37099695205688477, 0.9999808073043823)","(0.45256471633911133, 0.3713762164115906, 0.9999766945838928)","(0.44688525795936584, 0.37174925208091736, 0.9999756813049316)","(0.5063178539276123, 0.3770381212234497, 0.9999613165855408)","(0.43604740500450134, 0.3778102695941925, 0.9999580383300781)","(0.48577451705932617, 0.39234739542007446, 0.9999960064888)","(0.45554813742637634, 0.39150434732437134, 0.9999935626983643)","(0.5630679130554199, 0.4349128305912018, 0.9999979138374329)","(0.37716394662857056, 0.43134889006614685, 0.9999642968177795)","(0.580346941947937, 0.5049216747283936, 0.9934917092323303)","(0.3272798955440521, 0.49878063797950745, 0.9878840446472168)","(0.5929422378540039, 0.5625033974647522, 0.9977387189865112)","(0.29593971371650696, 0.5569800734519958, 0.9831550121307373)"
"(0.4709104001522064, 0.38051632046699524, 0.9999945759773254)","(0.4812840223312378, 0.37110063433647156, 0.9999860525131226)","(0.48916709423065186, 0.3713781237602234, 0.9999842047691345)","(0.49622803926467896, 0.37176910042762756, 0.9999854564666748)","(0.45949459075927734, 0.37101811170578003, 0.9999811053276062)","(0.45252665877342224, 0.3714195787906647, 0.9999770522117615)","(0.4468556344509125, 0.3718060553073883, 0.9999760985374451)","(0.5063216090202332, 0.3770817816257477, 0.9999620914459229)","(0.4360370934009552, 0.37789684534072876, 0.9999585151672363)","(0.4857760965824127, 0.3923552334308624, 0.9999960660934448)","(0.4555305242538452, 0.3915294408798218, 0.999993622303009)","(0.5630989074707031, 0.43502727150917053, 0.9999979734420776)","(0.3771825432777405, 0.43136700987815857, 0.9999639987945557)","(0.5803804993629456, 0.5050076842308044, 0.9935861825942993)","(0.32691556215286255, 0.49853771924972534, 0.9878953099250793)","(0.592833936214447, 0.5625587105751038, 0.9977799654006958)","(0.29593896865844727, 0.5568296909332275, 0.9831228256225586)"
"(0.47040605545043945, 0.38055065274238586, 0.9999945759773254)","(0.4809495806694031, 0.3711281716823578, 0.9999861717224121)","(0.4887780547142029, 0.3713972270488739, 0.9999843239784241)","(0.4959619641304016, 0.37178632616996765, 0.9999855756759644)","(0.45901015400886536, 0.37107720971107483, 0.999981164932251)","(0.4521283805370331, 0.371506005525589, 0.9999771118164062)","(0.4463519752025604, 0.37188541889190674, 0.9999762177467346)","(0.5062577128410339, 0.37712347507476807, 0.999962329864502)","(0.4357283115386963, 0.377952516078949, 0.999958336353302)","(0.4854098856449127, 0.392392635345459, 0.9999960660934448)","(0.4551350474357605, 0.3916151821613312, 0.999993622303009)","(0.5631014108657837, 0.43509596586227417, 0.9999979734420776)","(0.3771169185638428, 0.4314279854297638, 0.9999635219573975)","(0.5803797841072083, 0.5052198767662048, 0.9935969710350037)","(0.32656875252723694, 0.49843505024909973, 0.9876694679260254)","(0.5927255153656006, 0.5627095699310303, 0.9977802634239197)","(0.29591599106788635, 0.5568528771400452, 0.9827909469604492)"
"(0.47034573554992676, 0.38055089116096497, 0.9999942779541016)","(0.48074397444725037, 0.3711246848106384, 0.9999855160713196)","(0.4884675145149231, 0.371383398771286, 0.9999836683273315)","(0.49566441774368286, 0.3717630207538605, 0.9999849796295166)","(0.4589513838291168, 0.3710792660713196, 0.999980092048645)","(0.4520938992500305, 0.3715091943740845, 0.999975860118866)","(0.44630351662635803, 0.37188881635665894, 0.9999749064445496)","(0.5060422420501709, 0.3770865201950073, 0.9999610185623169)","(0.43570294976234436, 0.3779675364494324, 0.9999555349349976)","(0.48530206084251404, 0.39239436388015747, 0.9999959468841553)","(0.45513927936553955, 0.39162206649780273, 0.9999933838844299)","(0.5630720853805542, 0.43507277965545654, 0.9999979734420776)","(0.3770754039287567, 0.4314197897911072, 0.9999620318412781)","(0.5803011655807495, 0.5052362680435181, 0.9935789108276367)","(0.32628750801086426, 0.4980970621109009, 0.9873798489570618)","(0.5922718048095703, 0.5628831386566162, 0.9977689981460571)","(0.2959233224391937, 0.5569055080413818, 0.9822754859924316)"
"(0.4698081910610199, 0.3804384469985962, 0.9999938011169434)","(0.4800087809562683, 0.37099093198776245, 0.9999843239784241)","(0.4875808656215668, 0.3712013065814972, 0.999982476234436)","(0.4948585331439972, 0.37153661251068115, 0.9999839067459106)","(0.45854833722114563, 0.37100380659103394, 0.9999781250953674)","(0.45183855295181274, 0.3714315593242645, 0.9999735355377197)","(0.44595691561698914, 0.37180912494659424, 0.9999723434448242)","(0.5055773854255676, 0.376901775598526, 0.9999585151672363)","(0.4354679584503174, 0.3779413104057312, 0.9999497532844543)","(0.48471421003341675, 0.39229631423950195, 0.9999957084655762)","(0.4549560248851776, 0.3915615379810333, 0.999992847442627)","(0.5627212524414062, 0.4347670376300812, 0.9999979734420776)","(0.3769983947277069, 0.43133437633514404, 0.9999595284461975)","(0.5802640914916992, 0.5052160024642944, 0.9935868382453918)","(0.32615286111831665, 0.4977063536643982, 0.9869251251220703)","(0.5918540954589844, 0.5628890991210938, 0.9977681040763855)","(0.2959247827529907, 0.5570470094680786, 0.9815987348556519)"
"(0.4688740670681, 0.38032397627830505, 0.9999934434890747)","(0.4791548550128937, 0.3708973824977875, 0.9999833106994629)","(0.4866807162761688, 0.3710932731628418, 0.9999814629554749)","(0.49409031867980957, 0.3714156448841095, 0.9999830722808838)","(0.4578002095222473, 0.3709125220775604, 0.9999764561653137)","(0.451261967420578, 0.3713268041610718, 0.9999715685844421)","(0.44517913460731506, 0.37168610095977783, 0.9999701380729675)","(0.505168616771698, 0.3768167793750763, 0.9999566078186035)","(0.4346451759338379, 0.3778682351112366, 0.9999448657035828)","(0.48386937379837036, 0.39224621653556824, 0.9999955296516418)","(0.4542657434940338, 0.39146852493286133, 0.9999923706054688)","(0.5619835257530212, 0.4343988299369812, 0.9999979734420776)","(0.37658268213272095, 0.4312613606452942, 0.9999567866325378)","(0.5800811052322388, 0.5049059987068176, 0.9935956001281738)","(0.3258950114250183, 0.49768656492233276, 0.9863969683647156)","(0.5906879305839539, 0.5627644658088684, 0.9977486729621887)","(0.2958233058452606, 0.5572873950004578, 0.9810280203819275)"
"(0.46847882866859436, 0.38025185465812683, 0.9999932050704956)","(0.47896608710289, 0.37083834409713745, 0.9999825954437256)","(0.48653215169906616, 0.37104368209838867, 0.9999807476997375)","(0.49400418996810913, 0.37138381600379944, 0.9999824166297913)","(0.4573740065097809, 0.37082549929618835, 0.9999753832817078)","(0.45086055994033813, 0.37123796343803406, 0.9999703168869019)","(0.44462287425994873, 0.3715924620628357, 0.9999687075614929)","(0.5051233768463135, 0.37681058049201965, 0.9999551177024841)","(0.4337293803691864, 0.377828449010849, 0.9999418258666992)","(0.4835427701473236, 0.3922434449195862, 0.9999954104423523)","(0.45364996790885925, 0.391440749168396, 0.9999920725822449)","(0.5616097450256348, 0.43417051434516907, 0.9999979138374329)","(0.3758060932159424, 0.43126222491264343, 0.9999544620513916)","(0.579748809337616, 0.504741370677948, 0.9935848116874695)","(0.3253408670425415, 0.49768534302711487, 0.9859992861747742)","(0.5896804928779602, 0.5626727342605591, 0.9977109432220459)","(0.29577672481536865, 0.5574204921722412, 0.9803849458694458)"
"(0.4679875075817108, 0.38015955686569214, 0.9999927878379822)","(0.4787413477897644, 0.37075698375701904, 0.9999812841415405)","(0.48633602261543274, 0.37096676230430603, 0.9999793171882629)","(0.4938564598560333, 0.3713298439979553, 0.9999812245368958)","(0.4567684829235077, 0.3707371950149536, 0.9999735355377197)","(0.45023342967033386, 0.37115421891212463, 0.9999681115150452)","(0.44376736879348755, 0.3715134561061859, 0.9999664425849915)","(0.5049880146980286, 0.37679433822631836, 0.9999517798423767)","(0.43269413709640503, 0.3777841627597809, 0.9999367594718933)","(0.4830845594406128, 0.3922079801559448, 0.9999950528144836)","(0.452842652797699, 0.3914209008216858, 0.9999913573265076)","(0.5610702037811279, 0.43379485607147217, 0.9999978542327881)","(0.37494632601737976, 0.43126431107521057, 0.9999514222145081)","(0.5792644619941711, 0.504226565361023, 0.9934430718421936)","(0.3249858021736145, 0.4976963996887207, 0.9854074716567993)","(0.588553249835968, 0.5623028874397278, 0.997633159160614)","(0.2956561744213104, 0.557478666305542, 0.9796380996704102)"
"(0.4673596918582916, 0.38004133105278015, 0.9999926090240479)","(0.47843900322914124, 0.3706332743167877, 0.9999806880950928)","(0.486082524061203, 0.370840460062027, 0.9999786615371704)","(0.4936598539352417, 0.3712293803691864, 0.999980628490448)","(0.4560307562351227, 0.37064269185066223, 0.9999725818634033)","(0.4494589567184448, 0.3710651695728302, 0.9999669194221497)","(0.44279512763023376, 0.37143000960350037, 0.9999651908874512)","(0.5048307180404663, 0.37673866748809814, 0.9999504089355469)","(0.4318869411945343, 0.3776824176311493, 0.999934196472168)","(0.4826144278049469, 0.3921300768852234, 0.9999948740005493)","(0.4521348476409912, 0.39137354493141174, 0.9999909996986389)","(0.5600367188453674, 0.4336053133010864, 0.9999977946281433)","(0.3743550479412079, 0.4312382936477661, 0.9999492764472961)","(0.5787480473518372, 0.5040825009346008, 0.993351936340332)","(0.324775755405426, 0.49769851565361023, 0.9848346710205078)","(0.5873477458953857, 0.5620283484458923, 0.9975677728652954)","(0.29560837149620056, 0.5574847459793091, 0.9790125489234924)"
"(0.4665693938732147, 0.3800378739833832, 0.9999923706054688)","(0.4779677093029022, 0.3706172704696655, 0.9999799728393555)","(0.4856361746788025, 0.3708225190639496, 0.9999778866767883)","(0.4932979345321655, 0.3712162971496582, 0.9999799728393555)","(0.45518746972084045, 0.3706331253051758, 0.9999712705612183)","(0.4485788345336914, 0.3710586130619049, 0.999965250492096)","(0.4417148232460022, 0.3714253306388855, 0.9999632835388184)","(0.5046090483665466, 0.3767382502555847, 0.9999491572380066)","(0.4310140907764435, 0.3776744306087494, 0.999930739402771)","(0.4819016754627228, 0.3921315371990204, 0.999994695186615)","(0.45126020908355713, 0.3914007544517517, 0.9999905824661255)","(0.559272825717926, 0.4332612156867981, 0.9999977350234985)","(0.3738994896411896, 0.4312344491481781, 0.9999471306800842)","(0.5783594846725464, 0.5036919116973877, 0.9933673143386841)","(0.32474493980407715, 0.49772754311561584, 0.9842226505279541)","(0.5867788791656494, 0.5619198083877563, 0.9975292682647705)","(0.2955920398235321, 0.5575129389762878, 0.9783319234848022)"
"(0.4653399586677551, 0.38001149892807007, 0.9999922513961792)","(0.47725361585617065, 0.3705579340457916, 0.9999796152114868)","(0.4849286675453186, 0.37075334787368774, 0.9999775290489197)","(0.4926735758781433, 0.3711518943309784, 0.9999796748161316)","(0.45399555563926697, 0.37059929966926575, 0.9999704360961914)","(0.44742918014526367, 0.3710249662399292, 0.99996417760849)","(0.4402381479740143, 0.3713930547237396, 0.9999619126319885)","(0.5042101740837097, 0.3766973316669464, 0.9999487400054932)","(0.43014881014823914, 0.37759920954704285, 0.999927818775177)","(0.48100635409355164, 0.3921191394329071, 0.9999945759773254)","(0.4501549005508423, 0.3914022445678711, 0.9999902844429016)","(0.5588458776473999, 0.43324407935142517, 0.9999977350234985)","(0.3736359477043152, 0.43127262592315674, 0.9999452233314514)","(0.5783117413520813, 0.5036637783050537, 0.9934366941452026)","(0.32472723722457886, 0.4977788031101227, 0.983516275882721)","(0.5867193341255188, 0.561887800693512, 0.9975036382675171)","(0.295585960149765, 0.5575363636016846, 0.9775908589363098)"
"(0.46398988366127014, 0.3799753189086914, 0.9999921321868896)","(0.4764997065067291, 0.3704879581928253, 0.9999794363975525)","(0.48416680097579956, 0.3706758916378021, 0.9999774098396301)","(0.49201712012290955, 0.37107884883880615, 0.9999796152114868)","(0.4529188871383667, 0.37055131793022156, 0.9999697804450989)","(0.4463501274585724, 0.37097588181495667, 0.9999632239341736)","(0.4388415813446045, 0.3713471293449402, 0.999960720539093)","(0.5038259029388428, 0.3766350746154785, 0.9999487996101379)","(0.4293409585952759, 0.3774840533733368, 0.999924898147583)","(0.4799938201904297, 0.3921023905277252, 0.9999945163726807)","(0.44899630546569824, 0.3914030194282532, 0.9999899864196777)","(0.5585466623306274, 0.433219850063324, 0.9999977350234985)","(0.37344980239868164, 0.4312731921672821, 0.9999428391456604)","(0.5783581137657166, 0.5036183595657349, 0.9935034513473511)","(0.32472309470176697, 0.49776846170425415, 0.9825133681297302)","(0.5867548584938049, 0.5618888735771179, 0.9974788427352905)","(0.2955471873283386, 0.5575453042984009, 0.9765394330024719)"
"(0.46314409375190735, 0.37966570258140564, 0.9999919533729553)","(0.475784033536911, 0.37017735838890076, 0.9999788999557495)","(0.48349711298942566, 0.3703515827655792, 0.9999769330024719)","(0.49138590693473816, 0.3707450032234192, 0.9999791979789734)","(0.4520759880542755, 0.37036699056625366, 0.9999687671661377)","(0.4454864263534546, 0.37082788348197937, 0.9999619126319885)","(0.4378321170806885, 0.3712264597415924, 0.9999591112136841)","(0.5034192800521851, 0.37639233469963074, 0.9999481439590454)","(0.42875057458877563, 0.3773828148841858, 0.9999215602874756)","(0.4794648289680481, 0.39181387424468994, 0.9999943971633911)","(0.4484424889087677, 0.391228586435318, 0.9999896287918091)","(0.5582779049873352, 0.43318241834640503, 0.9999977350234985)","(0.3733522891998291, 0.43127384781837463, 0.9999407529830933)","(0.5782790184020996, 0.5035807490348816, 0.9935349822044373)","(0.32467472553253174, 0.4977671504020691, 0.981852650642395)","(0.5867780447006226, 0.5618749260902405, 0.997458815574646)","(0.2955257296562195, 0.5575618743896484, 0.9758226275444031)"
"(0.4626043736934662, 0.379210889339447, 0.9999918341636658)","(0.47514280676841736, 0.36979877948760986, 0.9999784231185913)","(0.4828912913799286, 0.36997130513191223, 0.9999765157699585)","(0.4907818138599396, 0.3703494369983673, 0.9999788403511047)","(0.45155590772628784, 0.3700677752494812, 0.9999679923057556)","(0.4449478089809418, 0.3705608546733856, 0.9999610781669617)","(0.4372860789299011, 0.3709861934185028, 0.9999581575393677)","(0.502905547618866, 0.37606653571128845, 0.9999474287033081)","(0.42820826172828674, 0.37725919485092163, 0.9999194145202637)","(0.4789627492427826, 0.3913660943508148, 0.9999943375587463)","(0.44804462790489197, 0.390895813703537, 0.99998939037323)","(0.5580624341964722, 0.43310603499412537, 0.9999977350234985)","(0.3731405735015869, 0.43127426505088806, 0.999939501285553)","(0.5780957341194153, 0.5035746097564697, 0.9935275316238403)","(0.324489951133728, 0.4977780282497406, 0.9814983606338501)","(0.5869487524032593, 0.5618842840194702, 0.9974229335784912)","(0.2955043911933899, 0.5577632784843445, 0.9755443930625916)"
"(0.46201127767562866, 0.3785877823829651, 0.999991774559021)","(0.4743468761444092, 0.36926475167274475, 0.9999780654907227)","(0.4821377694606781, 0.36942926049232483, 0.9999761581420898)","(0.4899887144565582, 0.3697833716869354, 0.9999784827232361)","(0.45101040601730347, 0.3696804642677307, 0.9999675750732422)","(0.44439956545829773, 0.37022921442985535, 0.9999606609344482)","(0.4367077946662903, 0.3706972897052765, 0.9999577403068542)","(0.5022281408309937, 0.3757466971874237, 0.9999464750289917)","(0.4276658892631531, 0.37712857127189636, 0.9999184012413025)","(0.47845911979675293, 0.3906984031200409, 0.9999942779541016)","(0.447627991437912, 0.39041373133659363, 0.9999892115592957)","(0.5578939914703369, 0.4331018328666687, 0.9999976754188538)","(0.3729381263256073, 0.43127694725990295, 0.9999392032623291)","(0.5778473615646362, 0.5035701394081116, 0.9935451149940491)","(0.32418540120124817, 0.4979202449321747, 0.9814075827598572)","(0.5869908928871155, 0.5619046688079834, 0.9974268078804016)","(0.29546526074409485, 0.5578857660293579, 0.9755539298057556)"
"(0.46125155687332153, 0.378179132938385, 0.9999917149543762)","(0.4731404185295105, 0.36882054805755615, 0.9999776482582092)","(0.48097866773605347, 0.368925005197525, 0.9999756813049316)","(0.48884153366088867, 0.3692111372947693, 0.9999780058860779)","(0.4502902328968048, 0.36947140097618103, 0.9999673366546631)","(0.44368356466293335, 0.37008512020111084, 0.9999604225158691)","(0.43596941232681274, 0.3706017732620239, 0.9999576807022095)","(0.5014570355415344, 0.3753637969493866, 0.9999447464942932)","(0.4271654188632965, 0.37706053256988525, 0.9999180436134338)","(0.4778846502304077, 0.3900665044784546, 0.999994158744812)","(0.44722485542297363, 0.3900691866874695, 0.9999890327453613)","(0.5577932596206665, 0.433091938495636, 0.999997615814209)","(0.37281525135040283, 0.43129825592041016, 0.9999400973320007)","(0.5777773261070251, 0.5035482048988342, 0.9935351014137268)","(0.32407617568969727, 0.4983885586261749, 0.9815552830696106)","(0.5870699286460876, 0.5619050860404968, 0.9974308609962463)","(0.29544374346733093, 0.5579317808151245, 0.9759353995323181)"
"(0.46058353781700134, 0.37791556119918823, 0.9999916553497314)","(0.472377210855484, 0.3685030937194824, 0.9999774694442749)","(0.48025915026664734, 0.36856937408447266, 0.9999754428863525)","(0.48811858892440796, 0.3688093423843384, 0.9999777674674988)","(0.44968336820602417, 0.369304358959198, 0.9999672770500183)","(0.4430428445339203, 0.36996808648109436, 0.9999603629112244)","(0.4352153539657593, 0.37051713466644287, 0.9999576807022095)","(0.5009725093841553, 0.37503689527511597, 0.9999439716339111)","(0.42658311128616333, 0.37698012590408325, 0.9999178647994995)","(0.4773133397102356, 0.38968297839164734, 0.9999940991401672)","(0.446752667427063, 0.38986411690711975, 0.9999889135360718)","(0.5577582716941833, 0.43310070037841797, 0.9999975562095642)","(0.3725965619087219, 0.4314117729663849, 0.9999402165412903)","(0.5776160955429077, 0.5035242438316345, 0.9934791326522827)","(0.3237995505332947, 0.49862462282180786, 0.9814320206642151)","(0.5872673392295837, 0.5618942379951477, 0.9973995089530945)","(0.29541659355163574, 0.557998776435852, 0.97585129737854)"
"(0.4598405361175537, 0.37789246439933777, 0.9999914169311523)","(0.47162875533103943, 0.3684476315975189, 0.9999767541885376)","(0.4795496165752411, 0.36850133538246155, 0.9999747276306152)","(0.48740726709365845, 0.36872780323028564, 0.9999770522117615)","(0.44899579882621765, 0.3692932426929474, 0.9999663829803467)","(0.4423583149909973, 0.36996451020240784, 0.9999592900276184)","(0.4345175623893738, 0.37051573395729065, 0.999956488609314)","(0.5005344152450562, 0.3749485909938812, 0.9999419450759888)","(0.4262051582336426, 0.37696877121925354, 0.9999150037765503)","(0.47664692997932434, 0.3896220326423645, 0.9999938607215881)","(0.44627776741981506, 0.38984811305999756, 0.9999884366989136)","(0.5577168464660645, 0.4331069588661194, 0.9999974370002747)","(0.3725167512893677, 0.4315057396888733, 0.9999399781227112)","(0.5775442719459534, 0.503449022769928, 0.993452787399292)","(0.32380983233451843, 0.49862533807754517, 0.9812695980072021)","(0.5873167514801025, 0.5617702603340149, 0.9973685145378113)","(0.2954097092151642, 0.557799756526947, 0.9757044315338135)"
"(0.4595205783843994, 0.3779054880142212, 0.9999914169311523)","(0.4713011682033539, 0.36845433712005615, 0.9999764561653137)","(0.4791787564754486, 0.3685058653354645, 0.9999743700027466)","(0.4870237112045288, 0.36873674392700195, 0.999976634979248)","(0.4486706256866455, 0.3693147599697113, 0.9999662041664124)","(0.4420475959777832, 0.3699895739555359, 0.9999592304229736)","(0.43423545360565186, 0.3705483675003052, 0.9999564290046692)","(0.5001036524772644, 0.37495070695877075, 0.9999405741691589)","(0.4259372651576996, 0.3769738972187042, 0.9999150633811951)","(0.4762403666973114, 0.3896319270133972, 0.9999936819076538)","(0.44593697786331177, 0.38988521695137024, 0.9999881386756897)","(0.557647168636322, 0.433101624250412, 0.9999973773956299)","(0.3723791539669037, 0.43163010478019714, 0.9999412298202515)","(0.5775034427642822, 0.5033024549484253, 0.9934502840042114)","(0.32382380962371826, 0.4986679255962372, 0.9814919233322144)","(0.587472140789032, 0.5615891218185425, 0.9973517656326294)","(0.29540500044822693, 0.557680070400238, 0.9758116602897644)"
"(0.4592738747596741, 0.37791407108306885, 0.9999914169311523)","(0.47099119424819946, 0.36845725774765015, 0.9999763369560242)","(0.47881457209587097, 0.36851152777671814, 0.9999741911888123)","(0.48660290241241455, 0.3687456250190735, 0.9999764561653137)","(0.44843506813049316, 0.36932793259620667, 0.9999662041664124)","(0.4418383538722992, 0.3700079917907715, 0.999959409236908)","(0.43406638503074646, 0.37057554721832275, 0.9999566674232483)","(0.49958536028862, 0.37495145201683044, 0.999939501285553)","(0.4257641136646271, 0.37698525190353394, 0.9999154806137085)","(0.47581538558006287, 0.3896441161632538, 0.9999935626983643)","(0.4456862807273865, 0.3899056613445282, 0.9999879002571106)","(0.5575125813484192, 0.433102011680603, 0.9999973177909851)","(0.3722435235977173, 0.4317477345466614, 0.9999421238899231)","(0.5774971842765808, 0.5032252669334412, 0.9934350252151489)","(0.3238229751586914, 0.49873873591423035, 0.9815979599952698)","(0.5877892374992371, 0.5614246129989624, 0.9973457455635071)","(0.29536959528923035, 0.5576622486114502, 0.9759922623634338)"
"(0.4591592848300934, 0.37791740894317627, 0.9999915361404419)","(0.4708631634712219, 0.3684605360031128, 0.9999764561653137)","(0.47866517305374146, 0.36851492524147034, 0.9999743700027466)","(0.4864330589771271, 0.3687487840652466, 0.9999765157699585)","(0.44830581545829773, 0.3693283200263977, 0.9999666810035706)","(0.4417249858379364, 0.3700084090232849, 0.9999601244926453)","(0.4339835047721863, 0.3705765902996063, 0.9999575018882751)","(0.4993208646774292, 0.3749343156814575, 0.9999394416809082)","(0.42565473914146423, 0.3769835829734802, 0.9999178051948547)","(0.47563618421554565, 0.3896433413028717, 0.9999935626983643)","(0.445555716753006, 0.38990503549575806, 0.9999880194664001)","(0.5573960542678833, 0.43310949206352234, 0.9999972581863403)","(0.372109979391098, 0.4319004416465759, 0.9999436736106873)","(0.577419102191925, 0.5032140612602234, 0.9934005737304688)","(0.3238195478916168, 0.4989814758300781, 0.9819396734237671)","(0.5881210565567017, 0.5612757205963135, 0.997334361076355)","(0.2953642010688782, 0.5576735138893127, 0.9764105081558228)"
"(0.4590652287006378, 0.3779187798500061, 0.9999915957450867)","(0.4707435369491577, 0.36846357583999634, 0.999976634979248)","(0.4785138666629791, 0.36851808428764343, 0.9999745488166809)","(0.4862477481365204, 0.3687518835067749, 0.9999765753746033)","(0.4481980502605438, 0.3693300485610962, 0.9999672174453735)","(0.44162777066230774, 0.37001222372055054, 0.9999608993530273)","(0.43392831087112427, 0.3705848455429077, 0.9999583959579468)","(0.4990442395210266, 0.3749183714389801, 0.9999396204948425)","(0.4255618751049042, 0.3769908845424652, 0.9999202489852905)","(0.4754820168018341, 0.3896399140357971, 0.999993622303009)","(0.4454551339149475, 0.3899022340774536, 0.9999881982803345)","(0.557174801826477, 0.4331103265285492, 0.9999971985816956)","(0.37197408080101013, 0.43203768134117126, 0.9999450445175171)","(0.5774027109146118, 0.5031246542930603, 0.9933359622955322)","(0.32381096482276917, 0.499114990234375, 0.9822561144828796)","(0.588470458984375, 0.5609278082847595, 0.9973081350326538)","(0.29535993933677673, 0.557758629322052, 0.9767548441886902)"
"(0.45896005630493164, 0.3779149353504181, 0.9999915957450867)","(0.4706484377384186, 0.3684639632701874, 0.9999767541885376)","(0.47841984033584595, 0.36851707100868225, 0.9999746084213257)","(0.4861535429954529, 0.36875051259994507, 0.9999766945838928)","(0.4481039345264435, 0.36933067440986633, 0.9999675750732422)","(0.4415523111820221, 0.37001314759254456, 0.9999613165855408)","(0.43389445543289185, 0.37058645486831665, 0.9999590516090393)","(0.4989127814769745, 0.37488582730293274, 0.9999397397041321)","(0.42552539706230164, 0.3769877851009369, 0.9999219179153442)","(0.4753904640674591, 0.3896150290966034, 0.9999936819076538)","(0.4453708231449127, 0.3898788094520569, 0.999988317489624)","(0.557098925113678, 0.4330955743789673, 0.9999971985816956)","(0.37195149064064026, 0.4320633113384247, 0.9999459385871887)","(0.5774001479148865, 0.5031152963638306, 0.9932208061218262)","(0.32380813360214233, 0.4993523359298706, 0.9824187755584717)","(0.5891515612602234, 0.5605958700180054, 0.9972859621047974)","(0.2950192093849182, 0.5578898787498474, 0.9769594669342041)"
"(0.4587886929512024, 0.37793073058128357, 0.9999915957450867)","(0.4704604744911194, 0.3684695363044739, 0.9999769330024719)","(0.47824013233184814, 0.3685196340084076, 0.9999747276306152)","(0.48597463965415955, 0.3687535226345062, 0.9999768137931824)","(0.4479636549949646, 0.36935657262802124, 0.9999679923057556)","(0.4414317309856415, 0.3700389862060547, 0.9999617338180542)","(0.4338337182998657, 0.37061646580696106, 0.9999597072601318)","(0.49873214960098267, 0.3748590648174286, 0.9999399781227112)","(0.42549577355384827, 0.3769936263561249, 0.9999237656593323)","(0.4751977324485779, 0.38961783051490784, 0.9999937415122986)","(0.4452638030052185, 0.3898872435092926, 0.9999884963035583)","(0.5570654273033142, 0.4330558776855469, 0.9999971985816956)","(0.3719499111175537, 0.432111531496048, 0.999947190284729)","(0.5775237679481506, 0.5031119585037231, 0.9930845499038696)","(0.32373616099357605, 0.4994603097438812, 0.9826063513755798)","(0.5895144939422607, 0.5601612329483032, 0.9972493052482605)","(0.294249564409256, 0.5579836368560791, 0.9772388935089111)"
"(0.45860329270362854, 0.3779456913471222, 0.9999915361404419)","(0.4702783524990082, 0.3684718906879425, 0.9999769926071167)","(0.4780815839767456, 0.368522047996521, 0.99997478723526)","(0.48582103848457336, 0.3687550723552704, 0.9999768137931824)","(0.4477977752685547, 0.36936816573143005, 0.9999681711196899)","(0.44127193093299866, 0.37005168199539185, 0.9999619722366333)","(0.4337034225463867, 0.37063223123550415, 0.9999600052833557)","(0.4986148476600647, 0.3748391568660736, 0.9999401569366455)","(0.4253948926925659, 0.3769945204257965, 0.9999244809150696)","(0.4749968945980072, 0.3896442949771881, 0.9999937415122986)","(0.44509878754615784, 0.3899111747741699, 0.9999885559082031)","(0.557061493396759, 0.4330257773399353, 0.9999971985816956)","(0.3719465136528015, 0.43211105465888977, 0.9999480843544006)","(0.5775229334831238, 0.5031525492668152, 0.9930554628372192)","(0.32375311851501465, 0.49940022826194763, 0.9826694130897522)","(0.5897912383079529, 0.5599254369735718, 0.9972191452980042)","(0.29380083084106445, 0.5578836798667908, 0.9773719906806946)"
