nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.46177630324463836, 0.3787164266431812)","(0.474097700733128, 0.36931265963541127)","(0.4818992599462862, 0.36944789159825986)","(0.4897871456501933, 0.36977836691138427)","(0.45080239622743074, 0.3697761406987427)","(0.4441924477234874, 0.37033028959672293)","(0.43643513224619623, 0.37079991417609254)","(0.5022085657764437, 0.37572005877405973)","(0.42759083006487675, 0.3771507611502587)","(0.47833411690794325, 0.39073074523941426)","(0.4474983825272345, 0.3904962346548253)","(0.5579270323117587, 0.4331157175533153)","(0.3729551726287903, 0.4312962397828811)","(0.5779247474281395, 0.5035686383158465)","(0.3242441577650179, 0.4980897183045929)","(0.5869727554299071, 0.5619109322974744)","(0.29547196980956614, 0.5578315312212175)"
"(0.46112517126790387, 0.378352100963082)","(0.4732599563393014, 0.36895609971804577)","(0.4811003675688685, 0.369066619164461)","(0.4889807018922492, 0.3693638729465599)","(0.45019664978369783, 0.3695596877511573)","(0.44357288015750285, 0.37015855624959265)","(0.4357865704939925, 0.37066128606840804)","(0.5016188373515666, 0.37542628602826034)","(0.42709195134523126, 0.37706803302942815)","(0.477780579061776, 0.3902844294106774)","(0.4470827280780384, 0.3902203990862928)","(0.5578267772992463, 0.4330992026901477)","(0.37280278939467293, 0.43133787744806734)","(0.5777880849538162, 0.503527273803881)","(0.32407777751242434, 0.498243638616065)","(0.5870743260517, 0.5618861937300599)","(0.2954467114729765, 0.5578648891204454)"
"(0.4605658695553298, 0.378065485984852)","(0.4724961806149482, 0.36866823081925837)","(0.48036432419067876, 0.3687554094897013)","(0.4882262797205609, 0.36902216993845505)","(0.44965656653984537, 0.36939377210912805)","(0.4430290786397494, 0.37003125670628745)","(0.4352361058299645, 0.370562328394755)","(0.5010388462971429, 0.3751828727466529)","(0.426656348166211, 0.3770109988870607)","(0.4772606560817141, 0.38991435014562537)","(0.44671581029058427, 0.3900001524211652)","(0.5577530740024338, 0.4330923150191506)","(0.37264959316153706, 0.4314081938394587)","(0.5776550910133872, 0.503480730078994)","(0.3239352244597222, 0.4984172809096216)","(0.5871973792156152, 0.5618436703315159)","(0.29542569486133485, 0.5578607996026965)"
"(0.46005032640515053, 0.37790051519454027)","(0.4718407324421944, 0.36848862069748023)","(0.479714217163745, 0.36855649621614567)","(0.4875554078386668, 0.3687998846277498)","(0.4491739615554864, 0.36930095475592617)","(0.4425495695539853, 0.36996514133084424)","(0.4347496293224664, 0.3705164633152932)","(0.5004933239557815, 0.3750208630845271)","(0.42627555326426314, 0.3769775328936285)","(0.47673845291137795, 0.38967714707056766)","(0.4463399106805984, 0.3898718707211376)","(0.5576766680726373, 0.43309588574029445)","(0.3724900208292038, 0.43151323264573377)","(0.5775575362719034, 0.5034161208670744)","(0.32383688068612265, 0.4985814075786762)","(0.58733058864976, 0.5617627084672046)","(0.29543416288904994, 0.557821053308208)"
"(0.4596217410825637, 0.3778404351019923)","(0.47133706131459496, 0.3684040505291429)","(0.4792010215195752, 0.36845747852103217)","(0.4870209898148393, 0.36868606115276803)","(0.4487644322824377, 0.36927257509498407)","(0.44214764272138607, 0.3699534045649583)","(0.4343434395767879, 0.37051750243682763)","(0.5000300613733449, 0.3749301086216826)","(0.42597581435750503, 0.376966244065679)","(0.476290784515702, 0.38956549200978396)","(0.4460103844568178, 0.38982834078215306)","(0.5575861220871108, 0.433107106835693)","(0.37234927474202056, 0.4316360579504009)","(0.5774861643642268, 0.50333930103929)","(0.32379960055117907, 0.4987409734503661)","(0.5875340447281359, 0.5616364613835362)","(0.2954754343121764, 0.5577603557726732)"
"(0.45931733564619237, 0.3778572892531379)","(0.47100871016373547, 0.3684010739787761)","(0.47885015245640017, 0.36844795004471276)","(0.48664893081416166, 0.36867173644768414)","(0.44846841373365887, 0.36928870482044696)","(0.4418638716071923, 0.3699746281255939)","(0.43407767365028904, 0.3705438682527261)","(0.49965499199075963, 0.37489360452809894)","(0.4257696893387472, 0.3769696415304312)","(0.47593097718723554, 0.3895581757827803)","(0.44575455242937356, 0.3898446597419427)","(0.557479770589265, 0.43310997195732986)","(0.37222326795260186, 0.4317674453441923)","(0.5774526315413445, 0.5032589377223206)","(0.3237934364722332, 0.4988868737415289)","(0.5878319882012759, 0.5614356220741106)","(0.29545092881420615, 0.5577384833689348)"
"(0.45911076859438715, 0.37788946728606404)","(0.47081527551571073, 0.36842942793608346)","(0.4786311206006236, 0.368479037270958)","(0.4864049545534851, 0.3687074487998499)","(0.44826642463813104, 0.36931071796895265)","(0.4416793987745459, 0.36999502882257285)","(0.4339308521964343, 0.3705653651749901)","(0.4993440634581881, 0.3748974091523185)","(0.4256317414742814, 0.37697653010452903)","(0.4756460858808541, 0.38959618645670335)","(0.4455514285531087, 0.38987436591884284)","(0.5573375783600185, 0.43311959796852256)","(0.3721053607952909, 0.43189005515514367)","(0.5774248153457565, 0.5031944317417555)","(0.32378482075282256, 0.4990082384545219)","(0.5881801065587232, 0.561190854002547)","(0.29530591835508874, 0.5578289743347891)"
"(0.4589726990892069, 0.3779179363539733)","(0.4706702855500319, 0.36845844324096455)","(0.47846395680398757, 0.36851072047418176)","(0.4862177425470118, 0.3687439608129318)","(0.4481309673863979, 0.36933420539458117)","(0.44156541343613476, 0.370016238280944)","(0.43386879125675215, 0.3705880225121566)","(0.499079529708361, 0.37490710143720707)","(0.42556171317200653, 0.37698675105066093)","(0.4754344395824256, 0.3896273029295167)","(0.44541039027812135, 0.3898965394024535)","(0.5571933851375458, 0.43310578136177424)","(0.3720265911731417, 0.43198473220105027)","(0.5774021771126427, 0.5031548445319252)","(0.3237960291353424, 0.4991344982510691)","(0.5885183447168714, 0.5608774487510996)","(0.29506167317881793, 0.55789380140238)"
"(0.4588881801892004, 0.37792766906998454)","(0.47058112290633686, 0.36846865432245823)","(0.4783618081282912, 0.3685225254589035)","(0.48610217400364214, 0.3687587982013239)","(0.44804702265001495, 0.3693453688999442)","(0.4414962529441425, 0.3700279311422432)","(0.43384390214940144, 0.3706031684831036)","(0.4988849685464439, 0.3748983463624148)","(0.425507583679298, 0.3769913202538087)","(0.4752958352332359, 0.38963501923012095)","(0.44531428723624356, 0.3899019172975242)","(0.5571027459242417, 0.4330783958757405)","(0.3719730575879423, 0.4320611092316252)","(0.5773564068587522, 0.5031708053775611)","(0.3237779278716292, 0.49925820539881405)","(0.5889340879478111, 0.5605918038419366)","(0.2947525233377672, 0.5578790450151717)"
"(0.4588363423491979, 0.3779332202909162)","(0.470559631194269, 0.3684723491852108)","(0.47833475123196595, 0.3685277151616867)","(0.48606662997554895, 0.3687667452788861)","(0.44799643518763643, 0.36935226060015974)","(0.44145803108359927, 0.370034361844297)","(0.4338421777133906, 0.37061058828880816)","(0.49877850971855586, 0.3748783446969972)","(0.4254890198890988, 0.3769899773430999)","(0.4752119025845082, 0.3896366529392482)","(0.4452522210863652, 0.38990075472907393)","(0.557131714893111, 0.43306145780570116)","(0.37194754791148693, 0.43210211166968804)","(0.57736736160892, 0.5032246064194998)","(0.323760865382104, 0.499340169357532)","(0.5893951077839169, 0.5603340382064707)","(0.29442422672029483, 0.5577115062233463)"
"(0.45877791138795804, 0.377930315085503)","(0.47051557954096945, 0.3684717115961318)","(0.4782932033905627, 0.36852482551739285)","(0.48602323744680603, 0.36876390287370475)","(0.4479476526066983, 0.3693517438181638)","(0.44142336737025967, 0.37003070317504094)","(0.4338394271466013, 0.37060464769254553)","(0.498708181656325, 0.37485382690296387)","(0.42548773310957066, 0.3769809812098958)","(0.4751466432790389, 0.3896363316438145)","(0.44520298931704355, 0.38989115990958934)","(0.557260883715882, 0.43307861011900917)","(0.37193087708977907, 0.432141604957048)","(0.5774664007700419, 0.5032181407743967)","(0.32375067277943964, 0.499405612687132)","(0.5899108049474965, 0.5600155537778693)","(0.29411165079314733, 0.5574061912256533)"
"(0.4586521204396016, 0.37789502538445474)","(0.4703243165721992, 0.36845877919441694)","(0.4781112346476896, 0.36851006607353626)","(0.48583913467703, 0.3687409241716353)","(0.44784359130270374, 0.36932340528303725)","(0.44133022719329984, 0.36999668337248504)","(0.4337808778097033, 0.3705659057849501)","(0.4985810955921264, 0.3748018225450902)","(0.42542888331802386, 0.3769557080763489)","(0.47501753545029834, 0.38961031095131377)","(0.4451408306340803, 0.38983761409779616)","(0.5574593477315848, 0.4330695090871878)","(0.3719670684326509, 0.4321409192257559)","(0.5778470650697378, 0.5031010033367409)","(0.32379011229757454, 0.4993943809629331)","(0.5904828718492214, 0.5596449257054819)","(0.29383897760531347, 0.5569238220895099)"
"(0.4584393993818965, 0.3778099750444336)","(0.4699613258138413, 0.36840844133517203)","(0.47776558800733, 0.3684623744382177)","(0.48549085883271825, 0.36868797579567547)","(0.447668652920735, 0.3692524437998844)","(0.44115462253143833, 0.3699261708693079)","(0.4336398239041273, 0.3704975191113007)","(0.49839348045540405, 0.3747197650807173)","(0.4252816860353483, 0.3769216507603802)","(0.4748270564423862, 0.38954469172548944)","(0.44504803335750115, 0.389737514765947)","(0.557686418364377, 0.4328789197620544)","(0.37205829084058545, 0.4320795724303026)","(0.5784079351903132, 0.5027772984304638)","(0.3238744583580051, 0.4993083724330921)","(0.591051298699458, 0.5591921042173349)","(0.29363680316573876, 0.5562837260030656)"
"(0.4581248264907411, 0.37786740926040163)","(0.4693936165812975, 0.3684039365995188)","(0.4772229454456242, 0.3684389882988037)","(0.48494754943536544, 0.36863991180500033)","(0.44737475853422126, 0.36931110831685354)","(0.4408347291268401, 0.37000467623030464)","(0.43335188630021904, 0.37060610189304566)","(0.4981196107286406, 0.3746254576808653)","(0.4250199873964279, 0.3769890637525598)","(0.47458806967401934, 0.3895842846318011)","(0.44489339355266555, 0.38982923617174103)","(0.5579093244525948, 0.4325179830019855)","(0.37218529701510866, 0.43197585520766646)","(0.5790510845906819, 0.5023016699683149)","(0.32393656160448053, 0.49915176289620755)","(0.5915318734440227, 0.5586983539285649)","(0.29355307420094867, 0.5555947464662844)"
"(0.4577077497969151, 0.3780903676589894)","(0.46866118324386585, 0.3684584786702989)","(0.4765244266647847, 0.3684483908967824)","(0.4842438437999833, 0.3686006035143409)","(0.4469644737827204, 0.3695257147014288)","(0.44036909708610045, 0.3702596234969612)","(0.4329052866894614, 0.37091709301744114)","(0.497786462445916, 0.37451543257786757)","(0.42466187761935964, 0.37714594720682704)","(0.4742938101569544, 0.3897257121431808)","(0.4446589542435609, 0.3901220094629665)","(0.5580903322268767, 0.4319424634768978)","(0.3723680361723296, 0.43182913406745627)","(0.5797360852048126, 0.5016561859832231)","(0.3240688627277506, 0.4989618832692688)","(0.5921027433900022, 0.5581804388886578)","(0.2935684732484935, 0.5549629741893237)"
"(0.45718628779435866, 0.3784337061824229)","(0.46777233877382174, 0.36855125086846685)","(0.4756621635738241, 0.36846972880385775)","(0.4833582707774121, 0.3685530937496051)","(0.44644777535836555, 0.3698663241240814)","(0.43978537837942255, 0.37066004631958444)","(0.4323175184098722, 0.3713972744963949)","(0.49737869227405024, 0.37438866232102924)","(0.42424779789986955, 0.37739819927371265)","(0.4739235089375433, 0.3899366650686962)","(0.44436369457722913, 0.39056576256985515)","(0.5581095171419347, 0.4312256490572914)","(0.3724991995971527, 0.43167386091116794)","(0.5805037595453253, 0.5009092405820514)","(0.32434900309934, 0.49888210328586835)","(0.5927997434333778, 0.5575956272912205)","(0.2936488754682614, 0.5544974269011094)"
"(0.4566871708645419, 0.3788508980563201)","(0.466901303935441, 0.368673827959386)","(0.47478892815696716, 0.36851007878641506)","(0.48247251734311314, 0.36851980761214653)","(0.44587817489406256, 0.37028035320046426)","(0.4391566012011273, 0.3711497170247128)","(0.43163814008374957, 0.3719805317880954)","(0.49697483030510503, 0.37426182752722703)","(0.42377834768840017, 0.3777349284895658)","(0.47363159734330357, 0.39019635917145695)","(0.4440721232435374, 0.39110738782338134)","(0.5580775136158472, 0.43046312954598187)","(0.37271686158813877, 0.43153312260454446)","(0.5812448377097972, 0.5001743691506653)","(0.3248904970559214, 0.4988849675738739)","(0.5935609621323641, 0.5570335791105447)","(0.29397944706581197, 0.5542608206366615)"
"(0.45644854276608293, 0.37938428946308406)","(0.46632564456868664, 0.36890074110531385)","(0.4741874285094398, 0.3686640546733135)","(0.481871170944824, 0.36859802801014463)","(0.4454510851061993, 0.3707685186451696)","(0.4386947274485955, 0.37170546364673174)","(0.4311166265349853, 0.37262514171066896)","(0.4966782353002163, 0.3741852409772948)","(0.42333193682568426, 0.3781366769945157)","(0.4736206477338627, 0.39055264350417696)","(0.44395800445463374, 0.3917312057979743)","(0.5582111551489319, 0.4297265268011258)","(0.3731128709577466, 0.4313897645417914)","(0.5819641057150082, 0.49951084934192486)","(0.3256280338152868, 0.49887334584912046)","(0.5943559793047706, 0.556476806288278)","(0.2946567326992548, 0.5539870778997473)"
"(0.4566264470696181, 0.37993952666685105)","(0.46621161991066135, 0.3691920467884676)","(0.4740244653119362, 0.3689078743502262)","(0.4817107433761483, 0.36877824508504786)","(0.4453680727170629, 0.37124422095316634)","(0.438615121763626, 0.3722351437959923)","(0.43106950739602756, 0.37322946340887775)","(0.4965566286257107, 0.37416703960834485)","(0.4231522734904354, 0.3785419122322464)","(0.4739554614037077, 0.3909553108793325)","(0.4441942751129756, 0.3923396171528707)","(0.5586207068605591, 0.4291133216488898)","(0.373604342515097, 0.43134732457585634)","(0.5826526106376483, 0.49900223130668625)","(0.32649666980985786, 0.49899646334159176)","(0.5951921040917345, 0.5560997970454356)","(0.29551861218083497, 0.5539494349962082)"
"(0.45720248226519333, 0.3805815672679945)","(0.4665963191252498, 0.3696015778677177)","(0.4743425505005685, 0.36929147393553485)","(0.4820292055745792, 0.36910777380972276)","(0.44559295333071003, 0.37173367164907556)","(0.4388997583261468, 0.3727359360470368)","(0.43146331153271733, 0.37377086768061485)","(0.4966557958881904, 0.3742672282776919)","(0.42321176698435803, 0.3789391002177089)","(0.4745936455565465, 0.3914844262433227)","(0.4447306561303316, 0.39296646565546334)","(0.5593058787859415, 0.4287421522023803)","(0.3742218848430757, 0.431429495900384)","(0.5834433632297129, 0.4987303088733933)","(0.32750327853889805, 0.49927555292080716)","(0.5960327907875714, 0.5559495255385813)","(0.2964986928832009, 0.5541669240086796)"
"(0.4581604852126204, 0.38117743462393694)","(0.46746280525392125, 0.3700403757306531)","(0.47517364390524497, 0.3697319878981672)","(0.48285247923888913, 0.3695105869314339)","(0.44621978474385904, 0.37214559629246985)","(0.43960258302155164, 0.3731211648954386)","(0.4324301290901122, 0.3741542466314809)","(0.49703921499230197, 0.37445394948368105)","(0.4236870441403431, 0.3792693339166672)","(0.47551731261618035, 0.39202096710949874)","(0.4455948239995614, 0.39348956588265027)","(0.5602332090998041, 0.42875001181811534)","(0.37493728417338823, 0.4316403272546542)","(0.5844065622016279, 0.49880536564024563)","(0.3285649568189837, 0.49967691628805233)","(0.5968316910150181, 0.5559651972530617)","(0.2975394158930218, 0.5545712484346415)"
"(0.4595716327498297, 0.3816593458880364)","(0.46884415192759776, 0.3704847088365852)","(0.47651914234483816, 0.3702051453379214)","(0.48415615869846756, 0.3699682566113691)","(0.44738439413217496, 0.37243036533291324)","(0.44079234925183475, 0.3733407834887791)","(0.43400316388457066, 0.3743318779902033)","(0.49764410522712244, 0.374709849938369)","(0.42462243483616846, 0.3794909931701944)","(0.4767191137050425, 0.39250928656760437)","(0.4468767672846655, 0.39382501630794275)","(0.5613234372405751, 0.4290495275895365)","(0.3757557956488824, 0.4318700687034989)","(0.5855641968044658, 0.4991125925020749)","(0.3296895836477798, 0.500079325654291)","(0.5974714485081772, 0.5562348663112234)","(0.298542390544932, 0.5550336643254574)"
"(0.46134213835765253, 0.38202938645869783)","(0.4706526896753522, 0.370884804528355)","(0.4782954798989651, 0.37064882696091794)","(0.4858528784799697, 0.37042232667093866)","(0.44903255481542226, 0.3726037682353208)","(0.44238104624348185, 0.3734318020738374)","(0.43603342500600045, 0.3743612700270058)","(0.4985968749145261, 0.37500031011087986)","(0.42602949605121565, 0.3796284856635104)","(0.47821029881775345, 0.39293741137831445)","(0.44853521303419286, 0.3940435327016399)","(0.5626562441979267, 0.4295275547565567)","(0.37675027476324147, 0.432068657486034)","(0.5867244983330764, 0.49966474401923155)","(0.3307163320082336, 0.5003919774418955)","(0.5979844523476567, 0.5566520978520813)","(0.2993906735679215, 0.555470981797973)"
"(0.46333827283276924, 0.38241486233986977)","(0.4727288639489875, 0.37126949971372514)","(0.4803591439357181, 0.3710605110321853)","(0.48781902890105455, 0.3708407464144121)","(0.4510108646535105, 0.37280494190040525)","(0.4442078318351364, 0.37355512783521894)","(0.43829577987566515, 0.37442850226011115)","(0.49990902670891524, 0.37528843562919856)","(0.4278127442706724, 0.37976446511584366)","(0.4799212262485977, 0.3933762229961679)","(0.450449382439083, 0.3943244473778571)","(0.5641671708135905, 0.43011742031379824)","(0.3778454089637133, 0.43221281541811096)","(0.5877537520337506, 0.5004186514930025)","(0.3315089451961035, 0.5006179809570324)","(0.5983262621995188, 0.5572059907557537)","(0.2999694647488901, 0.5559476775167161)"
"(0.4653076220364569, 0.38272894345797104)","(0.47493575218118533, 0.371573699798896)","(0.48259095864974083, 0.37137444397230607)","(0.48993898751018866, 0.3711598772546914)","(0.4531356785402997, 0.3729762999049997)","(0.446093856663138, 0.37365806463993034)","(0.44054621569204533, 0.37447714722239966)","(0.5016184788205973, 0.3755312750945288)","(0.4298553241021715, 0.37982588082482566)","(0.4816165208677601, 0.3937278368395256)","(0.45231739749441713, 0.3945681502074359)","(0.5656672235413321, 0.43066510231622823)","(0.3789834192582785, 0.43224939967924714)","(0.5885929600064306, 0.5011590847741207)","(0.3321911803075491, 0.5006478938745185)","(0.5986339772219993, 0.5577183242166526)","(0.300249534053403, 0.5563635717738771)"
"(0.4672077986604972, 0.38291311541915296)","(0.4771401272231337, 0.3717497767824123)","(0.48480686218866487, 0.37154307683586874)","(0.49201550669881394, 0.3713359834847758)","(0.4553570063797754, 0.37308028673792304)","(0.44806209616449977, 0.37370961869791197)","(0.4427007395070759, 0.37448000720330965)","(0.5035223307865215, 0.3757059925641777)","(0.43214304102606516, 0.3798227849957001)","(0.4832282911091706, 0.39394305899982496)","(0.4541410279301784, 0.39472539045594035)","(0.5670240517262825, 0.431247122568407)","(0.38010420714502924, 0.4321854821035087)","(0.5892283827552719, 0.5018599608561386)","(0.3327995064931045, 0.5005357918483683)","(0.5989251199302152, 0.5582860067729917)","(0.3003271711178322, 0.5565824276639599)"
"(0.468927545564159, 0.38297004181466265)","(0.47919669240226936, 0.37181726230052325)","(0.4868550419390628, 0.3715988016906604)","(0.49395326620493285, 0.3714080930172988)","(0.457467742872128, 0.3731102501595779)","(0.44995919856436145, 0.3737058184502572)","(0.4446116825500578, 0.3744361540237515)","(0.5055400256788269, 0.37581032792449354)","(0.4345046213734688, 0.3797673661530998)","(0.4847569853970509, 0.39402186877521966)","(0.4558014386183742, 0.3947892654470083)","(0.5682710749563927, 0.43175140085753955)","(0.3813506901819953, 0.43201875325405326)","(0.5895846684773776, 0.5022242351289684)","(0.3334212678295756, 0.500161062031638)","(0.5991523661813549, 0.5588489341569126)","(0.3004161373023949, 0.5564108489554535)"
"(0.47051732294209453, 0.3829915334572611)","(0.48108431787201955, 0.3718614590056856)","(0.4887253203036357, 0.3716345560717424)","(0.49574694308367745, 0.37145945916087)","(0.4594235948888304, 0.3731190038449844)","(0.45177084089437103, 0.3736882210472533)","(0.44632558104319553, 0.37438262523193255)","(0.5075317724045629, 0.3758813151112811)","(0.4367529547714697, 0.37968619497783895)","(0.486240364454844, 0.3940439653563341)","(0.45736014071878117, 0.39480869142047814)","(0.5696219430936813, 0.4323195144707793)","(0.38273605092977947, 0.4317813271825973)","(0.5897471651886461, 0.5026418745934557)","(0.3339699563724463, 0.499555074460024)","(0.5993349578552881, 0.5594160574855238)","(0.3005846294211903, 0.5558138723140009)"
"(0.47204272480277853, 0.3829504636339938)","(0.482860703429421, 0.37186096077198827)","(0.49047782697599906, 0.3716316669832028)","(0.4974531529944548, 0.3714756537011739)","(0.46130443939240207, 0.37308481245329966)","(0.4536009417686161, 0.373637896109295)","(0.448004339402651, 0.3743029545237142)","(0.5094816137304962, 0.3759191441924986)","(0.43898441838773633, 0.3795751605556292)","(0.4877016476262154, 0.39400870281777545)","(0.45891077555976645, 0.39477273356386633)","(0.57100402391874, 0.43292478768975684)","(0.3841186150526397, 0.43159390781031437)","(0.5897075877045153, 0.5032165622933493)","(0.3344292670557834, 0.4989497853325808)","(0.5993845391940417, 0.5600620112219069)","(0.30051861727710155, 0.5552226782956613)"
"(0.4733211889967228, 0.38296603253393546)","(0.4843350693340356, 0.37188746573486053)","(0.4919440666417708, 0.37165598269109207)","(0.4989117103301016, 0.37151488974377905)","(0.4628285239070733, 0.3730860802677136)","(0.45517070122532177, 0.3736167823795958)","(0.4493944153780157, 0.3742535588763541)","(0.5112118126351249, 0.37599225345747256)","(0.44085146615277454, 0.3794839979607473)","(0.4889838584375281, 0.39402521406854035)","(0.4602165388199565, 0.3947810591795514)","(0.5722554784554714, 0.4335751224370001)","(0.38543949198056016, 0.43147258915545594)","(0.5895846559729067, 0.5039182913886928)","(0.3348511778391332, 0.4983764096990343)","(0.599308850881938, 0.5608205145055609)","(0.30020666532305357, 0.5545492302843475)"
"(0.4743936397395778, 0.3829635377530459)","(0.48556699369337275, 0.37190228110148993)","(0.4931971834395048, 0.3716768373003658)","(0.5001855321697433, 0.37155501811932373)","(0.4641174835202865, 0.37308514229345513)","(0.4565557967393836, 0.3735987767056159)","(0.45067455343433294, 0.3742077805640266)","(0.5126996515514144, 0.376092567449406)","(0.44251960606286117, 0.379400061977494)","(0.49008987152771066, 0.39401701627633595)","(0.4613326430181811, 0.3947666058173555)","(0.5733723916929653, 0.43429889205174654)","(0.3866082953684266, 0.43141392859823585)","(0.5895769105646729, 0.5047439617432647)","(0.3351962954709031, 0.49788785995025564)","(0.5994586159577193, 0.5616300524253679)","(0.29974666835267016, 0.5538305794442462)"
"(0.47525563064988774, 0.38298856232549844)","(0.4865156190517631, 0.37195668256644127)","(0.4941461744842006, 0.3717401178427795)","(0.5011655498634695, 0.3716421296824394)","(0.46519565922674977, 0.3731109578431633)","(0.457745906773148, 0.37360915506914305)","(0.45182347381031696, 0.37419400598619446)","(0.5138301899383129, 0.37625681471713573)","(0.44398661683767365, 0.37934452635702914)","(0.4909570383858858, 0.3940349688063143)","(0.46227242500632054, 0.39475289028841387)","(0.5743526588508867, 0.43499668536486413)","(0.38766610580724514, 0.43139603803485793)","(0.5898032813639087, 0.5055277618494911)","(0.33548795933767983, 0.49747368311270795)","(0.5998334116313297, 0.5624686631011531)","(0.2990765292327727, 0.5531382919191492)"
"(0.4760587200140352, 0.38302233988866463)","(0.48734016066942565, 0.3720217570141487)","(0.4949602070666148, 0.37181521900050374)","(0.5020083386998087, 0.37173972422982227)","(0.4661737196928981, 0.37314513436842156)","(0.45882630118957024, 0.3736308793643701)","(0.4528845255469397, 0.37419704283589883)","(0.5148114438379294, 0.37643825340937986)","(0.4452589300128973, 0.3793228506208308)","(0.4917855891453369, 0.39406775677954486)","(0.4631733478921843, 0.3947622150113263)","(0.5753070823240404, 0.435646770786851)","(0.3886855728837446, 0.43143225334463237)","(0.5903574953546069, 0.5063200802791935)","(0.3356826005976802, 0.49720635127910195)","(0.6008322123603121, 0.5631981214165421)","(0.2982596418101755, 0.5525156912548015)"
"(0.4767749808329257, 0.3830371860301864)","(0.48808901369710733, 0.372080129412783)","(0.4957363162285253, 0.3718862136899739)","(0.5028359204322318, 0.37182975253025213)","(0.4670129562174533, 0.37317164926540125)","(0.45974031695119255, 0.37365376324086835)","(0.453806902561989, 0.3742125665113372)","(0.5157658762031513, 0.3766125824067984)","(0.4463032230491692, 0.3793341776568859)","(0.4925879362301959, 0.39410110085438543)","(0.46398093546187225, 0.39477148902166226)","(0.576228326850839, 0.4361397370452935)","(0.3896824626516915, 0.43146943323540055)","(0.5912621164377487, 0.5069278656463811)","(0.33578235001275103, 0.49700620096602466)","(0.602363084718621, 0.5637336690109105)","(0.29734493795530564, 0.5520297072150503)"
"(0.4774530908583494, 0.3830223282872944)","(0.488927597279872, 0.37212244752959567)","(0.4966521620889377, 0.3719440499246823)","(0.5038084823351652, 0.3719047788695585)","(0.46778716268517295, 0.37316911988880885)","(0.46054140421060513, 0.37364552932463685)","(0.45462419394846654, 0.3741972819491708)","(0.5167985212552808, 0.3767712008564075)","(0.44716285339324435, 0.37932897280979905)","(0.493360387625951, 0.3941300722546797)","(0.4646202362639653, 0.3947643390346527)","(0.5770681162814173, 0.4364668367764898)","(0.39056861379763547, 0.43150995869736664)","(0.5924559395352178, 0.5072370810664351)","(0.33585443689828776, 0.4967943302818122)","(0.6042860089204263, 0.5640001312280325)","(0.2964550767328362, 0.5515746389513538)"
"(0.4783356924018114, 0.3829752635427852)","(0.4900230513169226, 0.3721426025137209)","(0.49781269251883553, 0.37198272930992315)","(0.5049818841727475, 0.3719597622786932)","(0.46871772339016227, 0.37312567150676246)","(0.4614676732422321, 0.3735827202702466)","(0.45550194889793405, 0.37411699685461397)","(0.5178535501440099, 0.37690323591232383)","(0.4480107189058433, 0.37926149104302936)","(0.4942408033878941, 0.39415030768423454)","(0.46530622382819886, 0.39472924607061366)","(0.5777839957139443, 0.43667013946668903)","(0.3913472917946911, 0.43150508584398306)","(0.593801626514445, 0.5072270491462221)","(0.33589346911801676, 0.4964938198491976)","(0.606344590514969, 0.5641705554959947)","(0.29570879455490884, 0.5510812904729165)"
"(0.47943100194275345, 0.3828766346672484)","(0.49133456510541706, 0.3721298373940394)","(0.4991679385408666, 0.3719934450857575)","(0.5063133192506992, 0.3719862049276187)","(0.46978602487168486, 0.37301982067403894)","(0.4624976340707375, 0.37344297461020726)","(0.4564396793886786, 0.37395411924326694)","(0.5189356977567261, 0.3769872610941364)","(0.4488198129864015, 0.3791328481027304)","(0.4952712226441979, 0.39413926957092726)","(0.46608613497449625, 0.39464306268658755)","(0.5783562404570337, 0.4367095566851841)","(0.3919866904095345, 0.4314372397802935)","(0.595145733345362, 0.506820700663232)","(0.33591977081376706, 0.49608404555798796)","(0.6082853667941696, 0.5641512574849441)","(0.2952026717173754, 0.5505007809692342)"
"(0.48073451731588557, 0.38276285773668617)","(0.4928136612429774, 0.3721002891902887)","(0.5006697846876168, 0.3719864451523991)","(0.5077619623470984, 0.3719915097410036)","(0.4709562861419234, 0.3728806478577068)","(0.4635973688050037, 0.37326025990617384)","(0.45741283726859017, 0.3737445228444399)","(0.5199766029844762, 0.377028693130245)","(0.4495254511877661, 0.37897726302936163)","(0.496458013018807, 0.3941178389223592)","(0.467011519870559, 0.3945398512698006)","(0.5789476025910378, 0.4368032984661343)","(0.3925517860687149, 0.4313237164820834)","(0.5963195352565449, 0.5065640223609829)","(0.3359228266285857, 0.49558744383302983)","(0.6098617794630423, 0.5641270778673801)","(0.29494411003339605, 0.5499620297294131)"
