nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.4748144686777841, 0.3819497620170219)","(0.48568695637729725, 0.37219983839488613)","(0.4934698632269205, 0.372357096913812)","(0.5013106875903133, 0.37261700755232774)","(0.46379103860655124, 0.3726344634464023)","(0.45735146136550736, 0.373357275843899)","(0.45095554174799, 0.3740337401420094)","(0.5131350447247923, 0.37806414481087525)","(0.44129423112858246, 0.38019847064029444)","(0.4910695506281519, 0.39401619424631074)","(0.4605169886058871, 0.39392183731485997)","(0.5693711775999815, 0.4355052533822191)","(0.3862394989926229, 0.4302492279967515)","(0.5836558283625795, 0.5062441211758248)","(0.3279672241433246, 0.4942649755027755)","(0.5897163391669048, 0.5649064870981082)","(0.28835088209116716, 0.5536884583515455)"
"(0.47442956181950885, 0.3816884107245162)","(0.48533521943437014, 0.371993459952184)","(0.493042249710133, 0.37215791930963465)","(0.5008703583465044, 0.3724331544551546)","(0.4635758129727878, 0.3724032834971154)","(0.457152189977798, 0.3731119276343534)","(0.4507004720069877, 0.37376630667484245)","(0.5126844822387884, 0.37798669524404077)","(0.44098461146677115, 0.38005361898795786)","(0.49048352331826284, 0.3938248209603191)","(0.4600768154595569, 0.393745622921102)","(0.5689106158443277, 0.43524421317316253)","(0.38583018833940763, 0.4302238842824132)","(0.5835763299381829, 0.5058611072860408)","(0.3276963138774843, 0.4942503969569316)","(0.5897381215384525, 0.5647229702322646)","(0.28834580763792445, 0.5535778665876067)"
"(0.47404288418921103, 0.3816736871268096)","(0.48496921822463546, 0.3719436786113649)","(0.49261163595395313, 0.37210605646069034)","(0.5004235925652218, 0.37237748017400096)","(0.46333774806180583, 0.37235209311083006)","(0.45692413600730547, 0.3730376041852519)","(0.45042675420954603, 0.3736681307390306)","(0.5122668424964241, 0.37796270854267566)","(0.44074044152573366, 0.37994631680297486)","(0.48989835708013607, 0.3938196218097135)","(0.4596399886485868, 0.3937498299808777)","(0.5684148773446795, 0.43494389447576887)","(0.3854332231419356, 0.4301951764485784)","(0.5835272058462497, 0.5054290080681836)","(0.32745539440419635, 0.49423041856372374)","(0.589751826716471, 0.564543827986107)","(0.28834996613867137, 0.553414577092881)"
"(0.4736861748434179, 0.38191690929841965)","(0.48461842210420747, 0.3720612693360921)","(0.49222410774175485, 0.37220828252516786)","(0.5000150429480014, 0.372459056216243)","(0.46307938582413777, 0.372479517073621)","(0.4566730747828682, 0.3731274679129504)","(0.4501449199684304, 0.37372757706331006)","(0.5119049386544672, 0.37798419184896026)","(0.44053141505290394, 0.379880833459068)","(0.48937839054283394, 0.39404005826492217)","(0.45925956367057064, 0.39394920362737157)","(0.5679441851613695, 0.4346265583744147)","(0.3850822084016742, 0.4301587909390608)","(0.5835072118919225, 0.5050072462964458)","(0.3272805685624661, 0.4942010420185713)","(0.589756468376081, 0.5643977124096364)","(0.28835918262844107, 0.5532158560408313)"
"(0.4733927969610229, 0.38246947756180477)","(0.4843143045485447, 0.37239125426554814)","(0.49191829207893956, 0.3725109715839652)","(0.4996894704295216, 0.37271914761383296)","(0.46280670555043707, 0.37283480257699064)","(0.45640511710049203, 0.37342881614511747)","(0.4498545497586409, 0.3739914600248945)","(0.511636803478073, 0.3780755795937882)","(0.44032741898979155, 0.37987969249556475)","(0.48898663901504763, 0.39450982671517676)","(0.45897323428056275, 0.3943687918441843)","(0.5675508204873637, 0.43433502316475003)","(0.38480729691354354, 0.4301158874046006)","(0.583485433966409, 0.5046417393606593)","(0.32715949256381305, 0.49416759832477897)","(0.589754756930826, 0.5642937920588169)","(0.28838452856579644, 0.5530083775520337)"
"(0.4731393030612351, 0.38321111870534574)","(0.48405103368081237, 0.37285493977697937)","(0.49168287471180017, 0.37293809728744787)","(0.4994455704461177, 0.37308880638131536)","(0.46250203036484006, 0.37334712686794425)","(0.4560970577882452, 0.37388427996691087)","(0.44950948464564877, 0.37441111076406186)","(0.5114637864775324, 0.37821328355160155)","(0.44007293793149305, 0.3799407298748318)","(0.4887175311297536, 0.3951274796382539)","(0.4587313294549654, 0.3949324123231412)","(0.5672325625286248, 0.4340813988711182)","(0.3845743725905616, 0.43007391336914635)","(0.5834546636590325, 0.5043551794021013)","(0.3270568607292538, 0.49413511031991225)","(0.589745847495287, 0.5642114349734267)","(0.28843274337428493, 0.5528108797151181)"
"(0.47290466576467405, 0.38404935146823155)","(0.48382948106263446, 0.37339077344585486)","(0.4915144483804158, 0.37343364453815997)","(0.4992810217511692, 0.3735213279724129)","(0.4621738643496196, 0.37394520098512907)","(0.4557589663492225, 0.3744254263686697)","(0.4491204861855461, 0.3749191004496363)","(0.5113842219183784, 0.37838188980842885)","(0.4397601286570241, 0.3800431266948068)","(0.4885362503411897, 0.3958307128825118)","(0.45850230069149445, 0.39557482986461395)","(0.5669949549339324, 0.4338900159983655)","(0.38433812409292095, 0.43003804693411096)","(0.5833957086909913, 0.5041699858256442)","(0.326968538524944, 0.4941090989362954)","(0.5897250556167757, 0.564173282721105)","(0.28847263458169764, 0.5526549253430412)"
"(0.47269796039952644, 0.3848257696295126)","(0.4836511989156694, 0.37389443130482125)","(0.49139919418555145, 0.3739001829446343)","(0.49917054697350294, 0.3739286804949495)","(0.46185823753997257, 0.37450532243524204)","(0.4554325161558219, 0.3749308647948275)","(0.44873692196010245, 0.37539252791649336)","(0.5113168676972122, 0.3785411643259461)","(0.4394175991033906, 0.38014280719634896)","(0.488425197023335, 0.39648094571831705)","(0.458302651182478, 0.3961692774768206)","(0.5668442115917085, 0.4337536120192442)","(0.38405473394827494, 0.4300167375789109)","(0.583330968182127, 0.5040763865261934)","(0.32688609328303375, 0.49410130246813866)","(0.5896981476625931, 0.5641617272005782)","(0.2885039559194264, 0.5525608328116813)"
"(0.4725254581663724, 0.3854727899277969)","(0.4835141645722744, 0.37432548938653487)","(0.4913196077435733, 0.374302195085513)","(0.4990941684146038, 0.37428064522765536)","(0.4615790050624422, 0.37497596835200964)","(0.4551441539556562, 0.3753536753443302)","(0.44839584848263975, 0.3757860723770034)","(0.5112383621278076, 0.3786817270142223)","(0.43908417210990275, 0.3802275008810714)","(0.48834311663409874, 0.39700993096634035)","(0.45812833983025725, 0.39665924412109443)","(0.5667566598712159, 0.4336789754720844)","(0.38376141428113897, 0.4299985953283208)","(0.5832650822637255, 0.5040700737135126)","(0.3268066921851025, 0.49410530813646314)","(0.5896864908558518, 0.5641525640632179)","(0.28852412403324607, 0.5524876327503545)"
"(0.4724303342940378, 0.385860556489105)","(0.48343330774551885, 0.3746109691672122)","(0.4912749326034592, 0.37457580805380664)","(0.49904345632433167, 0.3745225820785922)","(0.4614049317119848, 0.37525526981253804)","(0.45495750326098916, 0.3755949122922412)","(0.4481848833999999, 0.37600142416698473)","(0.5111375334379566, 0.3787833143781123)","(0.43881781479139803, 0.3802703152169723)","(0.4882759827694981, 0.39730699349950327)","(0.45799919080623197, 0.39693031916807386)","(0.5666971801322113, 0.43366699195130537)","(0.3834825610364242, 0.4299845376631606)","(0.5832099401867485, 0.5040828853776138)","(0.32669841083057627, 0.49411851584494637)","(0.589742516582108, 0.5641454840317763)","(0.28853417707212103, 0.5524360709812826)"
"(0.4724021545656921, 0.3858882165177449)","(0.4833924486225868, 0.3746869670344407)","(0.4912433245659996, 0.37466157941551553)","(0.4989994449632162, 0.37460209925969523)","(0.46133013455184285, 0.3752793687762644)","(0.45486735602914685, 0.3756018753374103)","(0.4480958882467462, 0.3759940665362884)","(0.511015631102183, 0.37882498809785636)","(0.43863204552299306, 0.38026538657975445)","(0.4882267089712603, 0.3972925297169149)","(0.4579029982184484, 0.39690957765479273)","(0.5666509572164731, 0.43368659534932386)","(0.3832193099674376, 0.42997623941837304)","(0.583163932070033, 0.5040767273424955)","(0.3265602434431763, 0.49414255214737957)","(0.5898554914203292, 0.564104933005114)","(0.2885369112441596, 0.5523976730855762)"
"(0.4724540776445048, 0.38557275171046573)","(0.48339521183278555, 0.3745443930714844)","(0.49122839916002603, 0.3745493793682071)","(0.49896748054833506, 0.3745074960596364)","(0.46136646344389487, 0.3750459947786139)","(0.4548831038124921, 0.37537258391058054)","(0.44814537517674413, 0.3757649585083656)","(0.5108788748443277, 0.3787953602823074)","(0.4385487353190407, 0.38020555747972584)","(0.4882098059137395, 0.3969813277532457)","(0.45786246990824175, 0.39661642499181304)","(0.5666015681686947, 0.4337012284285548)","(0.38296965104994596, 0.4299839118838597)","(0.5831244025197075, 0.5040419080874314)","(0.3263757915902534, 0.4941843951637661)","(0.5900196737342793, 0.5640438129574004)","(0.2885199302421033, 0.5523800371965896)"
"(0.4725451884153016, 0.3851592455293757)","(0.4834264791234122, 0.3743302655386766)","(0.49123345888578074, 0.3743705027031184)","(0.49895441344568053, 0.3743550677399543)","(0.4614534050156752, 0.3747276823559571)","(0.45494079478692995, 0.3750633192368051)","(0.44824964217928553, 0.3754548635377203)","(0.5107467309300449, 0.37873752613167744)","(0.43852587999441783, 0.3801095242544774)","(0.4882125350839897, 0.39659722375147355)","(0.457852664874707, 0.3962341261493585)","(0.5665467974745044, 0.43371689889258813)","(0.38277064260347266, 0.43000890741815195)","(0.5831022898911886, 0.5039927077182256)","(0.3261824476691122, 0.4942268879958254)","(0.5902800787856819, 0.5639693179886393)","(0.2884860823760228, 0.5524243020511186)"
"(0.4726510078479092, 0.3847282470523069)","(0.48345636307220735, 0.37409987344052764)","(0.491233074234361, 0.3741790214618611)","(0.4989364066601922, 0.3741958377522474)","(0.4615603741649158, 0.3743733349657845)","(0.4550207213505174, 0.374716658275445)","(0.4483813218998196, 0.37510353965914967)","(0.5106221982093413, 0.3786712754995403)","(0.4385333625308849, 0.3799910008351572)","(0.48821613262027674, 0.39621403855043774)","(0.4578707282776609, 0.39582800413623087)","(0.5665359405370871, 0.4337354477468913)","(0.3826235835646702, 0.43004792115905155)","(0.5831212313858791, 0.503945636721481)","(0.3259940248825063, 0.4942738417284205)","(0.5906494126453279, 0.5638918195848989)","(0.2884301609231604, 0.5525653705452439)"
"(0.47276891180963326, 0.38429618124917475)","(0.48349762706212057, 0.3738515944608728)","(0.4912507761191665, 0.3739711795792443)","(0.4989368259073148, 0.3740230315215112)","(0.4616728932846408, 0.3739945554372044)","(0.4551083334398168, 0.37434574308651114)","(0.4485261866818506, 0.37472730194216364)","(0.5105237052157219, 0.37858674256673863)","(0.43856597064814185, 0.3798591433427281)","(0.4882482742512987, 0.39584606309315074)","(0.4579127938736301, 0.39542430708736337)","(0.5666209967819973, 0.43379284007288177)","(0.3825314293652434, 0.4301005874897226)","(0.5831860929102344, 0.5039224086941549)","(0.32583345031682776, 0.4943183208956874)","(0.5911058216661853, 0.5638189775682564)","(0.28837211940672075, 0.5527691543796969)"
"(0.4728373264099345, 0.3838955634957435)","(0.48351033132671023, 0.3736009267799234)","(0.49124354179644747, 0.37375910764251913)","(0.49892248598845795, 0.37384542767262485)","(0.4617405522675513, 0.3736226255799237)","(0.45516056808836347, 0.37398578313402997)","(0.4486302134596117, 0.37436548014343)","(0.5104444103363244, 0.3784950884766798)","(0.43859601055547726, 0.3797422062544842)","(0.4882669416201987, 0.395527384636842)","(0.45792578442113485, 0.39507443518627583)","(0.5668073085360328, 0.4338867751868464)","(0.3824871463097623, 0.43016250657312893)","(0.5833101619929435, 0.5039352516194334)","(0.32571665091670265, 0.4943446484340109)","(0.5916005456364251, 0.5637652186247031)","(0.28834212833629125, 0.5530158570318523)"
"(0.4728699596056025, 0.38354871031287746)","(0.48350657602568153, 0.37335815497767477)","(0.49123039299791615, 0.3735474143828553)","(0.4989068830485677, 0.373666460627999)","(0.461772480488936, 0.37328662356852454)","(0.4551817560807262, 0.3736658251924678)","(0.44870371022424593, 0.3740480581085729)","(0.5103938553161009, 0.3783935373062862)","(0.4386243681946566, 0.37965561098707945)","(0.4882915140865577, 0.39528066440895804)","(0.4579272146547323, 0.39480272539845795)","(0.5670569327883521, 0.434002109479794)","(0.3824677082486372, 0.4302345749103671)","(0.5834766381826169, 0.5039708913067293)","(0.325647486395492, 0.4943697198982294)","(0.5921044653945882, 0.5637303560208065)","(0.28833293025588164, 0.5532943435482224)"
"(0.4729595502495497, 0.3831874051572012)","(0.48358802660639855, 0.37308644949695247)","(0.4913165145542805, 0.3733035677518608)","(0.49896953267095356, 0.3734584038768901)","(0.4618704359292438, 0.3729445333386365)","(0.4552625797706338, 0.3733359712126102)","(0.4488324937009043, 0.3737176236433869)","(0.5103668662217958, 0.3782607547608853)","(0.43871041778084374, 0.37953280409177226)","(0.4883715051176397, 0.3950126370488911)","(0.4579877418515853, 0.3944975917850627)","(0.5673276869567137, 0.43412366877624853)","(0.38246095861310525, 0.4303106753837266)","(0.5836640729770807, 0.5040293146958172)","(0.32561099619576495, 0.49439912242489364)","(0.5925713242628649, 0.5637105927044985)","(0.28836865393154054, 0.5535957254729916)"
"(0.4731306823400361, 0.38282270496819765)","(0.4837774289793634, 0.37280085898223814)","(0.49153012162322035, 0.37303934175095715)","(0.4991378007513115, 0.3732287590598179)","(0.46204509518363357, 0.3726154546359766)","(0.45540378143737464, 0.37301229583077855)","(0.4490214723807125, 0.3733874453114471)","(0.5103931836870734, 0.3780946130658094)","(0.4388630971625144, 0.3793681762018412)","(0.48852327945349205, 0.39471073056156625)","(0.45810456834473073, 0.3941518748417887)","(0.5675948021850954, 0.4342283139000971)","(0.3824721528933607, 0.4303799930847061)","(0.5838459164668365, 0.5040835679827881)","(0.3256020655026254, 0.49444506426791324)","(0.5929784367690287, 0.5636936249710753)","(0.28845537132594473, 0.5538776266824961)"
"(0.47340551595310054, 0.3824467534646574)","(0.4840552123276514, 0.3725161011263493)","(0.49184815484882893, 0.372770794830123)","(0.4993885837512705, 0.3729911373628611)","(0.4623012572596411, 0.3723021413618598)","(0.4556070389725399, 0.37269655863444084)","(0.4492905917979074, 0.3730587282658743)","(0.5104493890608952, 0.37790909958330426)","(0.4390724940455608, 0.3791682204027562)","(0.488769269281335, 0.3943651587396243)","(0.45829029482005734, 0.39375240138638634)","(0.5678820459992748, 0.43432071950885887)","(0.38250681598147673, 0.4304314321015552)","(0.584006566406687, 0.5041411075836584)","(0.3256015238506262, 0.49450351968234063)","(0.5933199662428649, 0.5636800741538035)","(0.2885893479093811, 0.5541078191259259)"
"(0.47384831059229227, 0.38208112870896693)","(0.4845002978553871, 0.3722495303982074)","(0.4923339399980231, 0.37251551098479063)","(0.4997761578131955, 0.37276113790509946)","(0.4627065363324893, 0.3720218041143225)","(0.45593386923238766, 0.37240543266832216)","(0.44968475585495216, 0.37274987366927614)","(0.5105620286403569, 0.3777236321589338)","(0.4393751265563619, 0.37893586329646956)","(0.48914873620846994, 0.39400491229582024)","(0.45859741317086666, 0.3933380659504656)","(0.5681471474520823, 0.43441317284301817)","(0.38254678673121834, 0.43046527211760677)","(0.5841194180064002, 0.5042141842675386)","(0.32560952115447994, 0.4945741723050615)","(0.5935445074990647, 0.5636616072732542)","(0.2887588883891256, 0.5542604926027074)"
"(0.47444740417120435, 0.38170671525535127)","(0.4851123099421576, 0.37199836219107435)","(0.4929894850804266, 0.3722747885263891)","(0.5003120332331101, 0.3725434331210351)","(0.46325015945312403, 0.371757680024857)","(0.4563796394493762, 0.3721248033719193)","(0.4501931616615314, 0.3724478638116582)","(0.5107700546860428, 0.3775473225227889)","(0.43977915018032854, 0.3786706966814747)","(0.4896433926545667, 0.3936218658249425)","(0.45902185979145205, 0.39288901303198037)","(0.5683571147474109, 0.43450138160398877)","(0.38259143797389916, 0.4304833787304547)","(0.5841737785539439, 0.5043230192922501)","(0.3256058374068127, 0.4946567421053961)","(0.5936579386115365, 0.5636371809007972)","(0.28893658206179484, 0.5543527247466697)"
"(0.4751538811446913, 0.3813365212270438)","(0.4858524442969513, 0.37176297747449805)","(0.49377138617433414, 0.37204963614890707)","(0.5009663453746798, 0.37233969742879525)","(0.46388839292915374, 0.37150456883134897)","(0.4569065580557008, 0.37185185918441266)","(0.4507765929043163, 0.37215047032683124)","(0.5110856653093468, 0.37738405970426786)","(0.44026735230481523, 0.3783864303207628)","(0.4902231398718073, 0.3932451883673954)","(0.4595361317926919, 0.39244917187935346)","(0.5685310384610328, 0.43458525332815534)","(0.3826566078029321, 0.4304897177330551)","(0.5841879256955406, 0.5044539841738624)","(0.3256024869032958, 0.49473695599393797)","(0.5937249777200352, 0.5636141041775695)","(0.2891057792938123, 0.5544328552026027)"
"(0.47591041907286136, 0.381070244909723)","(0.48666989122515336, 0.37159314383437936)","(0.4946086515079856, 0.37188504584185805)","(0.501675572428671, 0.37218851149776955)","(0.4646038536008431, 0.3713185646178291)","(0.45750876219122655, 0.3716419435047611)","(0.45141538922047664, 0.37191636127469785)","(0.5114824332835246, 0.37726274917731556)","(0.4408505593702241, 0.3781279869429723)","(0.4908239230826195, 0.39296039973661423)","(0.4601189403128244, 0.3921250188267323)","(0.5687192925762197, 0.43466698234175843)","(0.38274708327713625, 0.4304863972402684)","(0.5841851265002532, 0.5045936706460727)","(0.32560431880828733, 0.4948132866885011)","(0.5937581094272777, 0.5635848884538072)","(0.28924202050640374, 0.5545006466634358)"
"(0.47664616984643127, 0.3809573431531874)","(0.4874893017721076, 0.3715109320787291)","(0.49542461533646587, 0.37180146422141713)","(0.5023747422061611, 0.3721094311395177)","(0.4653360362931019, 0.37121806986682143)","(0.4581356785653087, 0.37151340504626373)","(0.4520641110299083, 0.37176620015453427)","(0.5119243408694423, 0.3771981187077955)","(0.4415114553936166, 0.37792850596643635)","(0.4914080270659406, 0.39282141136122833)","(0.4607225765576183, 0.3919897795696089)","(0.5689571020486484, 0.43477393280376186)","(0.3828688218043409, 0.43047709363601794)","(0.5841781760984935, 0.5047505446525176)","(0.325608362337371, 0.4948708886727875)","(0.593769279393284, 0.5635527886432935)","(0.2893505626486182, 0.5545353639375925)"
"(0.47727732558350566, 0.3810068744045879)","(0.4882312795637937, 0.37151880524097425)","(0.49613353443312586, 0.3718019250806403)","(0.5029929794353771, 0.3721043845434575)","(0.4660137677109335, 0.3712101703062488)","(0.4587280499490557, 0.3714783971820964)","(0.45265318776344177, 0.3717157766396635)","(0.512382308503132, 0.3771945674380508)","(0.44218732857759835, 0.3778162989027303)","(0.4919070004027495, 0.39284144935908105)","(0.4612841758277877, 0.3920603560539957)","(0.569209828938083, 0.4348842263360688)","(0.38300974462137993, 0.4304586346749668)","(0.5841892201861592, 0.5049096370910442)","(0.3256046654600092, 0.4949030972027289)","(0.5937753944963855, 0.5635241457632383)","(0.2894354919036791, 0.5545487446940596)"
"(0.4778125816152934, 0.3811775354238665)","(0.48888388811013744, 0.37158867272185914)","(0.49673368748807234, 0.3718587375465259)","(0.5035227910899904, 0.3721522875043348)","(0.4666372614029136, 0.3712680835129228)","(0.4592793635277213, 0.371510282679872)","(0.45319154163896436, 0.371738163185565)","(0.5128227854386365, 0.37723626026184764)","(0.44284419503523287, 0.3777804584492067)","(0.49232767595277904, 0.3929900909776185)","(0.4618030296061154, 0.3922896322670525)","(0.5694306131565221, 0.4349822681266954)","(0.38314778883974115, 0.43043869921377587)","(0.5842122781526804, 0.5050442956544313)","(0.3256022656436296, 0.4949212384112798)","(0.5937995154818745, 0.5634859608603536)","(0.2894746646597675, 0.5545600858323791)"
"(0.47829613284075556, 0.3814087644184672)","(0.48947320541579786, 0.37168859726899234)","(0.49725522653206344, 0.3719434629092413)","(0.5039787157710071, 0.372229840371993)","(0.46725220071685997, 0.37135443008029456)","(0.45983014191503113, 0.37156457410547916)","(0.4537151155077226, 0.3717831944946929)","(0.5132065615453931, 0.3773019884155077)","(0.44347028284917717, 0.3777661740363069)","(0.49267823122320303, 0.3931965072116104)","(0.4623046760514632, 0.39257537804561426)","(0.5695946299946404, 0.43505410881309337)","(0.3832725484471229, 0.43041499261255955)","(0.5842381469853287, 0.5051417660602056)","(0.325616512404178, 0.4949263310654747)","(0.5938216407538028, 0.563448643628813)","(0.2894989979433853, 0.5545863384133465)"
"(0.4786661786216132, 0.3816687061792217)","(0.48992317213323117, 0.3718057126848856)","(0.4976385450446533, 0.37204250012522333)","(0.5043135770273108, 0.3723219888749386)","(0.46776181799826466, 0.37146253157884723)","(0.4602887489440012, 0.37164084929408525)","(0.4541443675270179, 0.3718518606432676)","(0.5134998134799782, 0.37737424036006073)","(0.44398860046357913, 0.3777769207259722)","(0.49293967011647455, 0.3934206655531227)","(0.46271835535000627, 0.39288186214187015)","(0.5697056269034374, 0.435086838640534)","(0.38337358596163834, 0.4303891087745462)","(0.5842635413427744, 0.5051847222523822)","(0.32565977877670305, 0.4949323658620849)","(0.5938443886094451, 0.5634115373060153)","(0.28951278155222426, 0.5546131934319355)"
"(0.47896043452627557, 0.3819241111095143)","(0.49022929742064064, 0.3719264860058728)","(0.4978800411129898, 0.37214453633015054)","(0.5045182315897563, 0.3724175315775802)","(0.46816928674291164, 0.37157745683665677)","(0.4606620269221869, 0.37172672485971864)","(0.45449069024243927, 0.37193200332579435)","(0.5136708833954562, 0.3774475071118992)","(0.44437056154638, 0.37780613499087967)","(0.49315395992952726, 0.3936393309584317)","(0.4630735353990045, 0.39317463578044204)","(0.5697976181279263, 0.43509728480608123)","(0.38344444803424726, 0.43036510178815046)","(0.5842911562163803, 0.5051785742208408)","(0.3257369374061805, 0.49494099922669343)","(0.5938652018844955, 0.5633748294590248)","(0.2895164946159289, 0.5546447023367282)"
"(0.4792536193535332, 0.3821523169398594)","(0.49048764583392124, 0.3720404259808422)","(0.49807461429309285, 0.3722410918254683)","(0.5046741052385265, 0.3725083281388102)","(0.46853951821516265, 0.3716849799339596)","(0.46100475606107033, 0.37180593804323947)","(0.454803844640306, 0.3720050200576835)","(0.5137674579253575, 0.3775161267160544)","(0.44464950308655343, 0.3778300146400798)","(0.4933677154543249, 0.3938339765949969)","(0.4634117069361102, 0.3934274648591919)","(0.5698434415952878, 0.4350975605991346)","(0.38348554411690355, 0.43034631798873224)","(0.5843162308761858, 0.5051485369533381)","(0.32584508433764425, 0.4949509811290227)","(0.5938740918686353, 0.5633448280376722)","(0.2895233475522846, 0.5546711171979405)"
"(0.47951696503968333, 0.3823211004128275)","(0.49069360155603653, 0.37212929581150944)","(0.4982384407159065, 0.37231719771743177)","(0.5048074544448685, 0.3725801247816828)","(0.4688294557007886, 0.37177211720070996)","(0.46127728426651066, 0.37187243070635845)","(0.4550472370116593, 0.3720680350190284)","(0.5138402738215495, 0.3775689601898201)","(0.44482522341477104, 0.3778489125080605)","(0.49357551350182416, 0.39397922575057054)","(0.46370466029171725, 0.3936099478136973)","(0.5698568330500243, 0.4350907801887104)","(0.38351683898683553, 0.4303340504775246)","(0.5843315145352517, 0.5051260402986231)","(0.32602260913048664, 0.49496334082596893)","(0.5938712419607712, 0.5633279954914736)","(0.2895768598104141, 0.5546642680823953)"
"(0.479730764052252, 0.3824238294349136)","(0.49084455337557864, 0.37218752475607453)","(0.49836963776386256, 0.3723679388458643)","(0.5049183479833725, 0.3726275666749291)","(0.46902254737896343, 0.37183340473886495)","(0.4614584195169267, 0.37192387403030297)","(0.45520786222044507, 0.37212096998741656)","(0.5138968454374311, 0.3776020802956925)","(0.4449135932750089, 0.37787161555601523)","(0.49377103056107474, 0.3940757258094004)","(0.46393632541447627, 0.3937330755876225)","(0.5698652217438183, 0.4350788748208747)","(0.38357094430423366, 0.43032562420084847)","(0.5843375975435443, 0.5051051415763546)","(0.32624688098480725, 0.4949751274708)","(0.5938629012007826, 0.5633242444280712)","(0.28966898080352366, 0.5546304012512006)"
"(0.47990747397040534, 0.38244733485308646)","(0.4909663945783834, 0.37220677031781646)","(0.4984784112387892, 0.3723884826495661)","(0.5050094834852341, 0.3726477386095593)","(0.4691819967506659, 0.3718510634832457)","(0.461620722686773, 0.3719372878541488)","(0.4553500444461147, 0.37213733486640227)","(0.5139373393603427, 0.37761748170519294)","(0.4449997008680473, 0.3778797454072609)","(0.49393548297159706, 0.39410451881257613)","(0.46413113763838204, 0.39376467542770666)","(0.5698610873489125, 0.4350619093104685)","(0.3836501852754677, 0.43031821926157054)","(0.5843437029209462, 0.5050709533802568)","(0.3264894751540993, 0.49498630417532685)","(0.5938391003297494, 0.5633219040079285)","(0.2898038256835277, 0.5545622670289254)"
"(0.48003419483458354, 0.3823795101859361)","(0.49105064150614725, 0.3721789485646858)","(0.49855809125589157, 0.3723747571170477)","(0.5050781155243909, 0.3726390812780481)","(0.4692967891832064, 0.37181009835018775)","(0.4617554745474072, 0.37189546574801635)","(0.4554716083970113, 0.37209887403152564)","(0.5139723028336383, 0.3776190173931619)","(0.445097980104683, 0.37786305138281256)","(0.4940628624740469, 0.3940646656743305)","(0.4642775453331875, 0.3936940983180964)","(0.5698534528136543, 0.43505150058886477)","(0.38375295563177714, 0.4303153341327801)","(0.5843443842756733, 0.5050413814180114)","(0.32672345193671803, 0.49498621900598594)","(0.5937820182535767, 0.5633229575790737)","(0.2899643505786689, 0.5544305691074393)"
"(0.48012872002063756, 0.382160581561514)","(0.4911236644208026, 0.3720645609296571)","(0.4986316789558173, 0.3722899606177865)","(0.5051449187152046, 0.3725663362405247)","(0.4693878523675444, 0.3716758961305204)","(0.4618748770310338, 0.3717671670280145)","(0.455580383330793, 0.37197633459295787)","(0.5140193974499391, 0.3775879912998857)","(0.445199619014781, 0.377806691648244)","(0.4941618204950463, 0.3939134161094416)","(0.4643849977802295, 0.39347115325761095)","(0.5698386425182826, 0.43504348494512035)","(0.3838643806797649, 0.4303078743127685)","(0.5843399496345265, 0.5050118882339328)","(0.32692466915904295, 0.4949710241286637)","(0.5937148639650068, 0.5633226888718872)","(0.2901451174334775, 0.5542411748623803)"
"(0.48018046525808583, 0.38185335428286904)","(0.4911731329414405, 0.3718993626274437)","(0.4986882870430724, 0.37216401961577883)","(0.5052016981831808, 0.3724580090362717)","(0.4694454276061568, 0.3714841086686638)","(0.46196533055294464, 0.37158378458523333)","(0.45566608709888956, 0.37179999112527207)","(0.5140708532088853, 0.37754346454615995)","(0.4452900346064633, 0.3777250423159085)","(0.49422210864809674, 0.39370283762336145)","(0.46443936451053947, 0.3931623744520005)","(0.5698190703814414, 0.43504871278653984)","(0.38397984911789784, 0.43029596783342433)","(0.5843149825131712, 0.5049917653446163)","(0.32708565776164783, 0.4949393301577012)","(0.5936294189699893, 0.5633267535196329)","(0.2903243313024656, 0.5540576796709531)"
"(0.48020827270054417, 0.38151063236879107)","(0.491200030058415, 0.3717125150568288)","(0.49872049890753933, 0.37202006502029306)","(0.5052368444996291, 0.3723341405808517)","(0.4694903517936503, 0.37126587029103714)","(0.4620441474836755, 0.37137335413819506)","(0.455740359488068, 0.3715970255000338)","(0.5141075442443094, 0.37749387139762836)","(0.44536472395027804, 0.3776314528116266)","(0.4942516477513713, 0.39347130463117846)","(0.4644659334546213, 0.3928225281494211)","(0.5697885351581186, 0.4350555411307693)","(0.38407553992905064, 0.43028303223612235)","(0.5842827579358254, 0.5049784935159849)","(0.32712773516739513, 0.4949029781323779)","(0.593536673448026, 0.5633425839019557)","(0.2904723276208337, 0.553925412934978)"
